grain_size,T1-A_interpolated,T1-B_interpolated,T1-C_interpolated,T1-D_interpolated,T2-A_interpolated,T2-B_interpolated,T3-C_interpolated,T3-D_interpolated,T5-A_interpolated,T5-B_interpolated,T5-C_interpolated,T5-D_interpolated,T6-A_interpolated,T6-B_interpolated,T6-C_interpolated,T6-D_interpolated,T7-A_interpolated,T7-B_interpolated,T7-C_interpolated,T7-D_interpolated,T8-A_interpolated,T8-C_interpolated,T8-D_interpolated,T1-A_interpolated_kde,T1-B_interpolated_kde,T1-C_interpolated_kde,T1-D_interpolated_kde,T2-A_interpolated_kde,T2-B_interpolated_kde,T3-C_interpolated_kde,T3-D_interpolated_kde,T5-A_interpolated_kde,T5-B_interpolated_kde,T5-C_interpolated_kde,T5-D_interpolated_kde,T6-A_interpolated_kde,T6-B_interpolated_kde,T6-C_interpolated_kde,T6-D_interpolated_kde,T7-A_interpolated_kde,T7-B_interpolated_kde,T7-C_interpolated_kde,T7-D_interpolated_kde,T8-A_interpolated_kde,T8-C_interpolated_kde,T8-D_interpolated_kde
0.967054712,2.77E-05,5.98E-05,2.86E-05,5.44E-05,2.48E-05,2.23E-05,5.97E-05,1.93E-05,5.80E-05,3.63E-05,4.20E-05,0.000101875,3.09E-05,2.37E-05,6.78E-05,2.60E-05,9.66E-06,2.62E-05,5.44E-05,3.81E-05,6.59E-05,3.00E-05,3.10E-05,0,8.58E-244,0,2.39E-257,0,0,6.71E-235,0,4.25E-185,0,0,1.08E-121,0,0,7.99E-194,0,0,0,1.14E-119,2.87E-262,6.24E-134,0,0
1.0645743,3.24E-05,6.99E-05,3.34E-05,6.36E-05,2.90E-05,2.61E-05,6.95E-05,2.25E-05,6.77E-05,4.24E-05,4.92E-05,0.000118313,3.59E-05,2.77E-05,7.91E-05,3.04E-05,1.13E-05,3.05E-05,6.36E-05,4.45E-05,7.69E-05,3.50E-05,3.62E-05,0,1.15E-230,0,7.58E-244,0,0,1.35E-222,0,1.05E-175,0,0,3.09E-114,0,0,1.95E-183,0,0,0,8.78E-113,1.59E-249,2.05E-126,0,0
1.171927943,3.97E-05,8.58E-05,4.10E-05,7.78E-05,3.57E-05,3.20E-05,8.45E-05,2.75E-05,8.27E-05,5.18E-05,6.03E-05,0.000144208,4.37E-05,3.38E-05,9.66E-05,3.71E-05,1.39E-05,3.72E-05,7.79E-05,5.44E-05,9.40E-05,4.29E-05,4.44E-05,0,6.63E-218,0,1.03E-230,0,0,1.25E-210,0,1.46E-166,0,0,5.03E-107,0,0,2.44E-173,0,0,0,4.17E-106,4.19E-237,4.00E-119,0,0
1.290107327,5.05E-05,0.000109151,5.19E-05,9.86E-05,4.54E-05,4.03E-05,0.000106668,3.48E-05,0.000104321,6.57E-05,7.63E-05,0.000182469,5.52E-05,4.29E-05,0.000121936,4.71E-05,1.75E-05,4.71E-05,9.83E-05,6.85E-05,0.000118721,5.41E-05,5.61E-05,0,1.62E-205,0,5.94E-218,0,0,5.32E-199,1.2982e-319,1.15E-157,0,0,4.66E-100,5.87551053e-316,4.783014e-317,1.55E-163,0,4.08e-321,0,1.21E-99,5.25E-225,4.67E-112,0,0
1.420204138,6.19E-05,0.00013411,6.33E-05,0.000120568,5.59E-05,4.90E-05,0.000130176,4.25E-05,0.000127381,8.02E-05,9.32E-05,0.000222857,6.73E-05,5.24E-05,0.000148302,5.76E-05,2.11E-05,5.75E-05,0.000119368,8.30E-05,0.000144818,6.57E-05,6.84E-05,0,1.70E-193,0,1.46E-205,0,0,1.04E-187,0.00E+00,5.03E-149,0,0,2.46E-93,4.06E-305,3.61E-306,5.02E-154,6.53924e-318,4.26751070513513e-310,0,2.17E-93,3.13E-213,3.25E-105,0,0
1.563420153,7.11E-05,0.000154427,7.24E-05,0.000138372,6.45E-05,5.61E-05,0.000149084,4.85E-05,0.000146326,9.19E-05,0.000106858,0.000254869,7.67E-05,6.00E-05,0.000168961,6.61E-05,2.40E-05,6.56E-05,0.000135677,9.42E-05,0.000165712,7.48E-05,7.82E-05,0,7.57E-182,0,1.54E-193,0,0,9.41E-177,7.13E-298,1.24E-140,0,0,7.38E-87,1.81E-294,1.75E-295,8.29E-145,8.25E-307,2.85E-299,0,2.38E-87,8.88E-202,1.35E-98,0,0
1.721078336,7.88E-05,0.000171232,8.00E-05,0.000153153,7.17E-05,6.19E-05,0.000164301,5.35E-05,0.000161674,0.000101393,0.000118011,0.000280864,8.42E-05,6.61E-05,0.000185367,7.30E-05,2.64E-05,7.22E-05,0.000148905,0.000103432,0.000182547,8.21E-05,8.63E-05,0,1.44E-170,0,6.91E-182,0,0,3.90E-166,2.70E-287,1.72E-132,0,0,1.26E-80,5.16E-284,5.43E-285,6.98E-136,6.57E-296,1.21E-288,9.31184e-318,1.61E-81,1.20E-190,3.35E-92,0,0
1.894635062,8.60E-05,0.000186819,8.69E-05,0.000166951,7.84E-05,6.72E-05,0.000178071,5.81E-05,0.000175376,0.000109912,0.000128258,0.000304378,9.09E-05,7.17E-05,0.000200089,7.91E-05,2.85E-05,7.82E-05,0.00016107,0.000111818,0.000197883,8.88E-05,9.38E-05,0,1.17E-159,0,1.32E-170,0,0,7.46E-156,6.56E-277,1.34E-124,1.6594166e-316,0,1.23E-74,9.49E-274,1.08E-274,3.00E-127,3.30E-285,3.29E-278,3.04E-306,6.64E-76,7.70E-180,4.95E-86,0,0
2.08569357,9.32E-05,0.000203131,9.39E-05,0.000181342,8.57E-05,7.27E-05,0.000192565,6.25E-05,0.00018958,0.000118477,0.000138818,0.000327588,9.77E-05,7.74E-05,0.000215134,8.52E-05,3.05E-05,8.44E-05,0.000173163,0.000119926,0.000214114,9.53E-05,0.00010141,0,4.06E-149,0,1.08E-159,0,4.2600919e-316,6.55E-146,1.02E-266,5.84E-117,8.00E-305,0,6.84E-69,1.12E-263,1.39E-264,6.56E-119,1.05E-274,5.71E-268,6.06E-295,1.69E-70,2.35E-169,4.37E-80,0,0
2.296018772,9.98E-05,0.000218604,0.000100477,0.000195039,9.27E-05,7.78E-05,0.000206205,6.67E-05,0.000202914,0.000126498,0.000148789,0.000349175,0.000104036,8.28E-05,0.000229172,9.10E-05,3.24E-05,9.02E-05,0.000184376,0.000127397,0.000229632,0.000101225,0.000108554,2.9283e-320,6.01E-139,0,3.77E-149,0,3.31E-304,2.65E-136,1.01E-256,1.43E-109,2.31E-293,0,2.16E-63,8.51E-254,1.14E-254,7.32E-111,2.09E-264,6.32E-258,7.36E-284,2.63E-65,3.42E-159,2.30E-74,0,0
2.527553556,0.000104994,0.000230575,0.000105813,0.000205866,9.82E-05,8.15E-05,0.00021624,7.01E-05,0.000212866,0.000132854,0.000156616,0.000366556,0.000108988,8.71E-05,0.00023981,9.57E-05,3.39E-05,9.47E-05,0.000193391,0.000133603,0.00024156,0.000105985,0.000114145,5.62E-308,3.79E-129,0,5.61E-139,0,1.51E-292,4.93E-127,6.40E-247,1.98E-102,3.99E-282,0,3.90E-58,4.16E-244,6.03E-245,4.16E-103,2.64E-254,4.46E-248,5.44E-273,2.51E-60,2.36E-149,7.21E-69,0,0
2.782436736,0.000109227,0.000240455,0.000110285,0.000214981,0.000103022,8.45E-05,0.000224294,7.28E-05,0.000220945,0.000138071,0.000163256,0.000380348,0.000112842,9.06E-05,0.000248426,9.97E-05,3.52E-05,9.83E-05,0.000201084,0.000138873,0.000251624,0.000109973,0.000118719,6.16E-296,1.02E-119,0,3.56E-129,0,4.05E-281,4.22E-118,2.60E-237,1.53E-95,4.14E-271,0,4.00E-53,1.30E-234,2.04E-235,1.21E-95,2.10E-244,2.01E-238,2.45E-262,1.48E-55,7.78E-140,1.35E-63,0,0
3.063022809,0.000113082,0.000249894,0.000114476,0.0002237,0.0001077,8.76E-05,0.000232099,7.54E-05,0.000228713,0.000142959,0.000169818,0.000392328,0.000116171,9.37E-05,0.00025646,0.000103497,3.65E-05,0.000101664,0.000208605,0.000143826,0.000261515,0.000113769,0.000122963,3.86E-284,1.18E-110,0,9.64E-120,0,6.38E-270,1.66E-109,6.73E-228,6.66E-89,2.57E-260,0,2.34E-48,2.63E-225,4.45E-226,1.78E-88,1.06E-234,5.79E-229,6.72E-252,5.32E-51,1.22E-130,1.51E-58,0,0
3.3719037,0.000116886,0.000258885,0.000118848,0.000231916,0.000112195,9.04E-05,0.000239319,7.80E-05,0.000235765,0.000148026,0.000176412,0.000404865,0.000119368,9.66E-05,0.000263522,0.000107363,3.78E-05,0.000104859,0.000216505,0.000149157,0.000270501,0.00011779,0.000127022,1.38E-272,5.77E-102,0,1.11E-110,0,5.91E-259,3.02E-101,1.12E-218,1.63E-82,9.56E-250,0,7.78E-44,3.42E-216,6.21E-217,1.34E-81,3.35E-225,1.06E-219,1.12E-241,1.18E-46,9.06E-122,1.00E-53,0,0
3.711932713,0.000121157,0.000268312,0.000123958,0.000240457,0.000116906,9.32E-05,0.000246716,8.11E-05,0.000242905,0.000153977,0.000183736,0.00041984,0.000122896,9.96E-05,0.00027053,0.000111769,3.95E-05,0.000108269,0.000225892,0.000155637,0.000279583,0.000122606,0.000131431,2.82E-261,1.21E-93,0,5.49E-102,3.45853051e-315,3.22E-248,2.52E-93,1.19E-209,2.23E-76,2.13E-239,1.138835217e-315,1.48E-39,2.85E-207,5.56E-208,5.15E-75,6.69E-216,1.25E-210,1.14E-231,1.60E-42,3.21E-113,3.99E-49,0,0
4.08625088,0.000126451,0.000279668,0.000130311,0.000250786,0.000122568,9.69E-05,0.000255891,8.49E-05,0.000251854,0.00016152,0.000192861,0.000438233,0.00012718,0.000103271,0.00027936,0.000117255,4.16E-05,0.000112544,0.000238133,0.000163914,0.000291083,0.00012879,0.00013694,3.29E-250,1.08E-85,0,1.15E-93,8.58E-302,1.03E-237,9.67E-86,8.05E-201,1.72E-70,2.84E-229,2.97E-302,1.59E-35,1.53E-198,3.20E-199,1.01E-68,8.44E-207,9.32E-202,7.09E-222,1.33E-38,5.41E-105,9.46E-45,0,0
4.498315985,0.000132162,0.000291878,0.00013736,0.000261897,0.000128697,0.000100981,0.000265849,8.92E-05,0.000261685,0.000169901,0.000202985,0.000458187,0.000131768,0.000107184,0.000289083,0.000123253,4.40E-05,0.000117309,0.000252424,0.000173348,0.000303891,0.000135776,0.000143005,2.19E-239,4.12E-78,0,1.04E-85,1.08E-288,1.93E-227,1.71E-78,3.50E-192,7.46E-65,2.27E-219,3.92E-289,9.80E-32,5.27E-190,1.18E-190,1.01E-62,6.72E-198,4.45E-193,2.68E-212,6.82E-35,4.34E-97,1.34E-40,0,0
4.951934498,0.000137561,0.000303531,0.000144413,0.000272465,0.000134609,0.0001049,0.000275191,9.34E-05,0.000271032,0.000178143,0.000212977,0.000477732,0.000136148,0.000110895,0.000298303,0.000128998,4.64E-05,0.000122057,0.000267679,0.000183198,0.000316338,0.000142849,0.000148914,8.36E-229,6.70E-71,1.6e-322,3.97E-78,6.92E-276,2.14E-217,1.39E-71,9.71E-184,1.81E-59,1.09E-209,2.63E-276,3.43E-28,1.17E-181,2.80E-182,5.12E-57,3.37E-189,1.36E-184,6.17E-203,2.14E-31,1.66E-89,1.13E-36,0,0
5.451296742,0.000143076,0.000315621,0.000151748,0.0002835,0.000140651,0.000109011,0.000284768,9.77E-05,0.000280764,0.000186526,0.000223207,0.000498298,0.000140796,0.000114796,0.000307982,0.000134622,4.91E-05,0.000127234,0.000284818,0.000194128,0.000329687,0.000150342,0.000155187,1.82E-218,4.65E-64,7.23E-308,6.48E-71,2.25E-263,1.39E-207,5.20E-65,1.73E-175,2.48E-54,3.12E-200,8.92E-264,6.85E-25,1.67E-173,4.26E-174,1.33E-51,1.07E-180,2.64E-176,8.66E-194,4.13E-28,3.00E-82,5.68E-33,0,0
6.001015599,0.00014895,0.000328689,0.00015947,0.000295527,0.000146941,0.000113593,0.000295121,0.000102286,0.00029139,0.000195173,0.000233868,0.000520598,0.000145994,0.000119105,0.000318828,0.000140238,5.20E-05,0.000133088,0.000304278,0.000206482,0.000344657,0.000158471,0.000162143,2.26E-208,1.38E-57,1.48E-293,4.52E-64,3.70E-251,5.29E-198,8.95E-59,1.96E-167,1.90E-49,5.36E-191,1.54E-251,7.79E-22,1.53E-165,4.16E-166,1.75E-46,2.14E-172,3.27E-168,7.40E-185,4.89E-25,2.59E-75,1.71E-29,0,0
6.606169123,0.000154839,0.00034196,0.000167179,0.000307727,0.000153002,0.000118465,0.000305715,0.000106844,0.00030228,0.00020366,0.000244503,0.000543389,0.000151471,0.000123548,0.000330497,0.000145705,5.50E-05,0.000139305,0.000325255,0.000219765,0.000360357,0.000167002,0.000169475,1.60E-198,1.75E-51,1.38E-279,1.34E-57,3.10E-239,1.19E-188,7.09E-53,1.42E-159,8.19E-45,5.52E-182,1.34E-239,5.05E-19,8.99E-158,2.61E-158,1.18E-41,2.69E-164,2.59E-160,3.85E-176,3.56E-22,1.07E-68,3.06E-26,0,0
7.272347449,0.000160618,0.000354979,0.0001748,0.000319657,0.000158768,0.000123455,0.000316243,0.00011136,0.000313012,0.00021204,0.000255108,0.000566184,0.000157025,0.000127969,0.000342413,0.000151271,5.83E-05,0.000145617,0.000347376,0.000233847,0.000376119,0.000175959,0.000177014,6.49E-189,9.42E-46,5.78E-266,1.71E-51,1.32E-227,1.56E-179,2.59E-47,6.62E-152,1.98E-40,3.40E-173,5.96E-228,1.86E-16,3.40E-150,1.05E-150,4.06E-37,2.14E-156,1.31E-152,1.22E-167,1.59E-19,2.08E-62,3.27E-23,0,2.452799919161e-311
8.005704432,0.000166456,0.000367994,0.000182569,0.000331567,0.000164595,0.000128589,0.000326963,0.000115975,0.000323763,0.000220742,0.00026608,0.000589464,0.000162715,0.000132442,0.000354295,0.000157367,6.19E-05,0.000152016,0.000370863,0.000248952,0.000391966,0.000185628,0.00018491,1.50E-179,2.17E-40,1.10E-252,9.24E-46,2.84E-216,1.21E-170,4.34E-42,1.97E-144,2.70E-36,1.26E-164,1.34E-216,3.92E-14,8.28E-143,2.71E-143,7.10E-33,1.08E-148,4.22E-145,2.36E-159,4.35E-17,1.94E-56,2.09E-20,0,9.38E-296
8.81301449,0.000173096,0.000383311,0.000191037,0.000345527,0.000171416,0.000134742,0.000339952,0.000121078,0.000336758,0.000230314,0.000278061,0.000615476,0.000169532,0.000137673,0.000367863,0.00016397,6.59E-05,0.000159487,0.000397069,0.000265573,0.000410222,0.000196599,0.00019425,1.98E-170,2.13E-35,9.38E-240,2.13E-40,3.12E-205,5.50E-162,3.35E-37,3.74E-137,2.06E-32,2.78E-156,1.53E-205,4.71E-12,1.30E-135,4.50E-136,6.34E-29,3.41E-141,8.70E-138,2.78E-151,7.34E-15,8.57E-51,7.94E-18,0,1.41E-280
9.701735189,0.000181,0.000402291,0.000200455,0.000362806,0.000179639,0.00014243,0.000356486,0.000126897,0.00035328,0.000240885,0.000291314,0.000645576,0.000178064,0.000144051,0.000384341,0.00017093,7.03E-05,0.000168622,0.000426612,0.000283781,0.000432193,0.000209167,0.00020563,1.50E-161,8.95E-31,3.63E-227,2.10E-35,1.73E-194,1.47E-153,1.19E-32,4.55E-130,8.83E-29,3.69E-148,8.83E-195,3.23E-10,1.30E-128,4.79E-129,2.88E-25,6.81E-134,1.14E-130,1.99E-143,7.59E-13,1.80E-45,1.80E-15,0,8.39E-266
10.68007613,0.00018964,0.000422807,0.000210238,0.000381641,0.000188142,0.000150799,0.000374827,0.00013315,0.000371115,0.000251637,0.000305172,0.000677987,0.000187374,0.000150834,0.000402471,0.000178195,7.49E-05,0.000178454,0.000457776,0.000302594,0.000455358,0.000222814,0.000217902,6.46E-153,1.60E-26,6.36E-215,8.85E-31,4.89E-184,2.31E-145,1.95E-28,3.53E-123,2.13E-25,2.93E-140,2.59E-184,1.27E-08,8.44E-122,3.28E-122,6.69E-22,8.59E-127,9.58E-124,8.71E-136,4.84E-11,1.81E-40,2.45E-13,3e-323,1.96E-251
11.75707478,0.000199841,0.000445806,0.000221492,0.000403026,0.000197358,0.000160117,0.000395791,0.000140417,0.000391059,0.000263558,0.000321202,0.000714789,0.000197844,0.000158343,0.000423369,0.000186966,8.04E-05,0.000189395,0.000492868,0.000323758,0.000480644,0.000238805,0.000231425,1.59E-144,1.22E-22,5.03E-203,1.59E-26,7.02E-174,2.13E-137,1.46E-24,1.76E-116,2.88E-22,1.40E-132,3.85E-174,2.86E-07,3.51E-115,1.44E-115,7.91E-19,6.83E-120,5.13E-117,2.32E-128,1.90E-09,8.60E-36,1.99E-11,2.98E-305,1.80E-237
12.94267997,0.000213778,0.000475683,0.000236979,0.000431,0.000209418,0.000171918,0.000423071,0.000150104,0.000417316,0.0002794,0.000343082,0.000761887,0.000211322,0.000168092,0.000450822,0.000199472,8.77E-05,0.000203417,0.000538177,0.000351587,0.000512879,0.000260111,0.000248238,2.24E-136,4.00E-19,1.80E-191,1.22E-22,5.11E-164,1.16E-129,5.07E-21,5.59E-110,2.19E-19,3.98E-125,2.91E-164,3.72E-06,9.39E-109,4.05E-109,4.77E-16,3.43E-113,1.75E-110,3.76E-121,4.61E-08,1.95E-31,9.65E-10,9.21E-288,6.53E-224
14.24784378,0.000231271,0.000513174,0.000256734,0.000466119,0.0002245,0.000186303,0.000457295,0.000161946,0.000450743,0.000298903,0.000370496,0.000817858,0.000227879,0.000180406,0.000486167,0.000215147,9.67E-05,0.000220944,0.000593523,0.000385533,0.000553278,0.000286608,0.000268438,1.80E-128,5.56E-16,2.91E-180,3.97E-19,1.89E-154,3.69E-122,8.08E-18,1.14E-103,9.37E-17,6.79E-118,1.11E-154,2.84E-05,1.61E-102,7.31E-103,1.47E-13,1.09E-106,3.82E-104,3.71E-114,6.93E-07,2.10E-27,2.81E-08,8.57E-271,9.31E-211
15.68462273,0.000251241,0.000557113,0.000279732,0.000507241,0.000241848,0.000202664,0.000497482,0.000175136,0.000490391,0.000320681,0.000401764,0.0008784,0.000246724,0.000194976,0.000529373,0.000232555,0.000106792,0.000241598,0.000656276,0.0004233,0.000601309,0.000316978,0.000291273,8.26E-121,3.31E-13,2.12E-169,5.54E-16,3.54E-145,6.91E-115,5.93E-15,1.48E-97,2.25E-14,6.94E-111,2.16E-145,0.000128975,1.78E-96,8.48E-97,2.30E-11,2.17E-100,5.32E-98,2.23E-107,6.51E-06,1.08E-23,4.93E-07,2.40E-254,5.23E-198
17.26628913,0.000274007,0.000606771,0.000306482,0.000554043,0.000261208,0.000220686,0.000542949,0.000190177,0.000535486,0.00034524,0.000438194,0.000943208,0.00026749,0.000211582,0.000580375,0.000252639,0.000118434,0.000265185,0.000727772,0.000465905,0.000657396,0.000351723,0.000316787,2.17E-113,8.40E-11,7.02E-159,3.30E-13,3.37E-136,7.61E-108,2.00E-12,1.23E-91,3.04E-12,4.26E-104,2.12E-136,0.000363047,1.27E-90,6.32E-91,1.85E-09,2.74E-94,4.72E-92,8.19E-101,3.86E-05,2.63E-20,5.25E-06,2.01E-238,1.16E-185
19.00745369,0.000299941,0.000662343,0.000337597,0.000606911,0.000282759,0.000240221,0.000593894,0.000207398,0.000586187,0.000373762,0.000481458,0.001011884,0.000290062,0.000230346,0.000640041,0.000275903,0.000131971,0.000291989,0.00080984,0.000514886,0.000724323,0.000391069,0.000345988,3.24E-106,9.13E-09,1.05E-148,8.39E-11,1.63E-127,4.92E-101,3.12E-10,6.56E-86,2.31E-10,1.56E-97,1.06E-127,0.000673198,5.79E-85,3.02E-85,7.62E-08,2.18E-88,2.68E-86,1.83E-94,0.000147306,3.05E-17,3.43E-05,5.09E-223,1.01E-173
20.92420052,0.000328925,0.000725308,0.000373237,0.000666999,0.000307149,0.000261278,0.000651779,0.000226304,0.00064403,0.000407718,0.00053255,0.001082287,0.000314534,0.000251875,0.00071063,0.000301163,0.000147033,0.000322943,0.000903347,0.000571247,0.000808113,0.00043405,0.000381104,2.77E-99,4.27E-07,7.06E-139,9.13E-09,4.01E-119,1.87E-94,2.25E-08,2.23E-80,9.93E-09,3.44E-91,2.68E-119,0.00090727,1.70E-79,9.27E-80,1.62E-06,1.09E-82,9.68E-81,2.49E-88,0.00037334,1.69E-14,0.000139775,3.86E-208,3.46E-162
23.03423564,0.00036066,0.000795231,0.000413395,0.000733634,0.000333827,0.000283613,0.000716313,0.000246573,0.000708173,0.000446987,0.000590769,0.001153071,0.00034035,0.000275716,0.000790908,0.000327441,0.000163268,0.000357503,0.001005843,0.000634355,0.000908228,0.000479834,0.00042269,1.36E-92,8.65E-06,2.15E-129,4.27E-07,4.99E-111,4.18E-88,7.51E-07,4.86E-75,2.41E-07,4.53E-85,3.44E-111,0.001007888,3.21E-74,1.83E-74,1.79E-05,3.46E-77,2.23E-75,2.07E-82,0.000661841,4.43E-12,0.000368795,8.80E-194,4.67E-151
25.35705061,0.000394732,0.000869968,0.000457965,0.000804545,0.000361203,0.000306765,0.000785627,0.0002681,0.00077567,0.000490089,0.000654048,0.001223696,0.000366384,0.000300481,0.000876596,0.000354073,0.000180402,0.000393831,0.001112173,0.000702256,0.001018365,0.000527801,0.000469795,3.78E-86,7.78E-05,2.97E-120,8.66E-06,3.16E-103,5.49E-82,1.18E-05,6.77E-70,3.35E-06,3.57E-79,2.24E-103,0.001032523,3.90E-69,2.31E-69,0.000105837,6.91E-72,3.29E-70,1.04E-76,0.000887875,5.54E-10,0.000665314,6.03E-180,2.48E-140
