time,P2,P3,P4,P6,,,,
7/1/2021 15:00,0.055282231,0.074143599,0.159759002,0.059534946,5.5282231,7.4143599,15.9759002,5.9534946
7/1/2021 15:15,0.054922755,0.072183953,0.157966575,0.059006477,5.4922755,7.2183953,15.7966575,5.9006477
7/1/2021 15:30,0.05456328,0.070224306,0.156174148,0.058478007,5.456328,7.0224306,15.6174148,5.8478007
7/1/2021 15:45,0.055370266,0.074623513,0.160197964,0.059664367,5.5370266,7.4623513,16.0197964,5.9664367
7/1/2021 16:00,0.056177251,0.079022719,0.16422178,0.060850727,5.6177251,7.9022719,16.422178,6.0850727
7/1/2021 16:15,0.055861793,0.077303029,0.162648833,0.060386968,5.5861793,7.7303029,16.2648833,6.0386968
7/1/2021 16:30,0.055546335,0.075583339,0.161075887,0.05992321,5.5546335,7.5583339,16.1075887,5.992321
7/1/2021 16:45,0.054974109,0.072463902,0.158222636,0.059081972,5.4974109,7.2463902,15.8222636,5.9081972
7/1/2021 17:00,0.054401883,0.069344465,0.155369385,0.058240735,5.4401883,6.9344465,15.5369385,5.8240735
7/1/2021 17:15,0.053873674,0.066464984,0.152735614,0.057464209,5.3873674,6.6464984,15.2735614,5.7464209
7/1/2021 17:30,0.053345465,0.070585504,0.150101844,0.056687682,5.3345465,7.0585504,15.0101844,5.6687682
7/1/2021 17:45,0.052795248,0.067586045,0.154858333,0.0558788,5.2795248,6.7586045,15.4858333,5.58788
7/1/2021 18:00,0.05224503,0.066086586,0.152114822,0.055069919,5.224503,6.6086586,15.2114822,5.5069919
7/1/2021 18:15,0.051782847,0.066567041,0.149810273,0.054390458,5.1782847,6.6567041,14.9810273,5.4390458
7/1/2021 18:30,0.051320665,0.064047495,0.147505724,0.053710997,5.1320665,6.4047495,14.7505724,5.3710997
7/1/2021 18:45,0.051005207,0.062327805,0.145932778,0.053247238,5.1005207,6.2327805,14.5932778,5.3247238
7/1/2021 19:00,0.050689748,0.060608116,0.144359832,0.052783479,5.0689748,6.0608116,14.4359832,5.2783479
7/1/2021 19:15,0.050344946,0.058728455,0.142640565,0.05227658,5.0344946,5.8728455,14.2640565,5.227658
7/1/2021 19:30,0.050000143,0.056848794,0.140921298,0.051769681,5.0000143,5.6848794,14.0921298,5.1769681
7/1/2021 19:45,0.049670012,0.056549118,0.139275191,0.051284352,4.9670012,5.6549118,13.9275191,5.1284352
7/1/2021 20:00,0.049339881,0.054749443,0.137629085,0.050799022,4.9339881,5.4749443,13.7629085,5.0799022
7/1/2021 20:15,0.04903176,0.063069746,0.136092719,0.050346049,4.903176,6.3069746,13.6092719,5.0346049
7/1/2021 20:30,0.048723638,0.061390049,0.134556353,0.049893075,4.8723638,6.1390049,13.4556353,4.9893075
7/1/2021 20:45,0.048481542,0.060070287,0.133349208,0.049537167,4.8481542,6.0070287,13.3349208,4.9537167
7/1/2021 21:00,0.048239446,0.058750525,0.132142063,0.049181259,4.8239446,5.8750525,13.2142063,4.9181259
7/1/2021 21:15,0.048100058,0.057990662,0.131447041,0.051976342,4.8100058,5.7990662,13.1447041,5.1976342
7/1/2021 21:30,0.04796067,0.057230799,0.130752018,0.051771425,4.796067,5.7230799,13.0752018,5.1771425
7/1/2021 21:45,0.047828617,0.056510929,0.130093575,0.051577294,4.7828617,5.6510929,13.0093575,5.1577294
7/1/2021 22:00,0.047696565,0.055791059,0.129435133,0.051383162,4.7696565,5.5791059,12.9435133,5.1383162
7/1/2021 22:15,0.047571849,0.055111182,0.12881327,0.051199816,4.7571849,5.5111182,12.881327,5.1199816
7/1/2021 22:30,0.047447133,0.054431304,0.128191408,0.051016469,4.7447133,5.4431304,12.8191408,5.1016469
7/1/2021 22:45,0.047293072,0.053591456,0.127423225,0.050789982,4.7293072,5.3591456,12.7423225,5.0789982
7/1/2021 23:00,0.047139011,0.062751607,0.126655042,0.050563495,4.7139011,6.2751607,12.6655042,5.0563495
7/1/2021 23:15,0.047050977,0.062271694,0.12621608,0.050434074,4.7050977,6.2271694,12.621608,5.0434074
7/1/2021 23:30,0.046962942,0.061791781,0.125777118,0.050304653,4.6962942,6.1791781,12.5777118,5.0304653
7/1/2021 23:45,0.046889579,0.061391853,0.125411317,0.050196802,4.6889579,6.1391853,12.5411317,5.0196802
7/2/2021 0:00,0.046816217,0.075991925,0.125045515,0.050088951,4.6816217,7.5991925,12.5045515,5.0088951
7/2/2021 0:15,0.046728182,0.075512011,0.137106553,0.04995953,4.6728182,7.5512011,13.7106553,4.995953
7/2/2021 0:30,0.046640147,0.075032098,0.136667592,0.049830109,4.6640147,7.5032098,13.6667592,4.9830109
7/2/2021 0:45,0.04659613,0.074792141,0.136448111,0.049765398,4.659613,7.4792141,13.6448111,4.9765398
7/2/2021 1:00,0.046552113,0.074552185,0.13622863,0.049700688,4.6552113,7.4552185,13.622863,4.9700688
7/2/2021 1:15,0.046471414,0.074112264,0.135826248,0.049582052,4.6471414,7.4112264,13.5826248,4.9582052
7/2/2021 1:30,0.046390716,0.073672343,0.135423867,0.049463416,4.6390716,7.3672343,13.5423867,4.9463416
7/2/2021 1:45,0.046317353,0.073272415,0.135058065,0.049355565,4.6317353,7.3272415,13.5058065,4.9355565
7/2/2021 2:00,0.046243991,0.072872488,0.134692264,0.049247714,4.6243991,7.2872488,13.4692264,4.9247714
7/2/2021 2:15,0.046177965,0.072512553,0.134363043,0.049150648,4.6177965,7.2512553,13.4363043,4.9150648
7/2/2021 2:30,0.046111939,0.072152617,0.134033821,0.049053582,4.6111939,7.2152617,13.4033821,4.9053582
7/2/2021 2:45,0.046111939,0.072152617,0.134033821,0.049053582,4.6111939,7.2152617,13.4033821,4.9053582
7/2/2021 3:00,0.046111939,0.072152617,0.134033821,0.049053582,4.6111939,7.2152617,13.4033821,4.9053582
7/2/2021 3:15,0.046067921,0.071912661,0.13381434,0.048988872,4.6067921,7.1912661,13.381434,4.8988872
7/2/2021 3:30,0.046023904,0.071672704,0.13359486,0.048924161,4.6023904,7.1672704,13.359486,4.8924161
7/2/2021 3:45,0.046001895,0.071552726,0.133485119,0.048891806,4.6001895,7.1552726,13.3485119,4.8891806
7/2/2021 4:00,0.045979886,0.071432747,0.133375379,0.048859451,4.5979886,7.1432747,13.3375379,4.8859451
7/2/2021 4:15,0.045928533,0.071152798,0.133119318,0.048783955,4.5928533,7.1152798,13.3119318,4.8783955
7/2/2021 4:30,0.045877179,0.070872848,0.132863257,0.048708459,4.5877179,7.0872848,13.2863257,4.8708459
7/2/2021 4:45,0.045847834,0.070712877,0.132716936,0.048665319,4.5847834,7.0712877,13.2716936,4.8665319
7/2/2021 5:00,0.045818489,0.070552906,0.132570616,0.048622179,4.5818489,7.0552906,13.2570616,4.8622179
7/2/2021 5:15,0.045789144,0.070392935,0.144924295,0.048579038,4.5789144,7.0392935,14.4924295,4.8579038
7/2/2021 5:30,0.045759799,0.070232964,0.144777974,0.048535898,4.5759799,7.0232964,14.4777974,4.8535898
7/2/2021 5:45,0.045737791,0.070112985,0.144668234,0.048503543,4.5737791,7.0112985,14.4668234,4.8503543
7/2/2021 6:00,0.045715782,0.069993007,0.144558494,0.048471187,4.5715782,6.9993007,14.4558494,4.8471187
7/2/2021 6:15,0.045686437,0.069833036,0.144412173,0.048428047,4.5686437,6.9833036,14.4412173,4.8428047
7/2/2021 6:30,0.045657092,0.069673065,0.144265852,0.048384907,4.5657092,6.9673065,14.4265852,4.8384907
7/2/2021 6:45,0.045649756,0.069633072,0.144229272,0.048374122,4.5649756,6.9633072,14.4229272,4.8374122
7/2/2021 7:00,0.04564242,0.069593079,0.144192692,0.048363337,4.564242,6.9593079,14.4192692,4.8363337
7/2/2021 7:15,0.045591066,0.06931313,0.143936631,0.048287841,4.5591066,6.931313,14.3936631,4.8287841
7/2/2021 7:30,0.045539712,0.06903318,0.14368057,0.048212345,4.5539712,6.903318,14.368057,4.8212345
7/2/2021 7:45,0.045539712,0.06903318,0.14368057,0.048212345,4.5539712,6.903318,14.368057,4.8212345
7/2/2021 8:00,0.045539712,0.06903318,0.14368057,0.048212345,4.5539712,6.903318,14.368057,4.8212345
7/2/2021 8:15,0.045510367,0.068873209,0.143534249,0.048169205,4.5510367,6.8873209,14.3534249,4.8169205
7/2/2021 8:30,0.045481023,0.068713238,0.143387929,0.048126065,4.5481023,6.8713238,14.3387929,4.8126065
7/2/2021 8:45,0.04546635,0.068633252,0.143314769,0.048104494,4.546635,6.8633252,14.3314769,4.8104494
7/2/2021 9:00,0.045451678,0.068553267,0.143241608,0.048082924,4.5451678,6.8553267,14.3241608,4.8082924
7/2/2021 9:15,0.045437005,0.068473281,0.143168448,0.048061354,4.5437005,6.8473281,14.3168448,4.8061354
7/2/2021 9:30,0.045422333,0.068393296,0.143095288,0.048039784,4.5422333,6.8393296,14.3095288,4.8039784
7/2/2021 9:45,0.045422333,0.068393296,0.143095288,0.048039784,4.5422333,6.8393296,14.3095288,4.8039784
7/2/2021 10:00,0.045422333,0.068393296,0.143095288,0.048039784,4.5422333,6.8393296,14.3095288,4.8039784
7/2/2021 10:15,0.045370979,0.068113346,0.142839227,0.047964288,4.5370979,6.8113346,14.2839227,4.7964288
7/2/2021 10:30,0.045319625,0.067833397,0.142583166,0.047888793,4.5319625,6.7833397,14.2583166,4.7888793
7/2/2021 10:45,0.045260935,0.067513454,0.142290525,0.047802512,4.5260935,6.7513454,14.2290525,4.7802512
7/2/2021 11:00,0.045202246,0.067193512,0.141997883,0.047716231,4.5202246,6.7193512,14.1997883,4.7716231
7/2/2021 11:15,0.045187573,0.067113527,0.141924723,0.047694661,4.5187573,6.7113527,14.1924723,4.7694661
7/2/2021 11:30,0.045172901,0.067033541,0.141851563,0.047673091,4.5172901,6.7033541,14.1851563,4.7673091
7/2/2021 11:45,0.045591066,0.06931313,0.143936631,0.048287841,4.5591066,6.931313,14.3936631,4.8287841
7/2/2021 12:00,0.046009231,0.071592718,0.133521699,0.048902591,4.6009231,7.1592718,13.3521699,4.8902591
7/2/2021 12:15,0.047703901,0.055831052,0.129471713,0.051393947,4.7703901,5.5831052,12.9471713,5.1393947
7/2/2021 12:30,0.049398571,0.055069385,0.137921726,0.050885303,4.9398571,5.5069385,13.7921726,5.0885303
7/2/2021 12:45,0.049890099,0.056248902,0.140372596,0.051607904,4.9890099,5.6248902,14.0372596,5.1607904
7/2/2021 13:00,0.050381627,0.058928419,0.142823465,0.052330505,5.0381627,5.8928419,14.2823465,5.2330505
7/2/2021 13:15,0.049677348,0.056589111,0.139311772,0.051295137,4.9677348,5.6589111,13.9311772,5.1295137
7/2/2021 13:30,0.04897307,0.062749804,0.135800078,0.050259768,4.897307,6.2749804,13.5800078,5.0259768
7/2/2021 13:45,0.048540232,0.060390229,0.133641849,0.049623448,4.8540232,6.0390229,13.3641849,4.9623448
7/2/2021 14:00,0.048107394,0.058030655,0.131483621,0.051987127,4.8107394,5.8030655,13.1483621,5.1987127
7/2/2021 14:15,0.048048704,0.057710713,0.131190979,0.051900846,4.8048704,5.7710713,13.1190979,5.1900846
7/2/2021 14:30,0.047990014,0.057390771,0.130898338,0.051814566,4.7990014,5.7390771,13.0898338,5.1814566
7/2/2021 14:45,0.047990014,0.057390771,0.130898338,0.051814566,4.7990014,5.7390771,13.0898338,5.1814566
7/2/2021 15:00,0.047990014,0.057390771,0.130898338,0.051814566,4.7990014,5.7390771,13.0898338,5.1814566
7/2/2021 15:15,0.048298136,0.059070468,0.132434704,0.04926754,4.8298136,5.9070468,13.2434704,4.926754
7/2/2021 15:30,0.048606258,0.060750165,0.13397107,0.049720513,4.8606258,6.0750165,13.397107,4.9720513
7/2/2021 15:45,0.048452197,0.059910316,0.133202887,0.049494026,4.8452197,5.9910316,13.3202887,4.9494026
7/2/2021 16:00,0.048298136,0.059070468,0.132434704,0.04926754,4.8298136,5.9070468,13.2434704,4.926754
7/2/2021 16:15,0.048063377,0.057790698,0.13126414,0.051922417,4.8063377,5.7790698,13.126414,5.1922417
7/2/2021 16:30,0.047828617,0.056510929,0.130093575,0.051577294,4.7828617,5.6510929,13.0093575,5.1577294
7/2/2021 16:45,0.047623203,0.055391131,0.129069331,0.051275311,4.7623203,5.5391131,12.9069331,5.1275311
7/2/2021 17:00,0.047417788,0.054271333,0.128045087,0.050973329,4.7417788,5.4271333,12.8045087,5.0973329
7/2/2021 17:15,0.047322417,0.053751427,0.127569545,0.050833122,4.7322417,5.3751427,12.7569545,5.0833122
7/2/2021 17:30,0.047227046,0.053231521,0.127094003,0.050692916,4.7227046,5.3231521,12.7094003,5.0692916
7/2/2021 17:45,0.04710233,0.062551644,0.126472141,0.05050957,4.710233,6.2551644,12.6472141,5.050957
7/2/2021 18:00,0.046977614,0.061871766,0.125850278,0.050326223,4.6977614,6.1871766,12.5850278,5.0326223
7/2/2021 18:15,0.046874907,0.061311867,0.125338156,0.050175232,4.6874907,6.1311867,12.5338156,5.0175232
7/2/2021 18:30,0.0467722,0.075751968,0.137326034,0.050024241,4.67722,7.5751968,13.7326034,5.0024241
7/2/2021 18:45,0.046691501,0.075312048,0.136923653,0.049905605,4.6691501,7.5312048,13.6923653,4.9905605
7/2/2021 19:00,0.046610803,0.074872127,0.136521271,0.049786969,4.6610803,7.4872127,13.6521271,4.9786969
7/2/2021 19:15,0.046559449,0.074592177,0.13626521,0.049711473,4.6559449,7.4592177,13.626521,4.9711473
7/2/2021 19:30,0.046508095,0.074312228,0.136009149,0.049635977,4.6508095,7.4312228,13.6009149,4.9635977
7/2/2021 19:45,0.046544776,0.074512192,0.13619205,0.049689903,4.6544776,7.4512192,13.619205,4.9689903
7/2/2021 20:00,0.046581458,0.074712156,0.136374951,0.049743828,4.6581458,7.4712156,13.6374951,4.9743828
7/2/2021 20:15,0.046838226,0.061111903,0.125155256,0.050121306,4.6838226,6.1111903,12.5155256,5.0121306
7/2/2021 20:30,0.047094994,0.062511651,0.126435561,0.050498785,4.7094994,6.2511651,12.6435561,5.0498785
7/2/2021 20:45,0.047117003,0.062631629,0.126545301,0.05053114,4.7117003,6.2631629,12.6545301,5.053114
7/2/2021 21:00,0.047139011,0.062751607,0.126655042,0.050563495,4.7139011,6.2751607,12.6655042,5.0563495
7/2/2021 21:15,0.047050977,0.062271694,0.12621608,0.050434074,4.7050977,6.2271694,12.621608,5.0434074
7/2/2021 21:30,0.046962942,0.061791781,0.125777118,0.050304653,4.6962942,6.1791781,12.5777118,5.0304653
7/2/2021 21:45,0.046882243,0.06135186,0.125374737,0.050186017,4.6882243,6.135186,12.5374737,5.0186017
7/2/2021 22:00,0.046801545,0.075911939,0.137472355,0.050067381,4.6801545,7.5911939,13.7472355,5.0067381
7/2/2021 22:15,0.0467722,0.075751968,0.137326034,0.050024241,4.67722,7.5751968,13.7326034,5.0024241
7/2/2021 22:30,0.046742855,0.075591997,0.137179714,0.0499811,4.6742855,7.5591997,13.7179714,4.99811
7/2/2021 22:45,0.046808881,0.075951932,0.125008935,0.050078166,4.6808881,7.5951932,12.5008935,5.0078166
7/2/2021 23:00,0.046874907,0.061311867,0.125338156,0.050175232,4.6874907,6.1311867,12.5338156,5.0175232
7/2/2021 23:15,0.046874907,0.061311867,0.125338156,0.050175232,4.6874907,6.1311867,12.5338156,5.0175232
7/2/2021 23:30,0.046874907,0.061311867,0.125338156,0.050175232,4.6874907,6.1311867,12.5338156,5.0175232
7/2/2021 23:45,0.046860234,0.061231882,0.125264996,0.050153662,4.6860234,6.1231882,12.5264996,5.0153662
7/3/2021 0:00,0.046845562,0.061151896,0.125191836,0.050132091,4.6845562,6.1151896,12.5191836,5.0132091
7/3/2021 0:15,0.046808881,0.075951932,0.125008935,0.050078166,4.6808881,7.5951932,12.5008935,5.0078166
7/3/2021 0:30,0.0467722,0.075751968,0.137326034,0.050024241,4.67722,7.5751968,13.7326034,5.0024241
7/3/2021 0:45,0.046720846,0.075472019,0.137069973,0.049948745,4.6720846,7.5472019,13.7069973,4.9948745
7/3/2021 1:00,0.046669492,0.075192069,0.136813912,0.049873249,4.6669492,7.5192069,13.6813912,4.9873249
7/3/2021 1:15,0.046610803,0.074872127,0.136521271,0.049786969,4.6610803,7.4872127,13.6521271,4.9786969
7/3/2021 1:30,0.046552113,0.074552185,0.13622863,0.049700688,4.6552113,7.4552185,13.622863,4.9700688
7/3/2021 1:45,0.046500759,0.074272235,0.135972569,0.049625192,4.6500759,7.4272235,13.5972569,4.9625192
7/3/2021 2:00,0.046449405,0.073992286,0.135716508,0.049549697,4.6449405,7.3992286,13.5716508,4.9549697
7/3/2021 2:15,0.046383379,0.073632351,0.135387287,0.049452631,4.6383379,7.3632351,13.5387287,4.9452631
7/3/2021 2:30,0.046317353,0.073272415,0.135058065,0.049355565,4.6317353,7.3272415,13.5058065,4.9355565
7/3/2021 2:45,0.046317353,0.073272415,0.135058065,0.049355565,4.6317353,7.3272415,13.5058065,4.9355565
7/3/2021 3:00,0.046317353,0.073272415,0.135058065,0.049355565,4.6317353,7.3272415,13.5058065,4.9355565
7/3/2021 3:15,0.046317353,0.073272415,0.135058065,0.049355565,4.6317353,7.3272415,13.5058065,4.9355565
7/3/2021 3:30,0.046317353,0.073272415,0.135058065,0.049355565,4.6317353,7.3272415,13.5058065,4.9355565
7/3/2021 3:45,0.046251327,0.07291248,0.134728844,0.049258499,4.6251327,7.291248,13.4728844,4.9258499
7/3/2021 4:00,0.046185301,0.072552545,0.134399623,0.049161433,4.6185301,7.2552545,13.4399623,4.9161433
7/3/2021 4:15,0.046199973,0.072632531,0.134472783,0.049183003,4.6199973,7.2632531,13.4472783,4.9183003
7/3/2021 4:30,0.046214646,0.072712516,0.134545943,0.049204574,4.6214646,7.2712516,13.4545943,4.9204574
7/3/2021 4:45,0.046185301,0.072552545,0.134399623,0.049161433,4.6185301,7.2552545,13.4399623,4.9161433
7/3/2021 5:00,0.046155956,0.072392574,0.134253302,0.049118293,4.6155956,7.2392574,13.4253302,4.9118293
7/3/2021 5:15,0.046075257,0.071952654,0.133850921,0.048999657,4.6075257,7.1952654,13.3850921,4.8999657
7/3/2021 5:30,0.045994559,0.071512733,0.133448539,0.048881021,4.5994559,7.1512733,13.3448539,4.8881021
7/3/2021 5:45,0.045987223,0.07147274,0.133411959,0.048870236,4.5987223,7.147274,13.3411959,4.8870236
7/3/2021 6:00,0.045979886,0.071432747,0.133375379,0.048859451,4.5979886,7.1432747,13.3375379,4.8859451
7/3/2021 6:15,0.045979886,0.071432747,0.133375379,0.048859451,4.5979886,7.1432747,13.3375379,4.8859451
7/3/2021 6:30,0.045979886,0.071432747,0.133375379,0.048859451,4.5979886,7.1432747,13.3375379,4.8859451
7/3/2021 6:45,0.045950541,0.071272776,0.133229058,0.04881631,4.5950541,7.1272776,13.3229058,4.881631
7/3/2021 7:00,0.045921197,0.071112805,0.133082738,0.04877317,4.5921197,7.1112805,13.3082738,4.877317
7/3/2021 7:15,0.045906524,0.071032819,0.133009577,0.0487516,4.5906524,7.1032819,13.3009577,4.87516
7/3/2021 7:30,0.045891852,0.070952834,0.132936417,0.04873003,4.5891852,7.0952834,13.2936417,4.873003
7/3/2021 7:45,0.045818489,0.070552906,0.132570616,0.048622179,4.5818489,7.0552906,13.2570616,4.8622179
7/3/2021 8:00,0.045745127,0.070152978,0.144704814,0.048514328,4.5745127,7.0152978,14.4704814,4.8514328
7/3/2021 8:15,0.045781808,0.070352942,0.144887715,0.048568253,4.5781808,7.0352942,14.4887715,4.8568253
7/3/2021 8:30,0.045818489,0.070552906,0.132570616,0.048622179,4.5818489,7.0552906,13.2570616,4.8622179
7/3/2021 8:45,0.045818489,0.070552906,0.132570616,0.048622179,4.5818489,7.0552906,13.2570616,4.8622179
7/3/2021 9:00,0.045818489,0.070552906,0.132570616,0.048622179,4.5818489,7.0552906,13.2570616,4.8622179
7/3/2021 9:15,0.045767136,0.070272957,0.144814555,0.048546683,4.5767136,7.0272957,14.4814555,4.8546683
7/3/2021 9:30,0.045715782,0.069993007,0.144558494,0.048471187,4.5715782,6.9993007,14.4558494,4.8471187
7/3/2021 9:45,0.045679101,0.069793043,0.144375593,0.048417262,4.5679101,6.9793043,14.4375593,4.8417262
7/3/2021 10:00,0.04564242,0.069593079,0.144192692,0.048363337,4.564242,6.9593079,14.4192692,4.8363337
7/3/2021 10:15,0.045598402,0.069353123,0.143973211,0.048298626,4.5598402,6.9353123,14.3973211,4.8298626
7/3/2021 10:30,0.045554385,0.069113166,0.14375373,0.048233915,4.5554385,6.9113166,14.375373,4.8233915
7/3/2021 10:45,0.045517704,0.068913202,0.14357083,0.04817999,4.5517704,6.8913202,14.357083,4.817999
7/3/2021 11:00,0.045481023,0.068713238,0.143387929,0.048126065,4.5481023,6.8713238,14.3387929,4.8126065
