Date (MM/DD/YYYY),Time (HH:mm:ss),fDOM QSU,Turbidity FNU
7/23/2021,12:30:00,199.75,1.49
7/23/2021,12:45:00,199.93,1.91
7/23/2021,13:00:00,204,1.94
7/23/2021,13:15:00,233.64,4.92
7/23/2021,13:30:00,258.78,4.45
7/23/2021,13:45:00,304.05,3.92
7/23/2021,14:00:00,326.38,3.44
7/23/2021,14:15:00,319.51,2.97
7/23/2021,14:30:00,316.27,3
7/23/2021,14:45:00,318.77,4.38
7/23/2021,15:00:00,336.31,10.76
7/23/2021,15:05:00,343.61,15.88
7/23/2021,15:10:00,351.52,25.42
7/23/2021,15:15:00,370.63,28.47
7/23/2021,15:20:00,406.51,28.16
7/23/2021,15:25:00,449.48,26.71
7/23/2021,15:30:00,474.57,26.43
7/23/2021,15:35:00,480.24,30.81
7/23/2021,15:40:00,483.57,29.36
7/23/2021,15:45:00,460.07,42.38
7/23/2021,15:50:00,353.57,99.64
7/23/2021,15:55:00,302.75,138.92
7/23/2021,16:00:00,277.53,169.13
7/23/2021,16:05:00,304.41,164.94
7/23/2021,16:10:00,357.98,137.51
7/23/2021,16:15:00,408.47,112.95
7/23/2021,16:20:00,444.92,96.94
7/23/2021,16:25:00,480.79,84.05
7/23/2021,16:30:00,517.98,71.78
7/23/2021,16:35:00,540.69,64.93
7/23/2021,16:40:00,559.49,59.9
7/23/2021,16:45:00,578.78,55.11
7/23/2021,16:50:00,599.84,50.07
7/23/2021,16:55:00,619.71,45.18
7/23/2021,17:00:00,638.47,40.9
7/23/2021,17:05:00,654.97,37.3
7/23/2021,17:10:00,669.26,34.23
7/23/2021,17:15:00,680.64,32.11
7/23/2021,17:20:00,691.44,29.77
7/23/2021,17:25:00,702.52,27.69
7/23/2021,17:30:00,711.84,26.09
7/23/2021,17:35:00,720.02,24.72
7/23/2021,17:40:00,727.41,23.51
7/23/2021,17:45:00,733.13,22.69
7/23/2021,17:50:00,739.09,21.76
7/23/2021,17:55:00,742.07,21.31
7/23/2021,18:00:00,743.15,21.05
7/23/2021,18:05:00,751.63,19.54
7/23/2021,18:10:00,756.02,18.82
7/23/2021,18:15:00,762.36,18.06
7/23/2021,18:20:00,767.96,17.19
7/23/2021,18:25:00,772.05,16.49
7/23/2021,18:30:00,775.14,16.01
7/23/2021,18:35:00,777.2,15.54
7/23/2021,18:40:00,779.1,15.13
7/23/2021,18:45:00,781.4,14.73
7/23/2021,18:50:00,783.07,
7/23/2021,18:55:00,783.26,14.1
7/23/2021,19:00:00,784.92,13.62
7/23/2021,19:05:00,785.47,13.29
7/23/2021,19:10:00,781.03,13.8
7/23/2021,19:15:00,775.03,14.47
7/23/2021,19:20:00,781.46,13.24
7/23/2021,19:25:00,783.08,12.75
7/23/2021,19:30:00,784.92,12.27
7/23/2021,19:35:00,784.79,12
7/23/2021,19:40:00,784.7,11.64
7/23/2021,19:45:00,784.85,11.41
7/23/2021,19:50:00,784.47,11.16
7/23/2021,19:55:00,783.65,10.97
7/23/2021,20:00:00,782.35,10.86
7/23/2021,20:05:00,781.54,10.6
7/23/2021,20:10:00,780.64,10.43
7/23/2021,20:15:00,779.24,10.33
7/23/2021,20:20:00,778.19,10.1
7/23/2021,20:25:00,776.46,10
7/23/2021,20:30:00,774.94,9.89
7/23/2021,20:35:00,773.4,9.77
7/23/2021,20:40:00,771.97,9.64
7/23/2021,20:45:00,770.56,9.46
7/23/2021,20:50:00,768.94,9.3
7/23/2021,20:55:00,767.16,9.18
7/23/2021,21:00:00,765.94,9.09
7/23/2021,21:05:00,764.16,8.98
7/23/2021,21:10:00,762.61,8.84
7/23/2021,21:15:00,760.91,8.71
7/23/2021,21:20:00,759.1,8.62
7/23/2021,21:25:00,757.27,8.53
7/23/2021,21:30:00,755.6,8.48
7/23/2021,21:35:00,754.15,8.37
7/23/2021,21:40:00,751.9,8.29
7/23/2021,21:45:00,749.96,8.22
7/23/2021,21:50:00,747.94,8.12
7/23/2021,21:55:00,746.27,8.06
7/23/2021,22:00:00,744.23,8
7/23/2021,22:05:00,742.05,7.9
7/23/2021,22:10:00,739.97,7.82
7/23/2021,22:15:00,737.9,7.8
7/23/2021,22:20:00,735.89,7.72
7/23/2021,22:25:00,733.71,7.69
7/23/2021,22:30:00,731.6,7.59
7/23/2021,22:35:00,728.59,7.61
7/23/2021,22:40:00,723.34,7.93
7/23/2021,22:45:00,723.19,7.59
7/23/2021,22:50:00,722,7.43
7/23/2021,22:55:00,720.28,7.33
7/23/2021,23:00:00,718.48,7.23
7/23/2021,23:05:00,716.33,7.16
7/23/2021,23:10:00,714.38,7.1
7/23/2021,23:15:00,712.43,7.09
7/23/2021,23:20:00,710.6,7.05
7/23/2021,23:25:00,708.33,6.96
7/23/2021,23:30:00,706.27,6.94
7/23/2021,23:45:00,699.86,6.8
7/24/2021,0:00:00,693.5,6.68
7/24/2021,0:15:00,687.42,6.58
7/24/2021,0:30:00,681.05,6.51
7/24/2021,0:45:00,675.23,6.4
7/24/2021,1:00:00,669.2,6.3
7/24/2021,1:15:00,662.64,6.32
7/24/2021,1:30:00,657,6.19
7/24/2021,1:45:00,651.14,6.21
7/24/2021,2:00:00,645.87,6.1
7/24/2021,2:15:00,640.14,6.1
7/24/2021,2:30:00,634.65,6.08
7/24/2021,2:45:00,629,6.02
7/24/2021,3:00:00,624.01,6.03
7/24/2021,3:15:00,619.15,5.98
7/24/2021,3:30:00,614.54,6.02
7/24/2021,3:45:00,609.88,5.97
7/24/2021,4:00:00,605.4,6
7/24/2021,4:15:00,601.15,5.95
7/24/2021,4:30:00,597.05,5.95
7/24/2021,4:45:00,593.25,5.94
7/24/2021,5:00:00,589.13,5.96
7/24/2021,5:15:00,585.38,5.93
7/24/2021,5:30:00,581.6,5.92
7/24/2021,5:45:00,577.79,5.88
7/24/2021,6:00:00,573.95,5.9
7/24/2021,6:15:00,570.51,5.93
7/24/2021,6:30:00,567.65,5.92
7/24/2021,6:45:00,565.27,5.9
7/24/2021,7:00:00,562.87,5.83
7/24/2021,7:15:00,560.42,5.81
7/24/2021,7:30:00,557.82,5.76
7/24/2021,7:45:00,554.99,5.74
7/24/2021,8:00:00,551.92,5.75
7/24/2021,8:15:00,548.67,5.69
7/24/2021,8:30:00,545.04,5.68
7/24/2021,8:45:00,542.03,5.65
7/24/2021,9:00:00,537.96,5.61
7/24/2021,9:15:00,534.47,5.59
7/24/2021,9:30:00,530.08,5.63
7/24/2021,9:45:00,525.12,5.61
7/24/2021,10:00:00,522.11,5.59
7/24/2021,10:15:00,518.3,5.59
7/24/2021,10:30:00,513.43,5.57
7/24/2021,10:45:00,509.76,5.52
7/24/2021,11:00:00,508.33,5.5
7/24/2021,11:15:00,506.01,5.46
7/24/2021,11:30:00,504.65,5.41
7/24/2021,11:45:00,502.73,5.35
7/24/2021,12:00:00,499.14,5.34
7/24/2021,12:15:00,495.36,5.37
7/24/2021,12:30:00,493.34,5.32
7/24/2021,12:45:00,484.78,5.33
7/24/2021,13:00:00,479,5.33
7/24/2021,13:15:00,476.57,5.34
7/24/2021,13:30:00,474.81,5.32
7/24/2021,13:45:00,473.56,5.48
7/24/2021,14:00:00,472.56,5.38
7/24/2021,14:15:00,470.75,5.41
7/24/2021,14:30:00,470.36,5.36
7/24/2021,14:45:00,469.47,5.36
7/24/2021,15:00:00,468.51,5.29
7/24/2021,15:15:00,466.45,5.26
7/24/2021,15:30:00,464.12,5.25
7/24/2021,16:00:00,400.71,4.53
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
