Calibration_Time,cal_timestamp,cal_stress,match_timestamp,match_stress,time_diff,minute,rms,maa,peak,mean_envelope,std_envelope,p90_envelope,recording,tau
2023-09-20 15:28:00,2023-09-20 15:28:00,0.5683322565730313,2022-04-30 12:00:00,0.567774069,508 days 03:28:00,,,,,,,,,
2023-09-20 15:29:00,2023-09-20 15:29:00,0.5283969379576393,2022-05-04 05:15:00,0.528867894,504 days 10:14:00,,,,,,,,,
2023-09-20 15:30:00,2023-09-20 15:30:00,0.5667711234162298,2022-04-30 12:00:00,0.567774069,508 days 03:30:00,,,,,,,,,
2023-09-21 10:40:00,2023-09-21 10:40:00,0.5592529246095596,2022-04-30 04:00:00,0.560141738,509 days 06:40:00,14.0,3.200231456628646e-05,1.9515627927160896e-05,0.0007453652820206531,3.067666288935345e-05,3.327519498442229e-05,6.05125252374507e-05,flood4,0.5592529246095596
2023-09-21 10:41:00,2023-09-21 10:41:00,0.5249321709605024,2022-05-04 05:30:00,0.524863387,505 days 05:11:00,15.0,3.199331378081009e-05,1.9433154128694144e-05,0.0006351808490262957,3.0555889543377124e-05,3.3368872948247016e-05,6.011403575226388e-05,flood4,0.5249321709605024
2023-09-21 10:42:00,2023-09-21 10:42:00,0.566392890326803,2022-04-30 04:30:00,0.565398052,509 days 06:12:00,16.0,3.475060292977061e-05,2.12956610103229e-05,0.0007345628866290495,3.345684134780676e-05,3.599789576872907e-05,6.476464656554499e-05,flood4,0.566392890326803
2023-09-21 10:43:00,2023-09-21 10:43:00,0.55313073676003,2022-05-02 15:15:00,0.552372199,506 days 19:28:00,17.0,3.7878081407410176e-05,2.365896465608515e-05,0.0007907353426653886,3.7165488316377115e-05,3.8577512940155845e-05,7.349773005265897e-05,flood4,0.55313073676003
2023-09-21 10:44:00,2023-09-21 10:44:00,0.5490219821637602,2022-04-30 02:30:00,0.549385551,509 days 08:14:00,18.0,3.967315949300642e-05,2.432806649635474e-05,0.0014345581080049672,3.822929623076596e-05,4.106628764067431e-05,7.602924956247413e-05,flood4,0.5490219821637602
2023-09-21 10:45:00,2023-09-21 10:45:00,0.5151880811172947,2022-05-04 04:00:00,0.515588757,505 days 06:45:00,19.0,3.4336616905541304e-05,2.1325088760308443e-05,0.0007129580958458422,3.35217667986958e-05,3.51325719867346e-05,6.681399371885296e-05,flood4,0.5151880811172947
2023-09-21 10:46:00,2023-09-21 10:46:00,0.5085881605324211,2022-05-05 04:00:00,0.509473188,504 days 06:46:00,0.0,3.26609634665747e-05,2.056725622392389e-05,0.0006589461188878238,3.233171366168189e-05,3.2986926226823516e-05,6.4020704572793e-05,flood44,0.5085881605324211
2023-09-21 10:47:00,2023-09-21 10:47:00,0.4663893438078892,2022-05-05 07:30:00,0.465948283,504 days 03:17:00,1.0,2.9147625215514005e-05,1.7486405709670234e-05,0.0005228359369536176,2.750494939460477e-05,3.070253657329526e-05,5.5067477439803404e-05,flood44,0.4663893438078892
2023-09-21 10:48:00,2023-09-21 10:48:00,0.4635792503294187,2022-05-02 07:00:00,0.463311499,507 days 03:48:00,2.0,3.419589627235787e-05,1.9617822016897332e-05,0.0009851784597142547,3.0847947931295556e-05,3.724409534588777e-05,6.05717091006523e-05,flood44,0.4635792503294187
2023-09-21 10:49:00,2023-09-21 10:49:00,0.4799496602072171,2022-05-05 13:00:00,0.480031556,503 days 21:49:00,3.0,3.06901226502682e-05,1.856974307862015e-05,0.000771291030960502,2.9200566879848274e-05,3.2110653840990094e-05,5.6815089109677107e-05,flood44,0.4799496602072171
2023-09-21 10:50:00,2023-09-21 10:50:00,0.4793918530573128,2022-05-05 13:00:00,0.480031556,503 days 21:50:00,4.0,2.6396715786245755e-05,1.6218660918437752e-05,0.0006913533050626348,2.5510539990300716e-05,2.7254091881765644e-05,4.96905480032913e-05,flood44,0.4793918530573128
2023-09-21 11:10:00,2023-09-21 11:10:00,0.4830206129098057,2022-05-05 13:15:00,0.483118689,503 days 21:55:00,,,,,,,,,
2023-09-21 11:11:00,2023-09-21 11:11:00,0.4786476842240024,2022-05-03 14:00:00,0.478785855,505 days 21:11:00,,,,,,,,,
2023-09-21 11:12:00,2023-09-21 11:12:00,0.4624143410744147,2022-05-04 11:30:00,0.462185691,504 days 23:42:00,,,,,,,,,
2023-09-21 11:13:00,2023-09-21 11:13:00,0.4631966162867219,2022-05-03 11:15:00,0.462436814,505 days 23:58:00,,,,,,,,,
2023-09-21 11:14:00,2023-09-21 11:14:00,0.4994477189683866,2022-05-04 12:45:00,0.499156802,504 days 22:29:00,,,,,,,,,
2023-09-21 11:15:00,2023-09-21 11:15:00,0.5122523767965784,2022-05-04 13:30:00,0.511989866,504 days 21:45:00,,,,,,,,,
2023-09-21 11:16:00,2023-09-21 11:16:00,0.543686128771013,2022-05-05 05:15:00,0.544181851,504 days 06:01:00,,,,,,,,,
2023-09-21 11:17:00,2023-09-21 11:17:00,0.5195055219726309,2022-05-05 04:15:00,0.519638264,504 days 07:02:00,,,,,,,,,
2023-09-21 11:18:00,2023-09-21 11:18:00,0.5104997397095936,2022-05-04 06:00:00,0.51048112,505 days 05:18:00,,,,,,,,,
2023-09-21 11:19:00,2023-09-21 11:19:00,0.5003366288078004,2022-05-04 14:15:00,0.501112174,504 days 21:04:00,,,,,,,,,
2023-09-21 11:20:00,2023-09-21 11:20:00,0.5512506748765098,2022-05-01 15:15:00,0.550979296,507 days 20:05:00,,,,,,,,,
