Date (MM/DD/YYYY),Time (HH:mm:ss),Cond uS/cm,Depth m,fDOM QSU,fDOM RFU,nLF Cond uS/cm,ODO % sat,ODO % local,ODO mg/L,Pressure psi a,Sal psu,SpCond uS/cm,TDS mg/L,Turbidity FNU,TSS mg/L,Wiper Position volt,Temp C,Vertical Position m,Battery V,Cable Pwr V
7/6/2023,1:45:00,37.4,-0.995,5.23,1.75,54.7,73.1,88.3,8.44,-1.414,0.02,53.7,35,4.1,0,1.207,9.053,-0.981,6.08,0
7/6/2023,2:00:00,37.2,-0.995,5.25,1.75,54.6,73.1,88.3,8.45,-1.415,0.02,53.6,35,4.09,0,1.209,8.976,-0.982,6.08,0
7/6/2023,2:15:00,37.3,-0.996,5.67,1.89,54.8,73.1,88.3,8.47,-1.416,0.02,53.9,35,4,0,1.212,8.902,-0.982,6.07,0
7/6/2023,2:30:00,37,-0.997,5.1,1.7,54.4,73.1,88.2,8.48,-1.418,0.02,53.5,35,3.96,0,1.21,8.835,-0.984,6.06,0
7/6/2023,2:45:00,36.8,-0.999,4.99,1.67,54.3,73.1,88.3,8.49,-1.421,0.02,53.3,35,3.97,0,1.207,8.777,-0.986,6.05,0
7/6/2023,3:00:00,36.7,-1,4.9,1.64,54.2,73.1,88.3,8.51,-1.423,0.02,53.2,35,3.91,0,1.209,8.724,-0.987,6.05,0
7/6/2023,3:15:00,36.6,-1.001,5.07,1.69,54.1,73.2,88.4,8.52,-1.423,0.02,53.2,35,3.89,0,1.202,8.684,-0.987,6.05,0
7/6/2023,3:30:00,36.5,-1.001,5.09,1.7,54,73.2,88.4,8.53,-1.424,0.02,53.1,35,3.86,0,1.22,8.644,-0.987,6.03,0
7/6/2023,3:45:00,36.4,-1.001,5.08,1.7,54,73.1,88.3,8.54,-1.424,0.02,53.1,34,3.79,0,1.209,8.596,-0.988,6.02,0
7/6/2023,4:00:00,36.4,-1.002,4.96,1.66,53.9,73.2,88.3,8.55,-1.425,0.02,53,34,3.76,0,1.212,8.547,-0.989,6.02,0
7/6/2023,4:15:00,36.3,-1.002,5.01,1.67,53.9,73.3,88.5,8.58,-1.425,0.02,53,34,3.81,0,1.207,8.503,-0.988,6.01,0
7/6/2023,4:30:00,36.2,-1.001,14.87,4.95,53.8,73.4,88.6,8.59,-1.423,0.02,52.9,34,3.75,0,1.207,8.47,-0.987,6,0
7/6/2023,4:45:00,36.2,-0.999,19.54,6.5,53.8,73.4,88.6,8.6,-1.42,0.02,52.9,34,3.73,0,1.212,8.424,-0.985,6,0
7/6/2023,5:00:00,36.1,-0.998,19.2,6.39,53.8,73.4,88.7,8.62,-1.419,0.02,52.9,34,3.71,0,1.204,8.367,-0.984,5.99,0
7/6/2023,5:15:00,36,-0.997,17.03,5.67,53.8,73.5,88.7,8.64,-1.418,0.02,52.9,34,3.64,0,1.214,8.3,-0.983,5.99,0
7/6/2023,5:30:00,35.9,-0.996,10.71,3.57,53.8,73.4,88.7,8.65,-1.416,0.02,52.8,34,3.71,0,1.205,8.229,-0.982,5.98,0
7/6/2023,5:45:00,35.8,-0.996,19.24,6.4,53.7,73.5,88.8,8.68,-1.416,0.02,52.8,34,3.72,0,1.212,8.158,-0.982,5.98,0
7/6/2023,6:00:00,35.7,-0.995,20.08,6.68,53.7,73.5,88.8,8.69,-1.414,0.02,52.8,34,3.68,0,1.212,8.09,-0.981,5.97,0
7/6/2023,6:15:00,35.6,-0.993,20.42,6.8,53.7,73.6,88.9,8.71,-1.413,0.02,52.7,34,3.77,0,1.207,8.029,-0.98,5.96,0
7/6/2023,6:30:00,35.6,-0.993,19.27,6.42,53.6,73.6,88.9,8.72,-1.413,0.02,52.7,34,3.73,0,1.208,7.982,-0.98,5.96,0
7/6/2023,6:45:00,35.5,-0.994,20.19,6.72,53.5,73.6,88.9,8.73,-1.413,0.02,52.6,34,3.73,0,1.202,7.956,-0.98,5.95,0
7/6/2023,7:00:00,35.4,-0.993,20.39,6.79,53.5,73.7,89,8.74,-1.412,0.02,52.6,34,3.7,0,1.207,7.945,-0.979,5.94,0
7/6/2023,7:15:00,35.4,-0.993,20.31,6.76,53.4,73.7,89,8.74,-1.412,0.02,52.5,34,3.66,0,1.205,7.95,-0.979,5.94,0
7/6/2023,7:30:00,35.4,-0.992,15.76,5.25,53.3,73.9,89.2,8.75,-1.411,0.02,52.4,34,3.66,0,1.209,7.968,-0.979,5.93,0
7/6/2023,7:45:00,35.4,-0.992,10.44,3.48,53.3,73.7,89,8.73,-1.411,0.02,52.4,34,3.61,0,1.204,8.013,-0.978,5.93,0
7/6/2023,8:00:00,35.4,-0.992,19.25,6.41,53.3,73.7,89,8.71,-1.41,0.02,52.3,34,3.63,0,1.207,8.082,-0.978,5.92,0
7/6/2023,8:15:00,35.5,-0.991,20.3,6.76,53.2,73.7,89,8.69,-1.41,0.02,52.3,34,3.58,0,1.202,8.173,-0.977,5.92,0
7/6/2023,8:30:00,35.6,-0.989,20.44,6.8,53.2,73.8,89.1,8.68,-1.407,0.02,52.3,34,3.58,0,1.208,8.288,-0.976,5.92,0
7/6/2023,8:45:00,35.7,-0.989,20.41,6.8,53.1,73.7,89,8.64,-1.406,0.02,52.2,34,3.54,0,1.203,8.422,-0.975,5.91,0
7/6/2023,9:00:00,35.9,-0.989,20.27,6.75,53.1,73.6,88.8,8.59,-1.406,0.02,52.2,34,3.59,0,1.207,8.591,-0.975,5.91,0
7/6/2023,9:15:00,36.1,-0.989,20.24,6.74,53.2,73.5,88.8,8.54,-1.406,0.02,52.3,34,3.5,0,1.204,8.793,-0.975,5.91,0
7/6/2023,9:30:00,36.3,-0.99,20.05,6.67,53.1,73.5,88.8,8.49,-1.407,0.02,52.2,34,3.52,0,1.208,9.019,-0.976,5.9,0
7/6/2023,9:45:00,36.4,-0.99,19.92,6.63,52.9,73.6,88.9,8.45,-1.408,0.02,52,34,3.59,0,1.205,9.294,-0.977,5.9,0
7/6/2023,10:00:00,36.6,-0.992,19.88,6.62,52.8,73.7,88.9,8.39,-1.41,0.02,51.9,34,3.59,0,1.207,9.629,-0.978,5.9,0
7/6/2023,10:15:00,36.9,-0.992,19.73,6.57,52.6,73.7,89,8.31,-1.41,0.02,51.7,34,3.64,0,1.205,10.03,-0.978,5.89,0
7/6/2023,10:30:00,37.3,-0.992,19.53,6.5,52.5,73.8,89.1,8.23,-1.41,0.02,51.6,34,3.66,0,1.212,10.504,-0.978,5.89,0
7/6/2023,10:45:00,37.8,-0.99,19.35,6.44,52.5,73.8,89.1,8.13,-1.408,0.02,51.6,34,3.77,0,1.203,11.026,-0.977,5.89,0
7/6/2023,11:00:00,38.3,-0.99,19.17,6.38,52.5,73.8,89.1,8.04,-1.408,0.02,51.6,34,3.85,0,1.218,11.549,-0.977,5.89,0
7/6/2023,11:15:00,38.8,-0.992,18.99,6.32,52.5,73.8,89.1,7.94,-1.41,0.02,51.6,34,3.86,0,1.21,12.062,-0.978,5.89,0
7/6/2023,11:30:00,39.4,-0.993,18.9,6.29,52.5,73.8,89.1,7.85,-1.412,0.02,51.6,34,3.92,0,1.211,12.559,-0.98,5.89,0
7/6/2023,11:45:00,40,-0.992,18.84,6.27,52.7,73.8,89.2,7.77,-1.411,0.02,51.8,34,4.01,0,1.205,13.034,-0.979,5.89,0
7/6/2023,12:00:00,40.4,-0.993,18.77,6.25,52.7,73.9,89.2,7.71,-1.411,0.02,51.9,34,3.98,0,1.215,13.441,-0.979,5.88,0
7/6/2023,12:15:00,40.8,-0.995,18.74,6.24,52.7,73.8,89.1,7.64,-1.415,0.02,51.9,34,3.98,0,1.206,13.793,-0.982,5.88,0
7/6/2023,12:30:00,41.1,-0.997,18.77,6.25,52.7,73.8,89.1,7.58,-1.416,0.02,51.9,34,4.05,0,1.21,14.142,-0.983,5.88,0
7/6/2023,12:45:00,41.4,-0.999,18.8,6.26,52.7,73.8,89.1,7.53,-1.419,0.02,51.9,34,4.08,0,1.21,14.454,-0.985,5.88,0
7/6/2023,13:00:00,41.7,-1,18.72,6.23,52.7,73.8,89.1,7.49,-1.421,0.02,51.9,34,4.14,0,1.207,14.732,-0.986,5.88,0
7/6/2023,13:15:00,42,-1,18.84,6.27,52.7,73.8,89.1,7.44,-1.42,0.02,51.9,34,4.2,0,1.209,14.968,-0.986,5.88,0
7/6/2023,13:30:00,42.2,-1,18.69,6.22,52.8,73.6,88.9,7.39,-1.421,0.02,52,34,6.49,0,1.205,15.186,-0.987,5.88,0
7/6/2023,13:45:00,42.4,-1.001,18.87,6.28,52.8,73.6,88.9,7.37,-1.422,0.02,52,34,5.44,0,1.208,15.341,-0.987,5.88,0
7/6/2023,14:00:00,42.6,-1.001,19.06,6.34,52.9,73.7,89,7.35,-1.422,0.02,52.1,34,4.71,0,1.203,15.46,-0.987,5.88,0
7/6/2023,14:15:00,42.8,-1.001,18.99,6.32,53,73.7,89,7.34,-1.422,0.02,52.2,34,5.94,0,1.219,15.547,-0.987,5.88,0
7/6/2023,14:30:00,42.9,-1.002,19.24,6.41,53,73.7,89,7.34,-1.424,0.02,52.3,34,4.82,0,1.202,15.58,-0.988,5.87,0
7/6/2023,14:45:00,42.9,-1.003,19.43,6.47,53.1,73.6,88.9,7.33,-1.425,0.02,52.3,34,4.51,0,1.213,15.552,-0.989,5.87,0
7/6/2023,15:00:00,42.8,-1.005,19.39,6.45,53.2,73.6,88.8,7.36,-1.427,0.02,52.4,34,6.09,0,1.205,15.365,-0.991,5.87,0
7/6/2023,15:15:00,42.7,-1.006,19.66,6.55,53.3,73.6,88.9,7.39,-1.43,0.02,52.5,34,4.88,0,1.207,15.186,-0.993,5.87,0
7/6/2023,15:30:00,42.7,-1.009,19.74,6.57,53.5,73.6,88.9,7.4,-1.433,0.02,52.7,34,4.7,0,1.22,15.118,-0.995,5.86,0
7/6/2023,15:45:00,42.6,-1.009,19.89,6.62,53.6,73.7,88.9,7.44,-1.433,0.02,52.8,34,4.64,0,1.218,14.918,-0.995,5.86,0
7/6/2023,16:00:00,42.5,-1.009,20.02,6.66,53.7,73.6,88.8,7.45,-1.434,0.02,52.9,34,4.44,0,1.212,14.792,-0.995,5.85,0
7/6/2023,16:15:00,42.4,-1.01,20,6.66,53.8,73.4,88.6,7.47,-1.436,0.02,53,34,4.48,0,1.207,14.561,-0.997,5.86,0
7/6/2023,16:30:00,42.2,-1.012,20.28,6.75,54,73.3,88.6,7.53,-1.438,0.02,53.1,35,4.35,0,1.202,14.188,-0.998,5.85,0
7/6/2023,16:45:00,42,-1.013,20.38,6.78,54.1,73.4,88.6,7.57,-1.44,0.02,53.2,35,4.31,0,1.212,13.931,-1,5.85,0
7/6/2023,17:00:00,41.8,-1.014,20.55,6.84,54.2,73.2,88.4,7.59,-1.441,0.02,53.3,35,4.3,0,1.212,13.753,-1,5.84,0
7/6/2023,17:15:00,41.6,-1.013,20.65,6.87,54.3,73.4,88.6,7.66,-1.44,0.02,53.4,35,4.36,0,1.207,13.429,-1,5.84,0
7/6/2023,17:30:00,41.6,-1.015,20.94,6.97,54.7,73.4,88.6,7.71,-1.442,0.02,53.8,35,4.67,0,1.208,13.116,-1.001,5.83,0
7/6/2023,17:45:00,41.4,-1.015,21.03,7,54.9,73.4,88.6,7.76,-1.443,0.02,54,35,4.9,0,1.205,12.84,-1.001,5.83,0
7/6/2023,18:00:00,41.4,-1.017,21.25,7.07,55.1,73.4,88.6,7.8,-1.446,0.02,54.2,35,4.62,0,1.209,12.627,-1.003,5.83,0
7/6/2023,18:15:00,41.4,-1.018,21.29,7.09,55.5,73.5,88.8,7.85,-1.447,0.02,54.5,35,4.5,0,1.204,12.425,-1.004,5.82,0
7/6/2023,18:30:00,41.3,-1.019,21.32,7.1,55.5,73.5,88.8,7.88,-1.448,0.02,54.6,35,4.49,0,1.208,12.267,-1.005,5.82,0
7/6/2023,18:45:00,41.2,-1.019,21.42,7.13,55.6,73.5,88.8,7.9,-1.449,0.02,54.6,35,4.48,0,1.202,12.125,-1.006,5.82,0
7/6/2023,19:00:00,40.9,-1.019,21.31,7.09,55.5,73.4,88.6,7.92,-1.449,0.02,54.5,35,5.25,0,1.208,11.938,-1.006,5.81,0
7/6/2023,19:15:00,40.6,-1.019,21.42,7.13,55.3,73.3,88.5,7.94,-1.449,0.02,54.3,35,4.6,0,1.201,11.742,-1.006,5.81,0
7/6/2023,19:30:00,40.3,-1.018,21.5,7.16,55.1,73.2,88.4,7.97,-1.448,0.02,54.2,35,4.42,0,1.212,11.58,-1.005,5.8,0
7/6/2023,19:45:00,41.1,-1.018,26.71,8.89,56.5,73.1,88.3,7.98,-1.447,0.03,55.5,36,4.4,0,1.201,11.445,-1.004,5.8,0
7/6/2023,20:00:00,40.7,-1.017,22.74,7.57,56,73.2,88.4,8.01,-1.446,0.03,55.1,36,4.53,0,1.204,11.314,-1.004,5.79,0
7/6/2023,20:15:00,40.1,-1.017,21.8,7.26,55.5,73.2,88.4,8.04,-1.446,0.02,54.5,35,4.56,0,1.211,11.176,-1.004,5.79,0
7/6/2023,20:30:00,39.8,-1.017,21.62,7.19,55.2,73.2,88.4,8.06,-1.446,0.02,54.3,35,4.46,0,1.204,11.036,-1.004,5.79,0
7/6/2023,20:45:00,39.6,-1.018,21.54,7.17,55.1,73.2,88.4,8.09,-1.447,0.02,54.2,35,4.33,0,1.218,10.907,-1.004,5.78,0
7/6/2023,21:00:00,39.4,-1.017,21.45,7.14,55.1,73.3,88.5,8.12,-1.446,0.02,54.1,35,4.52,0,1.208,10.788,-1.004,5.77,0
7/6/2023,21:15:00,39.3,-1.017,21.4,7.12,55,73.3,88.5,8.14,-1.445,0.02,54.1,35,4.51,0,1.208,10.671,-1.003,5.77,0
7/6/2023,21:30:00,39.2,-1.017,21.37,7.11,55.1,73.3,88.5,8.17,-1.446,0.02,54.1,35,4.51,0,1.205,10.557,-1.003,5.76,0
7/6/2023,21:45:00,39.1,-1.016,21.31,7.09,55.1,73.3,88.5,8.19,-1.445,0.02,54.1,35,4.63,0,1.21,10.448,-1.003,5.76,0
7/6/2023,22:00:00,38.9,-1.016,21.26,7.08,55,73.4,88.6,8.21,-1.444,0.02,54,35,4.85,0,1.203,10.351,-1.002,5.75,0
7/6/2023,22:15:00,38.8,-1.015,21.2,7.06,55,73.4,88.6,8.23,-1.443,0.02,54,35,4.56,0,1.208,10.26,-1.002,5.75,0
7/6/2023,22:30:00,39,-1.015,21.26,7.08,55.4,73.4,88.6,8.25,-1.443,0.02,54.4,35,4.52,0,1.205,10.181,-1.001,5.74,0
7/6/2023,22:45:00,38.9,-1.015,21.23,7.07,55.3,73.3,88.5,8.25,-1.443,0.02,54.4,35,4.46,0,1.209,10.12,-1.002,5.74,0
7/6/2023,23:00:00,38.7,-1.015,21.16,7.04,55.2,73.4,88.6,8.27,-1.444,0.02,54.2,35,4.49,0,1.204,10.063,-1.002,5.73,0
7/6/2023,23:15:00,38.6,-1.015,21.12,7.03,55,73.4,88.6,8.28,-1.444,0.02,54.1,35,4.48,0,1.208,10.009,-1.002,5.73,0
7/6/2023,23:30:00,38.5,-1.016,21.07,7.01,54.9,73.4,88.7,8.3,-1.445,0.02,54,35,4.46,0,1.204,9.951,-1.002,5.73,0
7/6/2023,23:45:00,38.4,-1.016,21.02,7,54.9,73.4,88.6,8.3,-1.445,0.02,53.9,35,4.42,0,1.208,9.898,-1.003,5.72,0
7/7/2023,0:00:00,38.3,-1.017,20.98,6.98,54.8,73.4,88.7,8.32,-1.446,0.02,53.9,35,4.35,0,1.204,9.851,-1.003,5.72,0
7/7/2023,0:15:00,38.2,-1.017,20.95,6.97,54.8,73.4,88.7,8.33,-1.447,0.02,53.8,35,4.29,0,1.208,9.801,-1.004,5.72,0
7/7/2023,0:30:00,38.1,-1.018,20.93,6.97,54.8,73.4,88.7,8.34,-1.447,0.02,53.8,35,4.25,0,1.202,9.755,-1.004,5.71,0
7/7/2023,0:45:00,38.1,-1.018,20.9,6.96,54.8,73.5,88.7,8.35,-1.447,0.02,53.8,35,4.29,0,1.217,9.706,-1.004,5.71,0
7/7/2023,1:00:00,38,-1.018,20.89,6.95,54.7,73.4,88.6,8.35,-1.448,0.02,53.8,35,4.26,0,1.21,9.664,-1.005,5.7,0
7/7/2023,1:15:00,37.9,-1.018,20.8,6.93,54.7,73.4,88.7,8.37,-1.448,0.02,53.7,35,4.26,0,1.21,9.615,-1.005,5.7,0
7/7/2023,1:30:00,37.8,-1.018,20.76,6.91,54.6,73.5,88.7,8.38,-1.448,0.02,53.6,35,4.37,0,1.206,9.559,-1.005,5.7,0
7/7/2023,1:45:00,37.9,-1.018,21.22,7.06,54.8,73.4,88.7,8.39,-1.448,0.02,53.8,35,4.4,0,1.208,9.509,-1.005,5.69,0
7/7/2023,2:00:00,37.9,-1.019,20.93,6.97,54.8,73.4,88.7,8.4,-1.448,0.02,53.8,35,4.31,0,1.203,9.45,-1.005,5.69,0
7/7/2023,2:15:00,37.6,-1.018,20.74,6.9,54.6,73.5,88.7,8.41,-1.448,0.02,53.6,35,4.18,0,1.208,9.381,-1.005,5.68,0
7/7/2023,2:30:00,37.5,-1.018,20.66,6.88,54.4,73.4,88.7,8.42,-1.447,0.02,53.5,35,4.12,0,1.202,9.328,-1.004,5.68,0
7/7/2023,2:45:00,37.4,-1.018,20.66,6.88,54.4,73.4,88.7,8.43,-1.447,0.02,53.4,35,4.03,0,1.22,9.264,-1.004,5.68,0
7/7/2023,3:00:00,37.3,-1.017,20.65,6.87,54.3,73.5,88.7,8.45,-1.447,0.02,53.4,35,4,0,1.202,9.198,-1.004,5.67,0
7/7/2023,3:15:00,37.2,-1.017,20.63,6.87,54.3,73.5,88.7,8.46,-1.446,0.02,53.3,35,3.97,0,1.214,9.139,-1.003,5.67,0
7/7/2023,3:30:00,37.1,-1.017,20.59,6.85,54.3,73.5,88.7,8.48,-1.447,0.02,53.3,35,3.92,0,1.203,9.074,-1.004,5.66,0
7/7/2023,3:45:00,37,-1.019,20.57,6.85,54.2,73.5,88.7,8.49,-1.448,0.02,53.3,35,3.9,0,1.206,9.013,-1.005,5.66,0
7/7/2023,4:00:00,36.9,-1.019,20.57,6.85,54.2,73.5,88.7,8.5,-1.449,0.02,53.2,35,3.85,0,1.211,8.976,-1.006,5.65,0
7/7/2023,4:15:00,36.9,-1.019,20.55,6.84,54.1,73.5,88.7,8.5,-1.45,0.02,53.2,35,3.88,0,1.203,8.944,-1.006,5.65,0
7/7/2023,4:30:00,36.8,-1.02,20.56,6.84,54.1,73.5,88.7,8.51,-1.451,0.02,53.1,35,3.92,0,1.218,8.927,-1.007,5.65,0
7/7/2023,4:45:00,36.8,-1.021,20.52,6.83,54,73.5,88.7,8.51,-1.452,0.02,53.1,35,4,0,1.203,8.914,-1.008,5.65,0
7/7/2023,5:00:00,36.7,-1.022,20.37,6.78,54,73.5,88.7,8.51,-1.453,0.02,53.1,34,3.96,0,1.21,8.897,-1.008,5.65,0
7/7/2023,5:15:00,36.7,-1.021,20.4,6.79,54,73.5,88.8,8.52,-1.452,0.02,53,34,3.81,0,1.209,8.882,-1.008,5.65,0
7/7/2023,5:30:00,36.7,-1.022,20.39,6.79,54,73.5,88.8,8.52,-1.453,0.02,53,34,3.81,0,1.207,8.873,-1.008,5.65,0
7/7/2023,5:45:00,36.7,-1.022,20.36,6.78,53.9,73.5,88.7,8.52,-1.453,0.02,53,34,3.86,0,1.21,8.856,-1.008,5.65,0
7/7/2023,6:00:00,36.6,-1.021,20.48,6.82,53.9,73.5,88.7,8.53,-1.451,0.02,53,34,3.89,0,1.202,8.839,-1.007,5.65,0
7/7/2023,6:15:00,36.8,-1.02,21.14,7.04,54.3,73.6,88.8,8.54,-1.45,0.02,53.3,35,4.13,0,1.209,8.819,-1.006,5.65,0
7/7/2023,6:30:00,36.7,-1.02,20.74,6.9,54.1,73.6,88.8,8.54,-1.45,0.02,53.1,35,4.25,0,1.201,8.813,-1.006,5.65,0
7/7/2023,6:45:00,36.6,-1.019,20.61,6.86,53.9,73.6,88.9,8.55,-1.448,0.02,52.9,34,4.03,0,1.201,8.823,-1.005,5.65,0
7/7/2023,7:00:00,36.7,-1.017,20.74,6.9,54,73.6,88.9,8.55,-1.447,0.02,53,34,4.16,0,1.204,8.84,-1.004,5.63,0
7/7/2023,7:15:00,36.7,-1.017,20.84,6.94,54,73.7,89,8.55,-1.447,0.02,53,34,4.21,0,1.212,8.859,-1.004,5.64,0
7/7/2023,7:30:00,36.5,-1.017,20.67,6.88,53.7,73.7,89,8.54,-1.446,0.02,52.8,34,4.13,0,1.202,8.886,-1.004,5.62,0
7/7/2023,7:45:00,36.6,-1.016,20.74,6.9,53.7,73.7,89,8.54,-1.444,0.02,52.8,34,4.19,0,1.218,8.927,-1.002,5.61,0
7/7/2023,8:00:00,36.7,-1.016,20.72,6.9,53.8,73.7,89,8.52,-1.444,0.02,52.8,34,4.06,0,1.201,8.984,-1.002,5.62,0
7/7/2023,8:15:00,36.7,-1.015,20.65,6.87,53.7,73.9,89.2,8.53,-1.443,0.02,52.7,34,4.02,0,1.203,9.058,-1.002,5.61,0
7/7/2023,8:30:00,36.7,-1.014,20.56,6.84,53.5,74,89.3,8.52,-1.442,0.02,52.6,34,3.96,0,1.21,9.16,-1.001,5.61,0
7/7/2023,8:45:00,36.7,-1.015,20.49,6.82,53.4,73.9,89.3,8.49,-1.443,0.02,52.5,34,3.91,0,1.209,9.273,-1.001,5.6,0
7/7/2023,9:00:00,36.8,-1.016,20.4,6.79,53.3,73.9,89.2,8.46,-1.444,0.02,52.4,34,3.95,0,1.21,9.419,-1.002,5.61,0
7/7/2023,9:15:00,36.9,-1.016,20.33,6.77,53.2,73.9,89.2,8.42,-1.444,0.02,52.3,34,3.88,0,1.206,9.604,-1.002,5.6,0
7/7/2023,9:30:00,37.1,-1.016,20.19,6.72,53.1,73.9,89.3,8.38,-1.445,0.02,52.2,34,3.87,0,1.211,9.822,-1.002,5.6,0
7/7/2023,9:45:00,37.2,-1.016,19.8,6.59,53,73.9,89.2,8.33,-1.444,0.02,52.1,34,3.76,0,1.203,10.08,-1.002,5.6,0
7/7/2023,10:00:00,37.5,-1.016,19.85,6.61,52.9,74,89.3,8.27,-1.445,0.02,52,34,3.89,0,1.216,10.396,-1.003,5.6,0
7/7/2023,10:15:00,37.8,-1.016,19.71,6.56,52.8,74.1,89.4,8.21,-1.445,0.02,51.9,34,3.86,0,1.202,10.777,-1.003,5.6,0
7/7/2023,10:30:00,38.2,-1.015,19.53,6.5,52.7,74.1,89.5,8.13,-1.444,0.02,51.8,34,3.91,0,1.217,11.24,-1.002,5.6,0
7/7/2023,10:45:00,38.7,-1.016,19.37,6.45,52.8,74.1,89.5,8.04,-1.445,0.02,51.9,34,3.96,0,1.208,11.749,-1.003,5.59,0
7/7/2023,11:00:00,39.2,-1.015,19.24,6.4,52.8,74.2,89.6,7.95,-1.442,0.02,51.9,34,3.97,0,1.203,12.233,-1.001,5.6,0
7/7/2023,11:15:00,39.7,-1.014,19.14,6.37,52.8,74.2,89.6,7.87,-1.441,0.02,51.9,34,3.96,0,1.214,12.683,-1,5.6,0
7/7/2023,11:30:00,40.2,-1.013,19.01,6.33,52.8,74.2,89.6,7.79,-1.44,0.02,52,34,4.17,0,1.204,13.16,-1,5.6,0
7/7/2023,11:45:00,40.7,-1.012,18.85,6.28,52.8,74.2,89.6,7.71,-1.438,0.02,52,34,4.18,0,1.217,13.637,-0.998,5.6,0
7/7/2023,12:00:00,41.1,-1.013,18.82,6.26,52.8,74.1,89.5,7.63,-1.439,0.02,51.9,34,4.11,0,1.213,14.027,-0.999,5.6,0
