Date_Time,down_turb,up_turb
7/19/2021 11:30,3.16,1.75
7/19/2021 11:45,3.13,1.74
7/19/2021 12:00,3.15,1.76
7/19/2021 12:15,3.16,1.76
7/19/2021 12:30,3.07,1.75
7/19/2021 12:45,3.14,1.77
7/19/2021 13:00,3.18,1.86
7/19/2021 13:15,3.22,1.82
7/19/2021 13:30,3.25,1.8
7/19/2021 13:45,3.27,1.8
7/19/2021 14:00,3.28,1.81
7/19/2021 14:15,3.26,1.84
7/19/2021 14:30,3.28,1.81
7/19/2021 14:45,3.19,1.82
7/19/2021 15:00,3.2,1.79
7/19/2021 15:15,3.24,1.78
7/19/2021 15:30,3.22,1.79
7/19/2021 15:45,3.27,1.8
7/19/2021 16:00,3.2,1.8
7/19/2021 16:15,3.25,1.77
7/19/2021 16:30,3.21,1.76
7/19/2021 16:45,3.18,1.74
7/19/2021 17:00,3.2,1.74
7/19/2021 17:15,3.05,1.72
7/19/2021 17:30,3.08,1.72
7/19/2021 17:45,3.02,1.71
7/19/2021 18:00,3.06,1.7
7/19/2021 18:15,3.01,1.7
7/19/2021 18:30,3.01,1.69
7/19/2021 18:45,2.99,1.69
7/19/2021 19:00,2.99,1.68
7/19/2021 19:15,3.02,1.68
7/19/2021 19:30,3.02,1.65
7/19/2021 19:45,3,1.65
7/19/2021 20:00,2.97,1.65
7/19/2021 20:15,2.96,1.65
7/19/2021 20:30,2.92,1.65
7/19/2021 20:45,2.96,1.67
7/19/2021 21:00,2.94,1.69
7/19/2021 21:15,2.98,1.64
7/19/2021 21:30,2.96,1.63
7/19/2021 21:45,2.97,1.65
7/19/2021 22:00,3.19,1.77
7/19/2021 22:15,3.08,1.72
7/19/2021 22:30,3.01,1.66
7/19/2021 22:45,2.98,1.67
7/19/2021 23:00,2.97,1.65
7/19/2021 23:15,2.95,1.63
7/19/2021 23:30,2.95,1.65
7/19/2021 23:45,2.93,1.64
7/20/2021 0:00,2.98,1.65
7/20/2021 0:15,3,1.64
7/20/2021 0:30,2.97,1.63
7/20/2021 0:45,2.92,1.61
7/20/2021 1:00,2.93,1.61
7/20/2021 1:15,2.96,1.62
7/20/2021 1:30,2.99,1.61
7/20/2021 1:45,2.93,1.59
7/20/2021 2:00,2.92,1.61
7/20/2021 2:15,2.91,1.59
7/20/2021 2:30,2.9,1.59
7/20/2021 2:45,2.88,1.6
7/20/2021 3:00,2.84,1.6
7/20/2021 3:15,2.91,1.59
7/20/2021 3:30,2.9,1.57
7/20/2021 3:45,2.84,1.57
7/20/2021 4:00,2.8,1.55
7/20/2021 4:15,2.83,1.56
7/20/2021 4:30,2.85,1.55
7/20/2021 4:45,2.81,1.55
7/20/2021 5:00,2.84,1.54
7/20/2021 5:15,2.86,1.59
7/20/2021 5:30,2.88,1.59
7/20/2021 5:45,2.9,1.59
7/20/2021 6:00,2.97,1.58
7/20/2021 6:15,2.96,1.6
7/20/2021 6:30,2.92,1.61
7/20/2021 6:45,2.92,1.6
7/20/2021 7:00,2.97,1.58
7/20/2021 7:15,2.93,1.58
7/20/2021 7:30,2.89,1.63
7/20/2021 7:45,2.93,1.69
7/20/2021 8:00,2.97,1.61
7/20/2021 8:15,2.92,1.6
7/20/2021 8:30,2.9,1.58
7/20/2021 8:45,2.92,1.58
7/20/2021 9:00,2.93,1.57
7/20/2021 9:15,2.94,1.57
7/20/2021 9:30,2.91,1.56
7/20/2021 9:45,2.91,1.56
7/20/2021 10:00,2.95,1.56
7/20/2021 10:15,2.91,1.57
7/20/2021 10:30,2.9,1.57
7/20/2021 10:45,2.91,1.55
7/20/2021 11:00,2.96,1.56
7/20/2021 11:15,2.85,1.55
7/20/2021 11:30,2.82,1.53
7/20/2021 11:45,2.74,1.53
7/20/2021 12:00,2.78,1.53
7/20/2021 12:15,2.78,1.53
7/20/2021 12:30,2.73,1.51
7/20/2021 12:45,2.72,1.5
7/20/2021 13:00,2.73,1.51
7/20/2021 13:15,2.71,1.5
7/20/2021 13:30,2.9,1.66
7/20/2021 13:45,3.03,1.87
7/20/2021 14:00,2.85,1.63
7/20/2021 14:15,2.8,1.61
7/20/2021 14:30,2.82,1.61
7/20/2021 14:45,2.83,1.59
7/20/2021 15:00,2.85,1.62
7/20/2021 15:15,2.86,1.6
7/20/2021 15:30,2.85,1.59
7/20/2021 15:45,2.79,1.57
7/20/2021 16:00,2.81,1.56
7/20/2021 16:15,2.71,1.56
7/20/2021 16:30,2.74,1.54
7/20/2021 16:45,2.78,1.54
7/20/2021 17:00,2.8,1.52
7/20/2021 17:15,2.8,1.53
7/20/2021 17:30,2.76,1.52
7/20/2021 17:45,2.77,1.5
7/20/2021 18:00,2.77,1.5
7/20/2021 18:15,2.83,1.5
7/20/2021 18:30,2.81,1.53
7/20/2021 18:45,2.84,1.55
7/20/2021 19:00,2.83,1.56
7/20/2021 19:15,2.84,1.53
7/20/2021 19:30,2.82,1.52
7/20/2021 19:45,2.81,1.54
7/20/2021 20:00,2.82,1.53
7/20/2021 20:15,2.77,1.53
7/20/2021 20:30,2.79,1.52
7/20/2021 20:45,2.83,1.52
7/20/2021 21:00,2.8,1.51
7/20/2021 21:15,2.84,1.52
7/20/2021 21:30,2.89,1.54
7/20/2021 21:45,2.83,1.5
7/20/2021 22:00,2.85,1.49
7/20/2021 22:15,2.86,1.49
7/20/2021 22:30,2.87,1.51
7/20/2021 22:45,2.88,1.51
7/20/2021 23:00,2.88,1.54
7/20/2021 23:15,2.86,1.51
7/20/2021 23:30,2.82,1.51
7/20/2021 23:45,2.81,1.51
7/21/2021 0:00,2.82,1.51
7/21/2021 0:15,2.78,1.51
7/21/2021 0:30,2.81,1.52
7/21/2021 0:45,2.84,1.52
7/21/2021 1:00,2.86,1.49
7/21/2021 1:15,2.86,1.51
7/21/2021 1:30,2.83,1.51
7/21/2021 1:45,2.82,1.49
7/21/2021 2:00,2.84,1.48
7/21/2021 2:15,2.86,1.48
7/21/2021 2:30,2.84,1.49
7/21/2021 2:45,2.88,1.48
7/21/2021 3:00,4.11,1.47
7/21/2021 3:15,2.97,1.47
7/21/2021 3:30,2.82,1.47
7/21/2021 3:45,2.74,1.48
7/21/2021 4:00,2.79,1.47
7/21/2021 4:15,2.73,1.46
7/21/2021 4:30,2.73,1.47
7/21/2021 4:45,2.74,1.47
7/21/2021 5:00,2.76,1.46
7/21/2021 5:15,2.75,1.47
7/21/2021 5:30,2.77,1.47
7/21/2021 5:45,2.8,1.49
7/21/2021 6:00,2.81,1.49
7/21/2021 6:15,2.85,1.52
7/21/2021 6:30,2.81,1.52
7/21/2021 6:45,2.8,1.5
7/21/2021 7:00,2.82,1.51
7/21/2021 7:15,2.83,1.52
7/21/2021 7:30,2.82,1.52
7/21/2021 7:45,2.8,1.52
7/21/2021 8:00,2.79,1.5
7/21/2021 8:15,2.81,1.49
7/21/2021 8:30,2.79,1.48
7/21/2021 8:45,2.79,1.5
7/21/2021 9:00,2.75,1.48
7/21/2021 9:15,2.75,1.49
7/21/2021 9:30,2.78,1.48
7/21/2021 9:45,2.74,1.47
7/21/2021 10:00,2.76,1.49
7/21/2021 10:15,2.8,1.49
7/21/2021 10:30,2.77,1.52
7/21/2021 10:45,2.79,1.54
7/21/2021 11:00,2.82,1.51
7/21/2021 11:15,2.79,1.53
7/21/2021 11:30,2.8,1.51
7/21/2021 11:45,2.76,1.52
7/21/2021 12:00,2.71,1.52
7/21/2021 12:15,2.72,1.65
7/21/2021 12:30,2.75,1.6
7/21/2021 12:45,2.74,1.57
7/21/2021 13:00,2.8,1.56
7/21/2021 13:15,2.8,1.57
7/21/2021 13:30,2.77,1.58
7/21/2021 13:45,2.76,1.56
7/21/2021 14:00,2.74,1.56
7/21/2021 14:15,2.74,1.54
7/21/2021 14:30,2.79,1.55
7/21/2021 14:45,2.76,1.55
7/21/2021 15:00,2.75,1.58
7/21/2021 15:15,2.8,1.56
7/21/2021 15:30,2.8,1.55
7/21/2021 15:45,2.79,1.55
7/21/2021 16:00,2.75,1.54
7/21/2021 16:15,2.79,1.54
7/22/2021 16:00,1.64,1.87
7/22/2021 16:15,1.55,1.59
7/22/2021 16:30,1.51,1.54
7/22/2021 16:45,1.64,1.55
7/22/2021 17:00,1.44,1.79
7/22/2021 17:15,1.52,1.59
7/22/2021 17:30,1.62,1.6
7/22/2021 17:45,1.49,1.55
7/22/2021 18:00,1.44,1.53
7/22/2021 18:15,1.52,1.51
7/22/2021 18:30,1.53,1.51
7/22/2021 18:45,1.69,1.51
7/22/2021 19:00,1.67,1.53
7/22/2021 19:15,1.59,1.6
7/22/2021 19:30,1.76,1.63
7/22/2021 19:45,1.57,1.62
7/22/2021 20:00,1.59,1.61
7/22/2021 20:15,1.57,1.59
7/22/2021 20:30,1.59,1.58
7/22/2021 20:45,1.58,1.58
7/22/2021 21:00,1.65,1.55
7/22/2021 21:15,1.63,1.55
7/22/2021 21:30,1.46,1.54
7/22/2021 21:45,1.46,1.52
7/22/2021 22:00,1.5,1.51
7/22/2021 22:15,1.51,1.5
7/22/2021 22:30,1.47,1.53
7/22/2021 22:45,1.56,1.56
7/22/2021 23:00,1.55,1.53
7/22/2021 23:15,1.57,1.51
7/22/2021 23:30,1.54,1.54
7/22/2021 23:45,1.55,1.52
7/23/2021 0:00,1.47,1.56
7/23/2021 0:15,1.57,1.5
7/23/2021 0:30,1.55,1.52
7/23/2021 0:45,1.51,1.51
7/23/2021 1:00,1.41,1.5
7/23/2021 1:15,1.46,1.5
7/23/2021 1:30,1.5,1.48
7/23/2021 1:45,1.47,1.49
7/23/2021 2:00,1.45,1.48
7/23/2021 2:15,1.59,1.45
7/23/2021 2:30,1.4,1.46
7/23/2021 2:45,1.39,1.48
7/23/2021 3:00,1.44,1.45
7/23/2021 3:15,1.51,1.44
7/23/2021 3:30,1.4,1.45
7/23/2021 3:45,1.44,1.45
7/23/2021 4:00,1.43,1.45
7/23/2021 4:15,1.41,1.44
7/23/2021 4:30,1.49,1.43
7/23/2021 4:45,1.41,1.42
7/23/2021 5:00,1.51,1.45
7/23/2021 5:15,1.37,1.42
7/23/2021 5:30,1.37,1.42
7/23/2021 5:45,1.44,1.44
7/23/2021 6:00,1.41,1.46
7/23/2021 6:15,1.41,1.47
7/23/2021 6:30,1.46,1.46
7/23/2021 6:45,1.62,1.45
7/23/2021 7:00,1.42,1.48
7/23/2021 7:15,1.46,1.48
7/23/2021 7:30,1.44,1.49
7/23/2021 7:45,1.36,1.46
7/23/2021 8:00,1.37,1.44
7/23/2021 8:15,1.33,1.45
7/23/2021 8:30,1.34,1.45
7/23/2021 8:45,1.34,1.44
7/23/2021 9:00,1.43,1.45
7/23/2021 9:15,1.42,1.49
7/23/2021 9:30,1.54,1.46
7/23/2021 9:45,1.43,1.46
7/23/2021 10:00,1.47,1.45
7/23/2021 10:15,1.34,1.44
7/23/2021 10:30,1.44,1.46
7/23/2021 10:45,1.45,1.47
7/23/2021 11:00,1.43,1.49
7/23/2021 11:15,1.46,1.47
7/23/2021 11:30,1.38,1.47
7/23/2021 11:45,1.44,1.48
7/23/2021 12:00,1.36,1.49
7/23/2021 12:15,1.47,1.5
7/23/2021 12:30,1.51,1.49
7/23/2021 12:45,2.53,1.91
7/23/2021 13:00,2.18,1.94
7/23/2021 13:15,7.08,4.92
7/23/2021 14:00,3.46,3.44
7/23/2021 14:15,3.08,2.97
7/23/2021 14:30,2.97,3
7/23/2021 14:45,4.11,4.38
7/23/2021 15:00,12.4,10.76
7/23/2021 17:05,79.439,37.3
7/23/2021 17:10,71.0862,34.23
7/23/2021 17:15,63,32.11
7/23/2021 17:20,54.5019,29.77
7/23/2021 17:25,34.84,27.69
7/23/2021 17:50,44.13,21.76
7/23/2021 18:10,35.09,18.82
7/23/2021 18:20,19.23,17.19
7/23/2021 18:25,27.88,16.49
7/23/2021 18:30,16.47,16.01
7/23/2021 18:35,20.14,15.54
7/23/2021 18:40,25.28,15.13
7/23/2021 18:55,15.39,14.1
7/23/2021 19:00,26.6,13.62
7/23/2021 19:05,15.52,13.29
7/23/2021 19:10,23.17,13.8
7/23/2021 19:20,22.13,13.24
7/23/2021 19:25,18.95,12.75
7/23/2021 19:30,22.69,12.27
7/23/2021 19:35,21.23,12
7/23/2021 19:40,21.62,11.64
7/23/2021 19:45,13.46,11.41
7/23/2021 19:50,19.06,11.16
7/23/2021 19:55,15.98,10.97
7/23/2021 20:00,15.2,10.86
7/23/2021 20:05,11.66,10.6
7/23/2021 20:10,11.22,10.43
7/23/2021 20:15,11.83,10.33
7/23/2021 20:20,13.17,10.1
7/23/2021 20:30,11.25,9.89
7/23/2021 20:35,12.88,9.77
7/23/2021 20:40,29.02,9.64
7/23/2021 20:45,19.68,9.46
7/23/2021 20:50,10.49,9.3
7/23/2021 20:55,25.22,9.18
7/23/2021 21:00,24.68,9.09
7/23/2021 21:05,10.25,8.98
7/23/2021 21:10,14.7,8.84
7/23/2021 21:15,9.28,8.71
7/23/2021 21:20,11.68,8.62
7/23/2021 21:25,18.59,8.53
7/23/2021 21:30,29.65,8.48
7/23/2021 21:35,12.11,8.37
7/23/2021 21:40,12.1,8.29
7/23/2021 21:45,11.67,8.22
7/23/2021 21:50,8.58,8.12
7/23/2021 21:55,11.49,8.06
7/24/2021 13:45,12.84,5.48
7/24/2021 16:00,5.06,4.53
7/24/2021 16:15,5.08,4.88
7/24/2021 16:30,5.23,5.53
7/24/2021 16:45,4.91,5.06
7/24/2021 17:00,4.88,4.98
7/24/2021 17:15,4.88,4.97
7/24/2021 17:30,4.86,4.93
7/24/2021 17:45,4.9,4.95
7/24/2021 18:00,4.88,4.89
7/24/2021 18:15,4.76,4.91
7/24/2021 18:30,4.92,4.89
7/24/2021 18:45,5.27,4.86
7/24/2021 19:00,4.94,4.84
7/24/2021 19:15,6.87,4.83
7/24/2021 19:30,4.78,4.83
7/24/2021 19:45,4.78,4.81
7/24/2021 20:00,4.74,4.79
7/24/2021 20:15,4.63,4.79
7/24/2021 20:30,4.77,4.77
7/24/2021 20:45,4.6,4.8
7/24/2021 21:00,4.68,4.76
7/24/2021 21:15,4.61,4.74
7/24/2021 21:30,4.61,4.75
7/24/2021 21:45,4.71,4.74
7/24/2021 22:00,4.86,4.7
7/24/2021 22:15,4.61,4.7
7/24/2021 22:30,4.93,4.7
7/24/2021 22:45,4.75,4.66
7/24/2021 23:00,4.68,4.68
7/24/2021 23:15,4.72,4.69
7/24/2021 23:30,4.63,4.64
7/24/2021 23:45,4.65,4.63
7/25/2021 0:00,4.39,4.61
7/25/2021 0:15,4.5,4.59
7/25/2021 0:30,4.61,4.62
7/25/2021 0:45,4.66,4.59
7/25/2021 1:00,4.46,4.53
7/25/2021 1:15,4.51,4.5
7/25/2021 1:30,4.97,4.53
7/25/2021 1:45,4.46,4.51
7/25/2021 2:00,4.62,4.5
7/25/2021 2:15,4.37,4.5
7/25/2021 2:30,4.28,4.48
7/25/2021 2:45,4.52,4.47
7/25/2021 3:00,4.49,4.53
7/25/2021 3:15,4.6,4.49
7/25/2021 3:30,4.23,4.46
7/25/2021 3:45,4.29,4.43
7/25/2021 4:00,4.35,4.44
7/25/2021 4:15,4.2,4.42
7/25/2021 4:30,4.17,4.39
7/25/2021 4:45,4.18,4.36
7/25/2021 5:00,4.15,4.36
7/25/2021 5:15,4.24,4.35
7/25/2021 5:30,4.24,4.34
7/25/2021 5:45,4.18,4.34
7/25/2021 6:00,4.06,4.37
7/25/2021 6:15,4.2,4.32
7/25/2021 6:30,4.24,4.35
7/25/2021 6:45,4.12,4.36
7/25/2021 7:00,4.22,4.35
7/25/2021 7:15,4.05,4.31
7/25/2021 7:30,4.03,4.29
7/25/2021 7:45,4.22,4.25
7/25/2021 8:00,4.15,4.25
7/25/2021 8:15,4.1,4.25
7/25/2021 8:30,3.98,4.18
7/25/2021 8:45,3.97,4.18
7/25/2021 9:00,3.95,4.17
7/25/2021 9:15,3.98,4.16
7/25/2021 9:30,4.21,4.15
7/25/2021 9:45,4.02,4.13
7/25/2021 10:00,3.87,4.11
7/25/2021 10:15,4.35,4.1
7/25/2021 10:30,3.95,4.1
7/25/2021 10:45,3.85,4.03
7/25/2021 11:00,3.77,4
7/25/2021 11:15,3.9,4
7/25/2021 11:30,3.88,3.99
7/25/2021 11:45,4.38,3.99
7/25/2021 12:00,3.96,3.97
7/25/2021 12:15,3.95,3.96
7/25/2021 12:30,3.85,3.93
7/25/2021 12:45,3.85,3.92
7/25/2021 13:00,4.18,3.91
7/25/2021 13:15,3.94,3.92
7/25/2021 13:30,3.78,3.92
7/25/2021 13:45,3.83,3.9
7/25/2021 14:00,3.75,3.88
7/25/2021 14:15,3.89,3.85
7/25/2021 14:30,3.74,3.83
7/25/2021 14:45,3.75,3.82
7/25/2021 15:00,3.9,3.8
7/25/2021 15:15,3.8,3.79
7/25/2021 15:30,3.79,3.77
7/25/2021 15:45,3.62,3.77
7/25/2021 16:00,3.83,3.78
7/25/2021 16:15,3.61,3.8
7/25/2021 16:30,4.03,3.79
7/25/2021 16:45,3.87,3.77
7/25/2021 17:00,3.7,3.76
7/25/2021 17:15,3.69,3.73
7/25/2021 17:30,3.47,3.74
7/25/2021 17:45,3.6,3.72
7/25/2021 18:00,3.73,3.72
7/25/2021 18:15,3.47,3.72
7/25/2021 18:30,3.57,3.68
7/25/2021 18:45,3.78,3.7
7/25/2021 19:00,3.53,3.69
