Percentiles,T0C,T0D,T25A,T25B,T25C,T25D,T4A,T4B,T4C,T4D,T5A,T5B,T5C,T5D,T6A,T6B,T6C,T6D,T7A,T7C,T7D,T8A,T8B
80,195.7874468085106,206.8768058455115,228.11488245931287,220.80420345489443,187.31313278008298,161.86342672413792,214.04251121076234,273.4733472803347,203.7287443946188,225.60109404990402,207.28596837944662,126.30915869980882,221.44527675276757,145.79894736842107,149.9998181818182,162.786958250497,137.45939670932358,131.42555555555555,164.6936046511628,116.79773790951637,229.59863813229575,176.82045738045738,145.97296610169494
81,201.90558886509632,214.4383924843424,234.66461121157326,227.75621880998082,193.68035269709543,167.4690301724138,222.16358744394617,279.43429567642954,211.84982062780264,232.5531094049904,214.44407114624505,130.52330783938817,228.12793357933583,151.27473684210526,155.25436363636365,167.95793240556657,141.48864716636197,135.64777777777778,169.73430232558138,119.7103744149766,236.64533073929965,183.20091476091474,151.4835593220339
82,209.66147751605993,221.9999791231733,242.14403041825096,234.7082341650672,200.04757261410788,174.29676470588234,230.28466367713003,287.1359497645212,219.9708968609865,239.99988000000002,221.60217391304346,134.73745697896751,234.8105904059041,156.75052631578947,160.5089090909091,174.21276595744678,146.02606818181818,139.87,176.41135746606335,122.7440562248996,244.77586872586875,189.58137214137213,156.9941525423729
83,217.41736616702354,229.56156576200416,250.26950570342206,242.64976000000004,208.322009569378,182.50264705882353,238.55004319654424,295.0527472527472,228.09197309417038,248.54788000000002,228.76027667984187,138.95160611854686,242.57658777120318,162.2263157894737,165.76345454545455,181.46808510638297,151.9374318181818,144.09222222222223,183.35479638009048,127.16975903614457,253.02683397683398,195.96182952182951,162.50474576271188
84,225.17325481798716,237.12315240083507,258.39498098859315,251.19776000000002,216.98708133971292,190.70852941176472,247.78114470842328,302.9695447409733,236.21304932735424,257.09588,235.9183794466403,143.1657552581262,251.00656804733728,167.7021052631579,171.2990076335878,188.72340425531917,157.84879545454547,150.21,190.29823529411763,131.59546184738954,261.2777992277992,202.7646318289786,168.01533898305087
85,232.92914346895077,246.56284444444444,266.52045627376424,259.74576,225.65215311004786,198.9144117647059,257.01224622030236,310.88634222919933,245.70372727272724,265.64388,244.67162740899354,148.754703087886,259.4365483234714,174.63262295081967,179.1081679389313,195.97872340425533,163.7601590909091,156.4926086956522,197.2416742081448,136.02116465863452,269.52876447876446,211.36795724465557,174.8020304568528
86,241.7362052505967,256.0606222222222,274.64593155893533,268.29376,234.3172248803828,209.1911585365854,266.2433477321814,318.8031397174254,255.4173636363636,274.19187999999997,253.8236616702355,154.93285035629452,267.8665285996055,183.01786885245903,186.91732824427484,203.95360215053768,169.67152272727276,162.77521739130435,205.26942857142856,140.4468674698795,277.7797297297297,219.97128266033255,182.59137055837564
87,251.93668257756565,265.55839999999995,283.42505010020034,276.84176,244.491645244216,220.23384146341468,275.47444924406045,326.71993720565143,265.1309999999999,283.2869938650307,262.97569593147745,161.1109976247031,276.2965088757396,191.40311475409837,194.72648854961835,213.69016129032258,178.29302941176473,169.05782608695654,214.67722077922076,145.10209302325578,287.0193129770992,228.57460807600953,190.3807106598985
88,262.1371599045346,275.05617777777775,293.53126252505007,286.48398773006136,255.47879177377897,231.27652439024394,285.28896907216495,335.9979469026548,274.8446363636363,293.5998773006135,272.1277301927194,167.2891448931116,286.0039658848614,199.78836065573773,203.17376175548597,223.4267204301075,187.3195,178.0879872204473,224.085012987013,151.82302325581395,296.64335877862595,237.17793349168647,198.17005076142135
89,272.33763723150355,285.7199524940617,303.6374749498998,296.7968711656442,266.46593830334194,243.47515923566883,295.68690721649483,346.5324601769911,285.3622272727272,303.91276073619633,281.62533957845426,175.09575851393186,296.7566311300639,211.27160000000003,214.52799373040756,233.1632795698924,196.34597058823528,187.8930990415336,233.49280519480521,158.5439534883721,306.2674045801527,248.9847777777778,207.8736636636637
90,283.3175199999999,297.69857482185273,313.74368737474947,307.109754601227,277.4530848329049,257.08662420382166,306.0848453608248,357.06697345132744,296.82359090909085,314.22564417177915,293.43564402810296,184.597306501548,307.5092963752665,223.34493333333336,225.88222570532912,245.03511041009457,207.3429197080292,197.69821086261985,245.08515337423316,165.26488372093024,315.8914503816794,260.85699999999997,218.75054054054058
91,296.7655199999999,309.6771971496437,323.8498997995992,317.4226380368098,290.2832978723405,270.6980891719745,316.48278350515466,367.60148672566373,308.2849545454545,324.53852760736197,305.2459484777517,194.0988544891641,318.26196162046904,235.4182666666667,237.23645768025074,258.5177602523659,220.561897810219,210.6615789473685,258.1955828220859,172.96096428571434,325.5154961832061,272.7292222222222,229.62741741741746
92,310.2135199999999,321.6558194774347,335.09846153846155,327.73552147239263,303.69553191489365,285.08466453674123,326.8807216494846,378.136,319.7463181818182,336.13761797752807,317.0562529274004,204.8669841269842,329.01462686567163,250.6963197026023,254.00850393700782,272.00041009463723,233.7808759124088,225.32554655870456,271.3060122699386,183.92167857142863,336.6376873661671,286.19299363057314,241.95765799256512
93,323.6615199999999,334.6467200000001,348.56452488687785,340.6955503512881,317.1077659574468,301.19648562300324,339.5804215456675,388.6705132743364,331.440412371134,349.5128988764045,328.86655737704916,219.24,343.0046829268293,266.5847955390335,270.8352755905512,287.39869565217396,250.7406437768241,240.9618309859156,286.1415999999999,194.88239285714292,349.382869379015,302.2535031847133,257.8461338289963
94,339.2519760479041,350.5187200000001,362.03058823529415,354.6346604215457,330.52,317.30830670926525,353.5195316159251,398.93375545851535,346.7806185567011,362.8881797752809,344.5055737704918,233.6130158730158,357.521756097561,283.1402016129033,290.54783410138253,305.6704347826087,269.08399141630906,261.027558685446,304.4797818181818,208.6904854368933,362.128051391863,318.3140127388534,273.73460966542746
95,357.0723353293413,366.3907200000001,375.49665158371045,368.57377049180326,348.6663414634146,334.34628571428584,367.45864168618266,409.1564628820961,362.1208247422681,376.26346067415733,360.76786885245906,253.8227083333332,372.0388292682927,303.4748790322581,313.78746543778806,323.94217391304346,289.834927536232,281.3897422680411,322.8179636363636,226.27300970873796,374.87323340471096,335.8501492537312,293.90643835616424
96,374.8926946107785,382.2627200000001,388.96271493212674,382.51288056206084,366.81268292682927,355.6034285714286,381.39775175644024,419.3791703056769,377.46103092783517,389.6387415730337,377.0301639344263,276.0831249999998,386.55590243902446,323.80955645161293,338.7296551724138,346.52537815126055,314.19724637681156,307.3845876288659,345.27282051282043,248.03500000000008,387.61841541755894,358.0591044776119,316.9338356164383
97,393.38428571428585,400.2443589743591,406.5225510204082,399.3769364161849,384.9590243902439,376.8605714285714,397.9356804733727,429.60187772925764,394.0152830188681,407.1994710327456,394.42937500000005,308.22102040816304,404.235425531915,350.16453201970444,368.0498522167488,371.5337815126052,341.6799999999999,334.5121951219512,370.70871794871783,276.91337837837835,404.97078740157485,380.2680597014926,344.3854545454545
98,415.6795238095239,420.25290598290604,424.4383673469388,419.6746242774566,408.63029411764705,401.2531932773108,418.71378698224845,439.82458515283844,416.1001886792454,424.88964735516373,416.37625,348.0258823529409,422.91361702127665,379.48472906403947,397.84333333333336,398.11955752212407,375.49818181818165,370.80487804878044,397.56464285714276,320.89245454545477,423.40385826771654,405.40281250000004,378.2036363636365
99,437.9747619047619,440.26145299145304,442.3541836734694,439.9723121387283,434.4501470588235,430.7615966386554,439.49189349112424,450.0472925764192,438.18509433962265,442.5798236775819,438.323125,399.726896551724,441.5918085106383,417.44682926829273,429.0566666666667,429.194778761062,415.5375159235667,412.49448979591835,428.91732142857137,384.5668965517243,441.8369291338583,432.83640625000004,417.7063636363638
