LISST-Portable Data File  Created on: Monday, February 07, 2022  16:13:37   Day: 038 
  LISST-Portable Serial number = 606
  Firmware Version 3.013 Aug 10 2021 11:19:30
Date, Time, Optical Transmission, Total Volume Concentration, Total Mass Concentration, Mean Size, Standard Deviation, D5, D10, D16, D25, D50, D60, D75, D84, D90, D95, D60/D10, Surface Area, Silt Volume, Silt Ratio,  0.37,  0.44,  0.52,  0.61,  0.72,  0.85,  1.01,  1.19,  1.40,  1.65,  1.95,  2.30,  2.72,  3.20,  3.78,  4.46,  5.27,  6.21,  7.33,  8.65, 10.21, 12.05, 14.22, 16.78, 19.81, 23.37, 27.58, 32.55, 38.41, 45.32, 53.48, 63.11, 74.48, 87.89,103.72,122.39,144.43,170.44,201.13,237.35,280.09,330.52,390.04,460.27,Sample Note, Operator Name, SOP Name, SOP Note, Optical Model, [real imag], Effective Density, Mixer Speed, Mixer Duration, Ultrasonic Power,Ultrasonic Duration, Average Duration, Single Sample, Manual Control, Battery Voltage, Lref, Lpwr, Reserved, Reserved 
02/07/2022, 16:53:21,     0.910,    52.178,     0.000,    31.156,    57.067,     2.743,     4.694,     7.340,    12.393,    35.404,    48.466,    74.150,    98.475,   125.528,   168.153,    10.324,     0.224,    39.216,     0.752,     0.074,     0.075,     0.078,     0.082,     0.089,     0.102,     0.132,     0.192,     0.288,     0.381,     0.479,     0.595,     0.679,     0.781,     0.880,     1.016,     1.152,     1.267,     1.363,     1.473,     1.587,     1.665,     1.789,     1.922,     2.058,     2.204,     2.387,     2.557,     2.755,     2.976,     3.060,     3.078,     2.862,     2.550,     2.077,     1.668,     1.302,     0.999,     0.668,     0.399,     0.202,     0.095,     0.063,     0.077, , NICOLE HUCKE, Fraunhofer Auto, Fraunhofer model, Fraunhofer,  n/a,     2.650, 30, 10, 100, 10, 20, 0, 0,     0.000, 0, 0, 30, -1 
02/07/2022, 16:54:20,     0.914,    44.377,     0.000,    26.005,    48.854,     2.475,     4.088,     6.236,    10.089,    27.722,    38.657,    63.139,    86.877,   112.259,   149.220,     9.457,     0.253,    35.431,     0.798,     0.056,     0.060,     0.067,     0.077,     0.090,     0.108,     0.135,     0.193,     0.296,     0.390,     0.482,     0.600,     0.683,     0.786,     0.882,     1.016,     1.154,     1.276,     1.373,     1.480,     1.585,     1.650,     1.757,     1.868,     1.978,     2.080,     2.186,     2.231,     2.257,     2.276,     2.207,     2.153,     1.985,     1.802,     1.510,     1.243,     0.949,     0.681,     0.416,     0.219,     0.092,     0.032,     0.011,     0.005, , NICOLE HUCKE, Fraunhofer Auto, Fraunhofer model, Fraunhofer,  n/a,     2.650, 30, 10, 100, 10, 20, 0, 0,     0.000, 0, 0, 30, -1 
02/07/2022, 16:55:11,     0.914,    44.055,     0.000,    26.254,    51.765,     2.446,     4.016,     6.099,     9.852,    27.589,    39.166,    65.842,    92.033,   119.307,   158.532,     9.753,     0.256,    34.575,     0.785,     0.055,     0.060,     0.067,     0.077,     0.092,     0.109,     0.137,     0.195,     0.301,     0.397,     0.489,     0.609,     0.694,     0.799,     0.898,     1.033,     1.171,     1.290,     1.382,     1.482,     1.579,     1.633,     1.730,     1.828,     1.922,     1.997,     2.072,     2.088,     2.107,     2.138,     2.085,     2.060,     1.927,     1.810,     1.581,     1.358,     1.069,     0.791,     0.497,     0.273,     0.117,     0.039,     0.012,     0.006, , NICOLE HUCKE, Fraunhofer Auto, Fraunhofer model, Fraunhofer,  n/a,     2.650, 30, 10, 100, 10, 20, 0, 0,     0.000, 0, 0, 30, -1 
02/07/2022, 16:56:04,     0.916,    40.849,     0.000,    23.622,    46.940,     2.344,     3.798,     5.701,     9.065,    24.577,    34.402,    56.744,    79.097,   103.420,   141.747,     9.058,     0.272,    33.719,     0.825,     0.051,     0.056,     0.064,     0.076,     0.092,     0.112,     0.139,     0.196,     0.302,     0.398,     0.488,     0.607,     0.689,     0.791,     0.889,     1.027,     1.166,     1.285,     1.372,     1.468,     1.560,     1.611,     1.704,     1.797,     1.887,     1.961,     2.035,     2.045,     2.041,     2.035,     1.934,     1.840,     1.633,     1.436,     1.172,     0.954,     0.732,     0.541,     0.345,     0.192,     0.084,     0.029,     0.008,     0.003, , NICOLE HUCKE, Fraunhofer Auto, Fraunhofer model, Fraunhofer,  n/a,     2.650, 30, 10, 100, 10, 20, 0, 0,     0.000, 0, 0, 30, -1 
02/07/2022, 16:56:57,     0.916,    41.758,     0.000,    25.030,    52.245,     2.387,     3.871,     5.827,     9.322,    25.857,    36.756,    62.436,    88.087,   115.389,   155.636,     9.495,     0.265,    33.315,     0.798,     0.053,     0.058,     0.065,     0.076,     0.091,     0.109,     0.136,     0.194,     0.297,     0.391,     0.485,     0.607,     0.692,     0.796,     0.893,     1.027,     1.162,     1.280,     1.370,     1.463,     1.550,     1.599,     1.686,     1.773,     1.855,     1.916,     1.977,     1.976,     1.973,     1.980,     1.912,     1.872,     1.740,     1.623,     1.404,     1.178,     0.909,     0.670,     0.434,     0.258,     0.129,     0.057,     0.025,     0.015, , NICOLE HUCKE, Fraunhofer Auto, Fraunhofer model, Fraunhofer,  n/a,     2.650, 30, 10, 100, 10, 20, 0, 0,     0.000, 0, 0, 30, -1 
02/07/2022, 17:06:24,     0.883,    80.867,     0.000,    39.248,    78.601,     3.151,     5.628,     8.992,    15.253,    44.883,    63.472,    97.027,   125.816,   160.180,   225.059,    11.278,     0.192,    52.808,     0.653,     0.095,     0.099,     0.105,     0.113,     0.122,     0.135,     0.166,     0.240,     0.372,     0.486,     0.601,     0.742,     0.854,     0.976,     1.105,     1.283,     1.476,     1.664,     1.835,     2.029,     2.236,     2.387,     2.591,     2.781,     2.953,     3.098,     3.252,     3.351,     3.492,     3.741,     3.989,     4.439,     4.808,     5.079,     4.610,     3.741,     2.774,     2.024,     1.442,     1.073,     0.813,     0.636,     0.505,     0.552, , NICOLE HUCKE, Fraunhofer Auto, Fraunhofer model, Fraunhofer,  n/a,     2.650, 30, 10, 100, 10, 20, 0, 0,     0.000, 0, 0, 30, -1 
02/07/2022, 17:07:31,     0.887,    66.958,     0.000,    30.242,    58.760,     2.729,     4.712,     7.313,    11.915,    32.168,    45.071,    73.739,   101.080,   130.283,   173.906,     9.566,     0.225,    50.422,     0.753,     0.076,     0.082,     0.091,     0.105,     0.123,     0.145,     0.179,     0.252,     0.386,     0.509,     0.619,     0.756,     0.861,     0.980,     1.109,     1.291,     1.493,     1.687,     1.857,     2.049,     2.245,     2.375,     2.561,     2.738,     2.901,     3.043,     3.191,     3.264,     3.319,     3.401,     3.359,     3.376,     3.229,     3.071,     2.687,     2.260,     1.777,     1.346,     0.917,     0.591,     0.332,     0.171,     0.091,     0.065, , NICOLE HUCKE, Fraunhofer Auto, Fraunhofer model, Fraunhofer,  n/a,     2.650, 30, 10, 100, 10, 20, 0, 0,     0.000, 0, 0, 30, -1 
02/07/2022, 17:08:30,     0.887,    62.808,     0.000,    27.546,    57.764,     2.602,     4.421,     6.754,    10.873,    28.750,    39.798,    64.703,    90.135,   119.850,   168.612,     9.002,     0.239,    49.679,     0.791,     0.073,     0.079,     0.088,     0.103,     0.122,     0.146,     0.181,     0.255,     0.390,     0.511,     0.625,     0.766,     0.875,     0.999,     1.133,     1.318,     1.523,     1.718,     1.884,     2.065,     2.247,     2.367,     2.542,     2.712,     2.875,     3.016,     3.163,     3.214,     3.244,     3.274,     3.146,     3.028,     2.714,     2.402,     1.983,     1.647,     1.328,     1.065,     0.775,     0.536,     0.324,     0.179,     0.100,     0.075, , NICOLE HUCKE, Fraunhofer Auto, Fraunhofer model, Fraunhofer,  n/a,     2.650, 30, 10, 100, 10, 20, 0, 0,     0.000, 0, 0, 30, -1 
02/07/2022, 17:09:33,     0.888,    61.098,     0.000,    26.661,    57.129,     2.554,     4.311,     6.580,    10.553,    27.779,    38.320,    61.945,    86.238,   115.304,   164.592,     8.889,     0.245,    49.062,     0.803,     0.074,     0.080,     0.089,     0.102,     0.120,     0.144,     0.180,     0.256,     0.390,     0.510,     0.627,     0.765,     0.876,     0.999,     1.132,     1.318,     1.521,     1.713,     1.877,     2.057,     2.236,     2.349,     2.517,     2.679,     2.832,     2.970,     3.116,     3.173,     3.200,     3.213,     3.054,     2.893,     2.553,     2.220,     1.803,     1.475,     1.178,     0.942,     0.696,     0.494,     0.311,     0.181,     0.105,     0.079, , NICOLE HUCKE, Fraunhofer Auto, Fraunhofer model, Fraunhofer,  n/a,     2.650, 30, 10, 100, 10, 20, 0, 0,     0.000, 0, 0, 30, -1 
02/07/2022, 17:10:40,     0.889,    59.071,     0.000,    25.465,    52.368,     2.499,     4.193,     6.394,    10.202,    26.577,    36.627,    58.901,    81.171,   106.728,   150.967,     8.736,     0.252,    48.349,     0.818,     0.073,     0.079,     0.088,     0.102,     0.121,     0.144,     0.180,     0.255,     0.392,     0.512,     0.626,     0.766,     0.874,     0.994,     1.126,     1.311,     1.515,     1.709,     1.870,     2.045,     2.223,     2.335,     2.497,     2.649,     2.790,     2.913,     3.046,     3.096,     3.114,     3.127,     2.973,     2.805,     2.446,     2.084,     1.651,     1.314,     1.023,     0.793,     0.565,     0.385,     0.228,     0.122,     0.065,     0.046, , NICOLE HUCKE, Fraunhofer Auto, Fraunhofer model, Fraunhofer,  n/a,     2.650, 30, 10, 100, 10, 20, 0, 0,     0.000, 0, 0, 30, -1 
02/07/2022, 17:21:42,     0.757,   220.023,     0.000,    44.346,    82.727,     3.697,     7.018,    11.583,    19.833,    49.247,    64.856,    98.088,   132.340,   172.122,   250.276,     9.242,     0.166,   143.481,     0.652,     0.237,     0.245,     0.256,     0.271,     0.291,     0.326,     0.404,     0.577,     0.858,     1.096,     1.327,     1.575,     1.794,     2.019,     2.298,     2.686,     3.124,     3.565,     3.989,     4.474,     4.983,     5.462,     6.161,     6.920,     7.797,     8.677,     9.728,    10.709,    11.735,    12.811,    13.359,    13.724,    13.230,    12.528,    11.066,     9.564,     7.792,     6.050,     4.277,     3.224,     2.718,     2.383,     1.972,     1.737, , NICOLE HUCKE, Fraunhofer Auto, Fraunhofer model, Fraunhofer,  n/a,     2.650, 30, 10, 100, 10, 20, 0, 0,     0.000, 0, 0, 30, -1 
02/07/2022, 17:23:04,     0.754,   195.598,     0.000,    37.732,    77.444,     3.212,     5.900,     9.472,    16.004,    41.168,    55.202,    85.180,   115.950,   153.678,   225.022,     9.356,     0.190,   137.961,     0.705,     0.227,     0.239,     0.256,     0.279,     0.307,     0.345,     0.421,     0.600,     0.910,     1.167,     1.408,     1.678,     1.914,     2.158,     2.461,     2.885,     3.362,     3.833,     4.260,     4.743,     5.248,     5.685,     6.332,     7.042,     7.801,     8.495,     9.321,     9.973,    10.613,    11.230,    11.349,    11.421,    10.777,     9.926,     8.374,     6.933,     5.517,     4.278,     3.027,     2.308,     2.007,     1.829,     1.479,     1.183, , NICOLE HUCKE, Fraunhofer Auto, Fraunhofer model, Fraunhofer,  n/a,     2.650, 30, 10, 100, 10, 20, 0, 0,     0.000, 0, 0, 30, -1 
02/07/2022, 17:24:15,     0.757,   174.640,     0.000,    32.764,    71.715,     2.912,     5.255,     8.264,    13.679,    34.967,    47.014,    73.080,   100.763,   135.738,   199.893,     8.946,     0.210,   132.067,     0.756,     0.216,     0.228,     0.246,     0.272,     0.305,     0.350,     0.431,     0.611,     0.921,     1.186,     1.435,     1.712,     1.952,     2.200,     2.506,     2.932,     3.414,     3.896,     4.341,     4.834,     5.309,     5.705,     6.325,     6.979,     7.676,     8.283,     8.959,     9.457,     9.860,    10.144,     9.894,     9.489,     8.493,     7.436,     6.073,     4.972,     3.938,     3.043,     2.160,     1.677,     1.518,     1.393,     1.074,     0.797, , NICOLE HUCKE, Fraunhofer Auto, Fraunhofer model, Fraunhofer,  n/a,     2.650, 30, 10, 100, 10, 20, 0, 0,     0.000, 0, 0, 30, -1 
02/07/2022, 17:25:14,     0.758,   168.574,     0.000,    31.703,    72.065,     2.819,     4.995,     7.830,    12.912,    33.528,    45.583,    72.106,   100.104,   134.536,   197.961,     9.125,     0.218,   128.148,     0.760,     0.211,     0.224,     0.243,     0.271,     0.306,     0.350,     0.429,     0.610,     0.929,     1.200,     1.458,     1.747,     2.002,     2.260,     2.575,     3.001,     3.475,     3.948,     4.384,     4.861,     5.301,     5.668,     6.257,     6.868,     7.511,     8.021,     8.575,     8.919,     9.214,     9.413,     9.135,     8.782,     7.910,     7.056,     5.856,     4.809,     3.768,     2.875,     1.997,     1.533,     1.398,     1.331,     1.081,     0.813, , NICOLE HUCKE, Fraunhofer Auto, Fraunhofer model, Fraunhofer,  n/a,     2.650, 30, 10, 100, 10, 20, 0, 0,     0.000, 0, 0, 30, -1 
02/07/2022, 17:26:17,     0.761,   154.289,     0.000,    27.902,    60.607,     2.628,     4.591,     7.112,    11.574,    29.702,    40.077,    62.381,    84.892,   111.680,   159.698,     8.729,     0.236,   124.205,     0.805,     0.203,     0.217,     0.239,     0.270,     0.310,     0.360,     0.443,     0.625,     0.945,     1.220,     1.473,     1.757,     2.005,     2.261,     2.582,     3.026,     3.515,     3.971,     4.365,     4.817,     5.250,     5.592,     6.144,     6.708,     7.317,     7.804,     8.319,     8.586,     8.749,     8.830,     8.407,     7.895,     6.829,     5.792,     4.553,     3.573,     2.673,     1.924,     1.243,     0.909,     0.815,     0.766,     0.593,     0.412, , NICOLE HUCKE, Fraunhofer Auto, Fraunhofer model, Fraunhofer,  n/a,     2.650, 30, 10, 100, 10, 20, 0, 0,     0.000, 0, 0, 30, -1 
02/07/2022, 17:36:18,     0.932,    41.391,     0.000,    32.983,    45.669,     2.948,     5.193,     8.171,    13.906,    40.285,    54.202,    77.803,    96.402,   114.505,   140.578,    10.437,     0.210,    30.259,     0.731,     0.062,     0.062,     0.062,     0.062,     0.064,     0.073,     0.095,     0.139,     0.204,     0.266,     0.334,     0.412,     0.476,     0.547,     0.620,     0.724,     0.832,     0.930,     1.011,     1.099,     1.190,     1.256,     1.349,     1.437,     1.523,     1.616,     1.748,     1.895,     2.112,     2.419,     2.689,     2.953,     2.973,     2.752,     2.122,     1.453,     0.894,     0.505,     0.252,     0.116,     0.045,     0.014,     0.004,     0.002, , NICOLE HUCKE, Fraunhofer Auto, Fraunhofer model, Fraunhofer,  n/a,     2.650, 30, 10, 100, 10, 20, 0, 0,     0.000, 0, 0, 30, -1 
02/07/2022, 17:37:21,     0.936,    32.530,     0.000,    25.562,    44.260,     2.503,     4.205,     6.425,    10.322,    27.605,    38.244,    60.261,    80.740,   102.597,   137.031,     9.096,     0.252,    26.597,     0.818,     0.045,     0.047,     0.051,     0.057,     0.066,     0.078,     0.099,     0.141,     0.212,     0.276,     0.341,     0.420,     0.478,     0.547,     0.618,     0.718,     0.826,     0.927,     1.010,     1.100,     1.191,     1.251,     1.334,     1.408,     1.477,     1.539,     1.623,     1.682,     1.746,     1.811,     1.774,     1.704,     1.493,     1.270,     1.006,     0.787,     0.586,     0.401,     0.228,     0.110,     0.038,     0.010,     0.002,     0.001, , NICOLE HUCKE, Fraunhofer Auto, Fraunhofer model, Fraunhofer,  n/a,     2.650, 30, 10, 100, 10, 20, 0, 0,     0.000, 0, 0, 30, -1 
02/07/2022, 17:38:20,     0.938,    30.462,     0.000,    24.195,    48.735,     2.419,     3.998,     6.069,     9.620,    25.063,    34.615,    55.841,    77.710,   103.361,   147.481,     8.658,     0.264,    25.290,     0.830,     0.040,     0.043,     0.048,     0.055,     0.065,     0.078,     0.098,     0.140,     0.212,     0.276,     0.340,     0.419,     0.477,     0.546,     0.616,     0.715,     0.821,     0.922,     1.004,     1.092,     1.180,     1.239,     1.321,     1.390,     1.454,     1.510,     1.577,     1.601,     1.601,     1.581,     1.469,     1.357,     1.163,     0.983,     0.790,     0.646,     0.530,     0.429,     0.305,     0.190,     0.089,     0.032,     0.010,     0.004, , NICOLE HUCKE, Fraunhofer Auto, Fraunhofer model, Fraunhofer,  n/a,     2.650, 30, 10, 100, 10, 20, 0, 0,     0.000, 0, 0, 30, -1 
02/07/2022, 17:39:23,     0.938,    27.684,     0.000,    20.981,    36.330,     2.300,     3.719,     5.580,     8.717,    21.784,    29.839,    47.406,    64.311,    82.500,   110.486,     8.024,     0.284,    24.307,     0.878,     0.036,     0.039,     0.045,     0.053,     0.064,     0.079,     0.099,     0.140,     0.213,     0.278,     0.339,     0.419,     0.475,     0.544,     0.613,     0.709,     0.815,     0.915,     0.998,     1.086,     1.173,     1.228,     1.303,     1.365,     1.415,     1.454,     1.500,     1.500,     1.477,     1.435,     1.311,     1.187,     0.985,     0.787,     0.577,     0.413,     0.283,     0.179,     0.095,     0.042,     0.012,     0.002,     0.000,     0.000, , NICOLE HUCKE, Fraunhofer Auto, Fraunhofer model, Fraunhofer,  n/a,     2.650, 30, 10, 100, 10, 20, 0, 0,     0.000, 0, 0, 30, -1 
02/07/2022, 17:40:41,     0.939,    26.492,     0.000,    19.477,    29.700,     2.232,     3.582,     5.357,     8.286,    20.496,    27.947,    43.595,    57.829,    72.112,    92.976,     7.803,     0.296,    24.063,     0.908,     0.035,     0.039,     0.044,     0.053,     0.065,     0.080,     0.100,     0.140,     0.213,     0.278,     0.341,     0.419,     0.477,     0.545,     0.614,     0.712,     0.818,     0.917,     0.995,     1.078,     1.161,     1.212,     1.282,     1.340,     1.390,     1.429,     1.479,     1.487,     1.471,     1.431,     1.289,     1.129,     0.884,     0.650,     0.421,     0.252,     0.134,     0.061,     0.021,     0.006,     0.001,     0.000,     0.000,     0.000, , NICOLE HUCKE, Fraunhofer Auto, Fraunhofer model, Fraunhofer,  n/a,     2.650, 30, 10, 100, 10, 20, 0, 0,     0.000, 0, 0, 30, -1 
