Time,,T1,TopTemperature,T2,T3,T4,BottomTemperature,
1626154200,7/12/2021 17:30,,-0.000161611,,-0.000154684,-5.44E-05,-5.91E-05,
1626155100,7/12/2021 17:45,,-0.000161537,,-0.000154792,-5.46E-05,-5.90E-05,
1626156000,7/12/2021 18:00,,-0.000161467,,-0.0001549,-5.48E-05,-5.89E-05,
1626156900,7/12/2021 18:15,,-0.000161401,,-0.000155008,-5.49E-05,-5.88E-05,
1626157800,7/12/2021 18:30,,-0.000161337,,-0.000155118,-5.51E-05,-5.87E-05,
1626158700,7/12/2021 18:45,,-0.000161278,,-0.000155225,-5.52E-05,-5.86E-05,
1626159600,7/12/2021 19:00,,-0.000161224,,-0.000155333,-5.54E-05,-5.85E-05,
1626160500,7/12/2021 19:15,,-0.000161172,,-0.000155442,-5.55E-05,-5.84E-05,
1626161400,7/12/2021 19:30,,-0.000161121,,-0.000155552,-5.57E-05,-5.83E-05,
1626162300,7/12/2021 19:45,,-0.000161072,,-0.000155659,-5.58E-05,-5.82E-05,
1626163200,7/12/2021 20:00,,-0.000161029,,-0.000155771,-5.60E-05,-5.81E-05,
1626164100,7/12/2021 20:15,,-0.000160984,,-0.000155886,-5.61E-05,-5.80E-05,
1626165000,7/12/2021 20:30,,-0.000160947,,-0.000155999,-5.63E-05,-5.79E-05,
1626165900,7/12/2021 20:45,,-0.000160909,,-0.00015612,-5.65E-05,-5.78E-05,
1626166800,7/12/2021 21:00,,-0.000160875,,-0.000156242,-5.66E-05,-5.77E-05,
1626167700,7/12/2021 21:15,,-0.000160849,,-0.000156364,-5.68E-05,-5.76E-05,
1626168600,7/12/2021 21:30,,-0.000160822,,-0.00015649,-5.69E-05,-5.75E-05,
1626169500,7/12/2021 21:45,,-0.0001608,,-0.000156629,-5.71E-05,-5.75E-05,
1626170400,7/12/2021 22:00,,-0.000160781,,-0.000156768,-5.72E-05,-5.74E-05,
1626171300,7/12/2021 22:15,,-0.000160774,,-0.000156919,-5.74E-05,-5.73E-05,
1626172200,7/12/2021 22:30,,-0.000160766,,-0.000157072,-5.76E-05,-5.72E-05,
1626173100,7/12/2021 22:45,,-0.000160755,,-0.000157216,-5.77E-05,-5.71E-05,
1626174000,7/12/2021 23:00,,-0.000160762,,-0.000157363,-5.79E-05,-5.71E-05,
1626174900,7/12/2021 23:15,,-0.000160775,,-0.000157524,-5.80E-05,-5.70E-05,
1626175800,7/12/2021 23:30,,-0.000160772,,-0.000157688,-5.82E-05,-5.69E-05,
1626176700,7/12/2021 23:45,,-0.000160743,,-0.000157832,-5.84E-05,-5.69E-05,
1626177600,7/13/2021 0:00,,-0.000160706,,-0.000157972,-5.85E-05,-5.68E-05,
1626178500,7/13/2021 0:15,,-0.000160657,,-0.000158099,-5.87E-05,-5.67E-05,
1626179400,7/13/2021 0:30,,-0.000160595,,-0.000158223,-5.88E-05,-5.66E-05,
1626180300,7/13/2021 0:45,,-0.000160519,,-0.000158333,-5.90E-05,-5.66E-05,
1626181200,7/13/2021 1:00,,-0.000160193,,-0.000158343,-5.91E-05,-5.65E-05,
1626182100,7/13/2021 1:15,,-0.000160065,,-0.000158367,-5.93E-05,-5.64E-05,
1626183000,7/13/2021 1:30,,-0.000160028,,-0.000158471,-5.94E-05,-5.63E-05,
1626183900,7/13/2021 1:45,,-0.000160002,,-0.000158601,-5.95E-05,-5.62E-05,
1626184800,7/13/2021 2:00,,-0.000160003,,-0.000158754,-5.96E-05,-5.61E-05,
1626185700,7/13/2021 2:15,,-0.000160018,,-0.000158924,-5.98E-05,-5.60E-05,
1626186600,7/13/2021 2:30,,-0.000160031,,-0.000159105,-5.99E-05,-5.59E-05,
1626187500,7/13/2021 2:45,,-0.000160049,,-0.000159294,-6.01E-05,-5.59E-05,
1626188400,7/13/2021 3:00,,-0.000160073,,-0.000159486,-6.02E-05,-5.58E-05,
1626189300,7/13/2021 3:15,,-0.000160104,,-0.000159687,-6.04E-05,-5.57E-05,
1626190200,7/13/2021 3:30,,-0.000160143,,-0.000159896,-6.05E-05,-5.57E-05,
1626191100,7/13/2021 3:45,,-0.000160186,,-0.000160117,-6.07E-05,-5.56E-05,
1626192000,7/13/2021 4:00,,-0.000160223,,-0.000160329,-6.08E-05,-5.56E-05,
1626192900,7/13/2021 4:15,,-0.000160287,,-0.000160572,-6.10E-05,-5.55E-05,
1626193800,7/13/2021 4:30,,-0.000160361,,-0.000160834,-6.11E-05,-5.53E-05,
1626194700,7/13/2021 4:45,,-0.000160436,,-0.000161102,-6.13E-05,-5.52E-05,
1626195600,7/13/2021 5:00,,-0.000160508,,-0.000161372,-6.14E-05,-5.52E-05,
1626196500,7/13/2021 5:15,,-0.00016058,,-0.000161643,-6.16E-05,-5.52E-05,
1626197400,7/13/2021 5:30,,-0.00016065,,-0.000161914,-6.17E-05,-5.52E-05,
1626198300,7/13/2021 5:45,,-0.00016072,,-0.000162187,-6.18E-05,-5.52E-05,
1626199200,7/13/2021 6:00,,-0.000160792,,-0.000162463,-6.20E-05,-5.52E-05,
1626200100,7/13/2021 6:15,,-0.000160864,,-0.000162739,-6.21E-05,-5.51E-05,
1626201000,7/13/2021 6:30,,-0.000160937,,-0.000163015,-6.22E-05,-5.51E-05,
1626201900,7/13/2021 6:45,,-0.000161012,,-0.000163293,-6.24E-05,-5.51E-05,
1626202800,7/13/2021 7:00,,-0.000161084,,-0.00016357,-6.25E-05,-5.51E-05,
1626203700,7/13/2021 7:15,,-0.000161155,,-0.000163847,-6.26E-05,-5.51E-05,
1626204600,7/13/2021 7:30,,-0.000161223,,-0.000164124,-6.27E-05,-5.51E-05,
1626205500,7/13/2021 7:45,,-0.000161292,,-0.000164404,-6.28E-05,-5.51E-05,
1626206400,7/13/2021 8:00,,-0.00016136,,-0.000164679,-6.30E-05,-5.51E-05,
1626207300,7/13/2021 8:15,,-0.000161431,,-0.000164956,-6.31E-05,-5.51E-05,
1626208200,7/13/2021 8:30,,-0.000161506,,-0.000165229,-6.32E-05,-5.51E-05,
1626209100,7/13/2021 8:45,,-0.000161578,,-0.000165509,-6.33E-05,-5.51E-05,
1626210000,7/13/2021 9:00,,-0.000161644,,-0.000165788,-6.34E-05,-5.50E-05,
1626210900,7/13/2021 9:15,,-0.000161712,,-0.000166064,-6.35E-05,-5.50E-05,
1626211800,7/13/2021 9:30,,-0.00016178,,-0.00016634,-6.36E-05,-5.50E-05,
1626212700,7/13/2021 9:45,,-0.000161852,,-0.000166619,-6.37E-05,-5.50E-05,
1626213600,7/13/2021 10:00,,-0.000161921,,-0.000166894,-6.38E-05,-5.50E-05,
1626214500,7/13/2021 10:15,,-0.000161988,,-0.000167168,-6.39E-05,-5.50E-05,
1626215400,7/13/2021 10:30,,-0.000162056,,-0.000167441,-6.40E-05,-5.50E-05,
1626216300,7/13/2021 10:45,,-0.000162122,,-0.000167716,-6.41E-05,-5.50E-05,
1626217200,7/13/2021 11:00,,-0.000162192,,-0.000167982,-6.42E-05,-5.50E-05,
1626218100,7/13/2021 11:15,,-0.000162257,,-0.000168247,-6.43E-05,-5.50E-05,
1626219000,7/13/2021 11:30,,-0.000162322,,-0.000168512,-6.44E-05,-5.50E-05,
1626219900,7/13/2021 11:45,,-0.000162388,,-0.000168778,-6.44E-05,-5.50E-05,
1626220800,7/13/2021 12:00,,-0.000162457,,-0.000169048,-6.45E-05,-5.50E-05,
1626221700,7/13/2021 12:15,,-0.000162526,,-0.000169316,-6.46E-05,-5.49E-05,
1626222600,7/13/2021 12:30,,-0.000162597,,-0.00016958,-6.47E-05,-5.49E-05,
1626223500,7/13/2021 12:45,,-0.000162667,,-0.000169845,-6.47E-05,-5.49E-05,
1626224400,7/13/2021 13:00,,-0.000162736,,-0.000170106,-6.48E-05,-5.49E-05,
1626225300,7/13/2021 13:15,,-0.000162804,,-0.000170364,-6.49E-05,-5.49E-05,
1626226200,7/13/2021 13:30,,-0.000162869,,-0.000170625,-6.49E-05,-5.49E-05,
1626227100,7/13/2021 13:45,,-0.000162935,,-0.000170883,-6.50E-05,-5.49E-05,
1626228000,7/13/2021 14:00,,-0.000163007,,-0.000171144,-6.50E-05,-5.49E-05,
1626228900,7/13/2021 14:15,,-0.000163072,,-0.000171398,-6.51E-05,-5.49E-05,
1626229800,7/13/2021 14:30,,-0.000163145,,-0.000171654,-6.51E-05,-5.49E-05,
1626230700,7/13/2021 14:45,,-0.000163218,,-0.000171906,-6.52E-05,-5.48E-05,
1626231600,7/13/2021 15:00,,-0.000163293,,-0.000172158,-6.52E-05,-5.48E-05,
1626232500,7/13/2021 15:15,,-0.000163368,,-0.000172408,-6.53E-05,-5.48E-05,
1626233400,7/13/2021 15:30,,-0.000163445,,-0.000172661,-6.53E-05,-5.48E-05,
1626234300,7/13/2021 15:45,,-0.000163525,,-0.000172912,-6.53E-05,-5.48E-05,
1626235200,7/13/2021 16:00,,-0.000163609,,-0.000173165,-6.54E-05,-5.48E-05,
1626236100,7/13/2021 16:15,,-0.000163693,,-0.000173419,-6.54E-05,-5.48E-05,
1626237000,7/13/2021 16:30,,-0.00016378,,-0.000173674,-6.55E-05,-5.48E-05,
1626237900,7/13/2021 16:45,,-0.000163869,,-0.000173929,-6.55E-05,-5.47E-05,
1626238800,7/13/2021 17:00,,-0.00016396,,-0.000174186,-6.55E-05,-5.47E-05,
1626239700,7/13/2021 17:15,,-0.000164055,,-0.000174446,-6.55E-05,-5.47E-05,
1626240600,7/13/2021 17:30,,-0.000164152,,-0.000174706,-6.55E-05,-5.47E-05,
1626241500,7/13/2021 17:45,,-0.00016425,,-0.000174967,-6.56E-05,-5.47E-05,
1626242400,7/13/2021 18:00,,-0.000164352,,-0.000175232,-6.56E-05,-5.47E-05,
1626243300,7/13/2021 18:15,,-0.000164458,,-0.000175499,-6.56E-05,-5.47E-05,
1626244200,7/13/2021 18:30,,-0.000164567,,-0.000175769,-6.56E-05,-5.47E-05,
1626245100,7/13/2021 18:45,,-0.00016468,,-0.000176042,-6.56E-05,-5.47E-05,
1626246000,7/13/2021 19:00,,-0.000164793,,-0.000176318,-6.56E-05,-5.47E-05,
1626246900,7/13/2021 19:15,,-0.000164912,,-0.0001766,-6.56E-05,-5.47E-05,
1626247800,7/13/2021 19:30,,-0.000165033,,-0.000176886,-6.56E-05,-5.47E-05,
1626248700,7/13/2021 19:45,,-0.000165161,,-0.000177172,-6.56E-05,-5.47E-05,
1626249600,7/13/2021 20:00,,-0.000165293,,-0.000177465,-6.56E-05,-5.47E-05,
1626250500,7/13/2021 20:15,,-0.000165431,,-0.000177765,-6.56E-05,-5.47E-05,
1626251400,7/13/2021 20:30,,-0.000165573,,-0.000178074,-6.56E-05,-5.47E-05,
1626252300,7/13/2021 20:45,,-0.000165723,,-0.000178383,-6.56E-05,-5.47E-05,
1626253200,7/13/2021 21:00,,-0.000165873,,-0.000178697,-6.56E-05,-5.47E-05,
1626254100,7/13/2021 21:15,,-0.000166024,,-0.000179015,-6.56E-05,-5.47E-05,
1626255000,7/13/2021 21:30,,-0.000166178,,-0.000179337,-6.56E-05,-5.47E-05,
1626255900,7/13/2021 21:45,,-0.000166342,,-0.000179667,-6.56E-05,-5.47E-05,
1626256800,7/13/2021 22:00,,-0.000166498,,-0.000180001,-6.56E-05,-5.47E-05,
1626257700,7/13/2021 22:15,,-0.000166671,,-0.000180338,-6.56E-05,-5.47E-05,
1626258600,7/13/2021 22:30,,-0.000166845,,-0.000180683,-6.56E-05,-5.47E-05,
1626259500,7/13/2021 22:45,,-0.000167023,,-0.000181035,-6.56E-05,-5.47E-05,
1626260400,7/13/2021 23:00,,-0.000167208,,-0.000181393,-6.56E-05,-5.47E-05,
1626261300,7/13/2021 23:15,,-0.000167409,,-0.000181762,-6.56E-05,-5.48E-05,
1626262200,7/13/2021 23:30,,-0.000167597,,-0.000182139,-6.56E-05,-5.48E-05,
1626263100,7/13/2021 23:45,,-0.0001678,,-0.00018251,-6.56E-05,-5.48E-05,
1626264000,7/14/2021 0:00,,-0.000167973,,-0.000182873,-6.56E-05,-5.48E-05,
1626264900,7/14/2021 0:15,,-0.000168125,,-0.00018322,-6.56E-05,-5.48E-05,
1626265800,7/14/2021 0:30,,-0.000168287,,-0.000183557,-6.56E-05,-5.49E-05,
1626266700,7/14/2021 0:45,,-0.000168438,,-0.000183893,-6.55E-05,-5.49E-05,
1626267600,7/14/2021 1:00,,-0.000168578,,-0.00018423,-6.55E-05,-5.49E-05,
1626268500,7/14/2021 1:15,,-0.000168737,,-0.000184575,-6.55E-05,-5.49E-05,
1626269400,7/14/2021 1:30,,-0.000168882,,-0.000184913,-6.54E-05,-5.49E-05,
1626270300,7/14/2021 1:45,,-0.000169015,,-0.000185241,-6.54E-05,-5.49E-05,
1626271200,7/14/2021 2:00,,-0.00016915,,-0.000185566,-6.53E-05,-5.49E-05,
1626272100,7/14/2021 2:15,,-0.000169275,,-0.000185881,-6.53E-05,-5.50E-05,
1626273000,7/14/2021 2:30,,-0.000169393,,-0.000186189,-6.52E-05,-5.50E-05,
1626273900,7/14/2021 2:45,,-0.00016951,,-0.000186497,-6.52E-05,-5.50E-05,
1626274800,7/14/2021 3:00,,-0.00016963,,-0.000186808,-6.51E-05,-5.50E-05,
1626275700,7/14/2021 3:15,,-0.000169744,,-0.000187122,-6.50E-05,-5.50E-05,
1626276600,7/14/2021 3:30,,-0.000169854,,-0.000187433,-6.50E-05,-5.50E-05,
1626277500,7/14/2021 3:45,,-0.000169963,,-0.000187742,-6.49E-05,-5.50E-05,
1626278400,7/14/2021 4:00,,-0.000170068,,-0.000188053,-6.49E-05,-5.50E-05,
1626279300,7/14/2021 4:15,,-0.000170173,,-0.000188364,-6.48E-05,-5.50E-05,
1626280200,7/14/2021 4:30,,-0.000170277,,-0.000188677,-6.47E-05,-5.50E-05,
1626281100,7/14/2021 4:45,,-0.00017038,,-0.000188989,-6.47E-05,-5.50E-05,
1626282000,7/14/2021 5:00,,-0.000170483,,-0.000189304,-6.46E-05,-5.50E-05,
1626282900,7/14/2021 5:15,,-0.000170586,,-0.000189618,-6.45E-05,-5.50E-05,
1626283800,7/14/2021 5:30,,-0.000170689,,-0.000189933,-6.45E-05,-5.50E-05,
1626284700,7/14/2021 5:45,,-0.000170793,,-0.000190247,-6.44E-05,-5.50E-05,
1626285600,7/14/2021 6:00,,-0.000170894,,-0.000190563,-6.44E-05,-5.50E-05,
1626286500,7/14/2021 6:15,,-0.000170994,,-0.000190874,-6.43E-05,-5.50E-05,
1626287400,7/14/2021 6:30,,-0.000171093,,-0.000191182,-6.42E-05,-5.50E-05,
1626288300,7/14/2021 6:45,,-0.000171192,,-0.000191491,-6.42E-05,-5.50E-05,
1626289200,7/14/2021 7:00,,-0.000171292,,-0.000191801,-6.41E-05,-5.50E-05,
1626290100,7/14/2021 7:15,,-0.000171395,,-0.000192111,-6.41E-05,-5.50E-05,
1626291000,7/14/2021 7:30,,-0.000171499,,-0.000192421,-6.40E-05,-5.50E-05,
1626291900,7/14/2021 7:45,,-0.0001716,,-0.000192733,-6.40E-05,-5.50E-05,
1626292800,7/14/2021 8:00,,-0.000171703,,-0.000193043,-6.40E-05,-5.50E-05,
1626293700,7/14/2021 8:15,,-0.000171805,,-0.000193355,-6.39E-05,-5.50E-05,
1626294600,7/14/2021 8:30,,-0.000171906,,-0.000193667,-6.39E-05,-5.50E-05,
1626295500,7/14/2021 8:45,,-0.000172007,,-0.000193979,-6.39E-05,-5.50E-05,
1626296400,7/14/2021 9:00,,-0.0001721,,-0.00019429,-6.38E-05,-5.50E-05,
1626297300,7/14/2021 9:15,,-0.0001722,,-0.000194606,-6.38E-05,-5.50E-05,
1626298200,7/14/2021 9:30,,-0.000172298,,-0.000194916,-6.38E-05,-5.50E-05,
1626299100,7/14/2021 9:45,,-0.000172394,,-0.000195224,-6.38E-05,-5.50E-05,
1626300000,7/14/2021 10:00,,-0.000172504,,-0.000195524,-6.37E-05,-5.50E-05,
1626300900,7/14/2021 10:15,,-0.000172604,,-0.00019583,-6.37E-05,-5.51E-05,
1626301800,7/14/2021 10:30,,-0.000172707,,-0.000196134,-6.37E-05,-5.51E-05,
1626302700,7/14/2021 10:45,,-0.000172812,,-0.00019643,-6.37E-05,-5.51E-05,
1626303600,7/14/2021 11:00,,-0.000172918,,-0.000196724,-6.37E-05,-5.51E-05,
1626304500,7/14/2021 11:15,,-0.000173015,,-0.000197015,-6.37E-05,-5.51E-05,
1626305400,7/14/2021 11:30,,-0.000173121,,-0.0001973,-6.37E-05,-5.51E-05,
1626306300,7/14/2021 11:45,,-0.000173224,,-0.00019759,-6.37E-05,-5.51E-05,
1626307200,7/14/2021 12:00,,-0.00017333,,-0.000197876,-6.37E-05,-5.51E-05,
1626308100,7/14/2021 12:15,,-0.00017344,,-0.00019816,-6.37E-05,-5.51E-05,
1626309000,7/14/2021 12:30,,-0.000173546,,-0.000198448,-6.37E-05,-5.51E-05,
1626309900,7/14/2021 12:45,,-0.000173661,,-0.00019873,-6.37E-05,-5.51E-05,
1626310800,7/14/2021 13:00,,-0.000173771,,-0.00019901,-6.37E-05,-5.51E-05,
1626311700,7/14/2021 13:15,,-0.000173884,,-0.000199293,-6.37E-05,-5.51E-05,
1626312600,7/14/2021 13:30,,-0.000173992,,-0.000199564,-6.37E-05,-5.51E-05,
1626313500,7/14/2021 13:45,,-0.000174109,,-0.000199839,-6.37E-05,-5.51E-05,
1626314400,7/14/2021 14:00,,-0.000174224,,-0.000200112,-6.38E-05,-5.51E-05,
1626315300,7/14/2021 14:15,,-0.000174341,,-0.000200385,-6.38E-05,-5.51E-05,
1626316200,7/14/2021 14:30,,-0.000174458,,-0.000200656,-6.38E-05,-5.51E-05,
1626317100,7/14/2021 14:45,,-0.000174581,,-0.000200927,-6.38E-05,-5.51E-05,
1626318000,7/14/2021 15:00,,-0.000174708,,-0.000201195,-6.38E-05,-5.51E-05,
1626318900,7/14/2021 15:15,,-0.000174836,,-0.000201463,-6.39E-05,-5.51E-05,
1626319800,7/14/2021 15:30,,-0.000174968,,-0.000201732,-6.39E-05,-5.51E-05,
1626320700,7/14/2021 15:45,,-0.000175102,,-0.000202,-6.39E-05,-5.51E-05,
1626321600,7/14/2021 16:00,,-0.000175238,,-0.000202265,-6.40E-05,-5.51E-05,
1626322500,7/14/2021 16:15,,-0.000175378,,-0.000202529,-6.40E-05,-5.51E-05,
1626323400,7/14/2021 16:30,,-0.000175519,,-0.000202794,-6.40E-05,-5.51E-05,
1626324300,7/14/2021 16:45,,-0.000175663,,-0.000203057,-6.41E-05,-5.51E-05,
1626325200,7/14/2021 17:00,,-0.000175811,,-0.00020332,-6.41E-05,-5.51E-05,
1626326100,7/14/2021 17:15,,-0.000175962,,-0.000203581,-6.41E-05,-5.51E-05,
1626327000,7/14/2021 17:30,,-0.000176116,,-0.000203842,-6.42E-05,-5.51E-05,
1626327900,7/14/2021 17:45,,-0.000176274,,-0.000204101,-6.42E-05,-5.51E-05,
1626328800,7/14/2021 18:00,,-0.000176432,,-0.000204361,-6.43E-05,-5.51E-05,
1626329700,7/14/2021 18:15,,-0.000176597,,-0.000204623,-6.43E-05,-5.51E-05,
1626330600,7/14/2021 18:30,,-0.000176763,,-0.000204886,-6.43E-05,-5.51E-05,
1626331500,7/14/2021 18:45,,-0.000176934,,-0.000205147,-6.44E-05,-5.51E-05,
1626332400,7/14/2021 19:00,,-0.000177109,,-0.000205412,-6.44E-05,-5.51E-05,
1626333300,7/14/2021 19:15,,-0.00017729,,-0.000205676,-6.45E-05,-5.51E-05,
1626334200,7/14/2021 19:30,,-0.000177478,,-0.000205945,-6.46E-05,-5.51E-05,
1626335100,7/14/2021 19:45,,-0.000177669,,-0.000206217,-6.46E-05,-5.51E-05,
1626336000,7/14/2021 20:00,,-0.000177867,,-0.000206491,-6.47E-05,-5.51E-05,
1626336900,7/14/2021 20:15,,-0.00017807,,-0.000206773,-6.47E-05,-5.51E-05,
1626337800,7/14/2021 20:30,,-0.000178283,,-0.00020705,-6.48E-05,-5.52E-05,
1626338700,7/14/2021 20:45,,-0.000178501,,-0.000207338,-6.49E-05,-5.52E-05,
1626339600,7/14/2021 21:00,,-0.000178722,,-0.000207627,-6.49E-05,-5.52E-05,
1626340500,7/14/2021 21:15,,-0.000178959,,-0.000207925,-6.50E-05,-5.52E-05,
1626341400,7/14/2021 21:30,,-0.000179204,,-0.000208239,-6.51E-05,-5.52E-05,
1626342300,7/14/2021 21:45,,-0.000179453,,-0.000208564,-6.52E-05,-5.52E-05,
1626343200,7/14/2021 22:00,,-0.000179711,,-0.000208891,-6.53E-05,-5.52E-05,
1626344100,7/14/2021 22:15,,-0.000179971,,-0.000209213,-6.54E-05,-5.52E-05,
1626345000,7/14/2021 22:30,,-0.000180234,,-0.000209551,-6.55E-05,-5.53E-05,
1626345900,7/14/2021 22:45,,-0.000180513,,-0.000209903,-6.56E-05,-5.53E-05,
