Date_Time,SS (uL/L),SRP (mg/L),TP (mg/L),DOC (mg/L),POC (mg/L),N (mg/L),PP (mg/L),LAB ID,fDOM,Turbidity,P2C_x,P3C_x,P2C_depth_x,P3C_depth_x,depth_x,P2C_y,P3C_y,P2C_depth_y,P3C_depth_y,depth_y,P2C_x.1,P3C_x.1,P2C_depth_x.1,P3C_depth_x.1,depth_x.1,P2C_y.1,P3C_y.1,P2C_depth_y.1,P3C_depth_y.1,depth_y.1,P2C_x,P3C_x,P2C_depth_x,P3C_depth_x,depth_x,P2C_y,P3C_y,P2C_depth_y,P3C_depth_y,depth_y,P2C,P3C,P2C_depth,P3C_depth,depth
2022-08-03 18:02:00,0.0,,,8.124,5.19,0.0,,99,73.25,9.67,2723.150587,2724.223071,14.15868,23.5071,23.5071,2723.150587,2724.223071,14.15868,23.5071,23.5071,2723.150587,2724.223071,14.15868,23.5071,23.5071,2723.1505868,2724.223071,14.158679999991364,23.507100000006176,23.507100000006176,2723.1505868,2724.223071,14.158679999991364,23.507100000006176,23.507100000006176,2723.1505868,2724.223071,14.158679999991364,23.507100000006176,23.507100000006176,2723.1505868,2724.223071,14.158679999991364,23.507100000006176,23.507100000006176
2022-08-03 18:17:00,0.0,0.0286331,0.0446562,8.073,,,0.08,100,71.72,9.15,2723.148057,2724.222057,13.9057,23.4057,23.4057,2723.148057,2724.222057,13.9057,23.4057,23.4057,2723.148057,2724.222057,13.9057,23.4057,23.4057,2723.148057,2724.222057,13.90569999998661,23.405700000012075,23.405700000012075,2723.148057,2724.222057,13.90569999998661,23.405700000012075,23.405700000012075,2723.148057,2724.222057,13.90569999998661,23.405700000012075,23.405700000012075,2723.148057,2724.222057,13.90569999998661,23.405700000012075,23.405700000012075
2022-08-03 18:32:00,0.0,,,,,,,-,70.25,8.46,2723.147824,2724.22159,13.88238,23.35904667,23.35904667,2723.147824,2724.22159,13.88238,23.35904667,23.35904667,2723.147824,2724.22159,13.88238,23.35904667,23.35904667,2723.1478238,2724.221590466667,13.882379999995464,23.359046666701037,23.359046666701037,2723.1478238,2724.221590466667,13.882379999995464,23.359046666701037,23.359046666701037,2723.1478238,2724.221590466667,13.882379999995464,23.359046666701033,23.359046666701033,2723.1478238,2724.221590466667,13.882379999995464,23.359046666701033,23.359046666701033
2022-08-03 18:47:00,0.0,,,,,,,-,68.88,8.09,2723.146231,2724.218325,13.72306667,23.03248,23.03248,2723.146231,2724.218325,13.72306667,23.03248,23.03248,2723.146231,2724.218325,13.72306667,23.03248,23.03248,2723.1462306666667,2724.2183248,13.723066666671002,23.032480000028954,23.032480000028954,2723.1462306666667,2724.2183248,13.723066666671002,23.032480000028954,23.032480000028954,2723.1462306666667,2724.2183248,13.723066666671002,23.032480000028954,23.032480000028954,2723.1462306666667,2724.2183248,13.723066666671002,23.032480000028954,23.032480000028954
2022-08-03 19:02:00,0.0,,,8.128,5.459,0.0,,101,67.64,7.62,2723.145573,2724.21681,13.65733333,22.88103333,22.88103333,2723.145573,2724.21681,13.65733333,22.88103333,22.88103333,2723.145573,2724.21681,13.65733333,22.88103333,22.88103333,2723.145573333333,2724.2168103333333,13.65733333332173,22.881033333351297,22.881033333351297,2723.145573333333,2724.2168103333333,13.65733333332173,22.881033333351297,22.881033333351297,2723.1455733333332,2724.2168103333333,13.65733333332173,22.881033333351297,22.881033333351297,2723.1455733333332,2724.2168103333333,13.65733333332173,22.881033333351297,22.881033333351297
2022-08-03 19:17:00,0.0,,,,,,,-,66.48,7.48,2723.144335,2724.21643,13.53348,22.84298,22.84298,2723.144335,2724.21643,13.53348,22.84298,22.84298,2723.144335,2724.21643,13.53348,22.84298,22.84298,2723.1443348000003,2724.2164298,13.5334800000237,22.84298000004128,22.84298000004128,2723.1443348000003,2724.2164298,13.5334800000237,22.84298000004128,22.84298000004128,2723.1443348000003,2724.2164298000002,13.533480000023701,22.84298000004128,22.84298000004128,2723.1443348000003,2724.2164298000002,13.533480000023701,22.84298000004128,22.84298000004128
2022-08-03 19:32:00,0.0,,,,,,,-,65.37,7.17,2723.142818,2724.213667,13.38176667,22.56666667,22.56666667,2723.142818,2724.213667,13.38176667,22.56666667,22.56666667,2723.142818,2724.213667,13.38176667,22.56666667,22.56666667,2723.142817666667,2724.213666666667,13.38176666668005,22.56666666671663,22.56666666671663,2723.142817666667,2724.213666666667,13.38176666668005,22.56666666671663,22.56666666671663,2723.142817666667,2724.213666666667,13.38176666668005,22.56666666671663,22.56666666671663,2723.142817666667,2724.213666666667,13.38176666668005,22.56666666671663,22.56666666671663
2022-08-03 19:47:00,0.0,,,,,,,-,64.4,6.96,2723.142576,2724.21215,13.35756667,22.415,22.415,2723.142576,2724.21215,13.35756667,22.415,22.415,2723.142576,2724.21215,13.35756667,22.415,22.415,2723.1425756666667,2724.21215,13.357566666672938,22.415000000000877,22.415000000000877,2723.1425756666667,2724.21215,13.357566666672938,22.415000000000877,22.415000000000877,2723.1425756666667,2724.21215,13.357566666672938,22.415000000000873,22.415000000000873,2723.1425756666667,2724.21215,13.357566666672938,22.415000000000873,22.415000000000873
2022-08-03 20:02:00,0.0,,,,,,,-,63.04,6.62,2723.141292,2724.21215,13.22923333,22.415,22.415,2723.141292,2724.21215,13.22923333,22.415,22.415,2723.141292,2724.21215,13.22923333,22.415,22.415,2723.141292333333,2724.21215,13.229233333322554,22.415000000000877,22.415000000000877,2723.141292333333,2724.21215,13.229233333322554,22.415000000000877,22.415000000000877,2723.1412923333332,2724.21215,13.229233333322554,22.415000000000873,22.415000000000873,2723.1412923333332,2724.21215,13.229233333322554,22.415000000000873,22.415000000000873
2022-08-03 20:17:00,0.0,,,,,,,-,60.99,6.49,2723.142653,2724.211761,13.3653,22.37608,22.37608,2723.142653,2724.211761,13.3653,22.37608,22.37608,2723.142653,2724.211761,13.3653,22.37608,22.37608,2723.142653,2724.2117608,13.365299999986746,22.37608000000364,22.37608000000364,2723.142653,2724.2117608,13.365299999986746,22.37608000000364,22.37608000000364,2723.142653,2724.2117608,13.365299999986746,22.37608000000364,22.37608000000364,2723.142653,2724.2117608,13.365299999986746,22.37608000000364,22.37608000000364
2022-08-03 20:32:00,0.0,,,,,,,-,61.34,6.28,2723.141406,2724.208998,13.24058,22.09978,22.09978,2723.141406,2724.208998,13.24058,22.09978,22.09978,2723.141406,2724.208998,13.24058,22.09978,22.09978,2723.1414058,2724.2089978,13.2405800000015,22.09978000000774,22.09978000000774,2723.1414058,2724.2089978,13.2405800000015,22.09978000000774,22.09978000000774,2723.1414058,2724.2089978,13.2405800000015,22.09978000000774,22.09978000000774,2723.1414058,2724.2089978,13.2405800000015,22.09978000000774,22.09978000000774
2022-08-03 20:47:00,0.0,,,,,,,-,60.36,6.05,2723.139891,2724.207249,13.08913333,21.92488,21.92488,2723.139891,2724.207249,13.08913333,21.92488,21.92488,2723.139891,2724.207249,13.08913333,21.92488,21.92488,2723.1398913333333,2724.2072488,13.089133333323844,21.924880000005945,21.924880000005945,2723.1398913333333,2724.2072488,13.089133333323844,21.924880000005945,21.924880000005945,2723.1398913333333,2724.2072488,13.089133333323844,21.924880000005942,21.924880000005942,2723.1398913333333,2724.2072488,13.089133333323844,21.924880000005942,21.924880000005942
