Time,T1,PT1,T2,T3,T4,PT2
2021-07-24 10:45:00,16.96,18.23,18.08,18.65,19.02,19.71
2021-07-24 11:00:00,17.08,18.25,18.08,18.65,19.02,19.69
2021-07-24 11:15:00,17.21,18.29,18.08,18.58,18.96,19.67
2021-07-24 11:30:00,17.4,18.35,18.08,18.65,18.96,19.66
2021-07-24 11:45:00,17.58,18.43,18.08,18.65,18.96,19.68
2021-07-24 12:00:00,17.71,18.51,18.15,18.58,18.9,19.63
2021-07-24 12:15:00,17.96,18.6,18.21,18.65,18.96,19.67
2021-07-24 12:30:00,18.08,18.71,18.27,18.65,18.96,19.7
2021-07-24 12:45:00,18.33,18.84,18.33,18.71,19.02,19.71
2021-07-24 13:00:00,18.52,18.96,18.4,18.77,19.02,19.75
2021-07-24 13:15:00,18.77,19.1,18.52,18.83,19.02,19.78
2021-07-24 13:30:00,18.96,19.25,18.58,18.83,19.08,19.81
2021-07-24 13:45:00,19.21,19.41,18.71,18.96,19.15,19.85
2021-07-24 14:00:00,19.4,19.56,18.83,19.02,19.15,19.88
2021-07-24 14:15:00,19.65,19.72,18.96,19.08,19.21,19.93
2021-07-24 14:30:00,19.9,19.89,19.08,19.15,19.27,19.98
2021-07-24 14:45:00,20.08,20.06,19.21,19.27,19.33,20.03
2021-07-24 15:00:00,20.4,20.24,19.33,19.33,19.4,20.09
2021-07-24 15:15:00,20.58,20.42,19.46,19.46,19.46,20.13
2021-07-24 15:30:00,20.83,20.6,19.58,19.52,19.52,20.2
2021-07-24 15:45:00,21.08,20.78,19.77,19.65,19.58,20.25
2021-07-24 16:00:00,21.33,20.98,19.9,19.71,19.71,20.29
2021-07-24 16:15:00,21.65,21.18,20.08,19.83,19.77,20.36
2021-07-24 16:30:00,21.9,21.39,20.21,19.96,19.83,20.42
2021-07-24 16:45:00,22.15,21.6,20.4,20.08,19.9,20.46
2021-07-24 17:00:00,22.46,21.83,20.58,20.21,20.02,20.53
2021-07-24 17:15:00,22.71,22.04,20.77,20.27,20.08,20.6
2021-07-24 17:30:00,22.96,22.27,20.96,20.46,20.15,20.66
2021-07-24 17:45:00,23.21,22.49,21.15,20.58,20.27,20.73
2021-07-24 18:00:00,23.46,22.7,21.33,20.71,20.4,20.79
2021-07-24 18:15:00,23.71,22.91,21.52,20.83,20.46,20.87
2021-07-24 18:30:00,23.9,23.11,21.65,20.96,20.52,20.93
2021-07-24 18:45:00,24.08,23.3,21.83,21.08,20.65,21.0
2021-07-24 19:00:00,24.21,23.47,22.02,21.21,20.77,21.07
2021-07-24 19:15:00,24.33,23.62,22.15,21.33,20.83,21.14
2021-07-24 19:30:00,24.46,23.76,22.27,21.46,20.9,21.21
2021-07-24 19:45:00,24.58,23.9,22.4,21.58,20.96,21.26
2021-07-24 20:00:00,24.65,24.02,22.52,21.65,21.02,21.32
2021-07-24 20:15:00,24.71,24.14,22.77,21.96,21.33,21.48
2021-07-24 20:30:00,24.77,24.24,22.83,22.08,21.52,21.73
2021-07-24 20:45:00,24.83,24.31,22.96,22.15,21.58,21.85
2021-07-24 21:00:00,24.9,24.41,23.02,22.21,21.65,21.92
2021-07-24 21:15:00,24.9,24.49,23.08,22.27,21.71,21.97
2021-07-24 21:30:00,24.96,24.55,23.15,22.4,21.77,22.02
2021-07-24 21:45:00,24.9,24.61,23.27,22.4,21.83,22.07
2021-07-24 22:00:00,24.9,24.65,23.33,22.46,21.9,22.11
2021-07-24 22:15:00,24.83,24.67,23.33,22.52,21.9,22.15
2021-07-24 22:30:00,24.77,24.69,23.4,22.58,21.9,22.17
2021-07-24 22:45:00,24.71,24.7,23.4,22.58,21.96,22.21
2021-07-24 23:00:00,24.65,24.69,23.46,22.65,21.96,22.23
2021-07-24 23:15:00,24.52,24.67,23.46,22.65,22.02,22.25
2021-07-24 23:30:00,24.46,24.65,23.46,22.65,22.02,22.27
2021-07-24 23:45:00,24.33,24.62,23.46,22.65,22.02,22.28
2021-07-25 00:00:00,24.21,24.58,23.4,22.65,22.02,22.27
2021-07-25 00:15:00,24.08,24.52,23.4,22.65,22.02,22.27
2021-07-25 00:30:00,23.9,24.45,23.33,22.65,22.02,22.27
2021-07-25 00:45:00,23.77,24.38,23.33,22.65,22.02,22.26
2021-07-25 01:00:00,23.58,24.3,23.27,22.65,21.96,22.27
2021-07-25 01:15:00,23.46,24.22,23.21,22.58,21.96,22.27
2021-07-25 01:30:00,23.27,24.12,23.15,22.58,22.02,22.29
2021-07-25 01:45:00,23.08,24.02,23.08,22.52,21.96,22.29
2021-07-25 02:00:00,22.96,23.91,23.02,22.52,21.96,22.28
2021-07-25 02:15:00,22.77,23.8,22.96,22.46,21.96,22.28
2021-07-25 02:30:00,22.58,23.68,22.9,22.4,21.9,22.26
2021-07-25 02:45:00,22.4,23.56,22.77,22.33,21.9,22.23
2021-07-25 03:00:00,22.21,23.44,22.71,22.27,21.77,22.2
2021-07-25 03:15:00,22.02,23.31,22.58,22.21,21.77,22.17
2021-07-25 03:30:00,21.9,23.17,22.46,22.15,21.71,22.14
2021-07-25 03:45:00,21.71,23.04,22.4,22.08,21.65,22.1
2021-07-25 04:00:00,21.52,22.9,22.27,22.02,21.65,22.07
2021-07-25 04:15:00,21.33,22.77,22.15,21.9,21.52,22.03
2021-07-25 04:30:00,21.15,22.64,22.08,21.83,21.52,21.98
2021-07-25 04:45:00,21.02,22.49,21.96,21.77,21.46,21.93
2021-07-25 05:00:00,20.83,22.36,21.83,21.71,21.4,21.89
2021-07-25 05:15:00,20.65,22.22,21.71,21.58,21.33,21.84
2021-07-25 05:30:00,20.52,22.08,21.58,21.52,21.27,21.8
2021-07-25 05:45:00,20.33,21.94,21.46,21.4,21.21,21.76
2021-07-25 06:00:00,20.15,21.81,21.33,21.33,21.15,21.71
2021-07-25 06:15:00,19.96,21.67,21.21,21.21,21.08,21.66
2021-07-25 06:30:00,19.83,21.54,21.15,21.15,21.02,21.61
2021-07-25 06:45:00,19.65,21.4,21.02,21.08,20.9,21.56
2021-07-25 07:00:00,19.46,21.26,20.9,20.96,20.83,21.51
2021-07-25 07:15:00,19.33,21.12,20.77,20.9,20.77,21.45
2021-07-25 07:30:00,19.15,20.99,20.65,20.77,20.71,21.4
2021-07-25 07:45:00,19.02,20.85,20.52,20.71,20.65,21.34
2021-07-25 08:00:00,18.9,20.71,20.4,20.58,20.58,21.28
2021-07-25 08:15:00,18.71,20.57,20.27,20.52,20.46,21.23
2021-07-25 08:30:00,18.58,20.44,20.15,20.4,20.4,21.17
2021-07-25 08:45:00,18.46,20.31,20.08,20.33,20.33,21.11
2021-07-25 09:00:00,18.33,20.19,19.96,20.21,20.27,21.05
2021-07-25 09:15:00,18.27,20.09,19.83,20.15,20.21,21.0
2021-07-25 09:30:00,18.21,19.99,19.77,20.08,20.08,20.94
2021-07-25 09:45:00,18.21,19.91,19.65,19.96,20.02,20.87
2021-07-25 10:00:00,18.15,19.84,19.58,19.9,19.96,20.82
2021-07-25 10:15:00,18.21,19.77,19.52,19.83,19.9,20.77
2021-07-25 10:30:00,18.21,19.75,19.4,19.77,19.9,20.73
2021-07-25 10:45:00,18.27,19.73,19.4,19.71,19.83,20.7
2021-07-25 11:00:00,18.4,19.73,19.4,19.71,19.83,20.66
2021-07-25 11:15:00,18.46,19.74,19.33,19.65,19.77,20.63
2021-07-25 11:30:00,18.65,19.77,19.33,19.65,19.77,20.62
2021-07-25 11:45:00,18.77,19.83,19.33,19.65,19.77,20.61
2021-07-25 12:00:00,18.9,19.9,19.33,19.65,19.71,20.6
2021-07-25 12:15:00,19.08,19.97,19.4,19.65,19.77,20.6
2021-07-25 12:30:00,19.27,20.06,19.46,19.71,19.77,20.61
2021-07-25 12:45:00,19.4,20.15,19.52,19.71,19.77,20.62
2021-07-25 13:00:00,19.58,20.26,19.58,19.77,19.83,20.63
2021-07-25 13:15:00,19.77,20.37,19.65,19.83,19.83,20.67
2021-07-25 13:30:00,19.96,20.48,19.77,19.9,19.9,20.7
2021-07-25 13:45:00,20.21,20.6,19.83,19.9,19.96,20.73
2021-07-25 14:00:00,20.4,20.73,19.9,19.96,19.96,20.77
2021-07-25 14:15:00,20.65,20.87,20.02,20.02,20.02,20.81
2021-07-25 14:30:00,20.83,21.01,20.08,20.08,20.08,20.86
2021-07-25 14:45:00,21.08,21.16,20.21,20.21,20.15,20.9
2021-07-25 15:00:00,21.27,21.32,20.33,20.27,20.21,20.95
2021-07-25 15:15:00,21.52,21.48,20.46,20.33,20.27,21.0
2021-07-25 15:30:00,21.71,21.63,20.52,20.46,20.33,21.05
2021-07-25 15:45:00,21.9,21.8,20.65,20.52,20.4,21.1
2021-07-25 16:00:00,22.15,21.96,20.77,20.65,20.46,21.16
2021-07-25 16:15:00,22.33,22.13,20.96,20.71,20.52,21.21
2021-07-25 16:30:00,22.58,22.3,21.08,20.83,20.58,21.26
2021-07-25 16:45:00,22.83,22.47,21.21,20.9,20.71,21.32
2021-07-25 17:00:00,23.02,22.65,21.33,21.02,20.77,21.37
2021-07-25 17:15:00,23.27,22.83,21.52,21.15,20.83,21.44
2021-07-25 17:30:00,23.52,23.01,21.65,21.27,20.9,21.5
2021-07-25 17:45:00,23.77,23.2,21.77,21.33,21.02,21.56
2021-07-25 18:00:00,23.96,23.38,21.96,21.46,21.08,21.63
2021-07-25 18:15:00,24.21,23.56,22.15,21.58,21.21,21.7
2021-07-25 18:30:00,24.4,23.74,22.21,21.71,21.27,21.77
2021-07-25 18:45:00,24.52,23.9,22.4,21.77,21.4,21.84
2021-07-25 19:00:00,24.71,24.06,22.52,21.9,21.46,21.92
2021-07-25 19:15:00,24.83,24.21,22.71,22.02,21.58,21.99
2021-07-25 19:30:00,24.9,24.35,22.77,22.15,21.65,22.06
2021-07-25 19:45:00,25.02,24.48,22.96,22.27,21.71,22.12
2021-07-25 20:00:00,25.08,24.59,23.02,22.33,21.77,22.17
2021-07-25 20:15:00,25.15,24.69,23.15,22.33,21.83,22.22
2021-07-25 20:30:00,25.21,24.79,23.27,22.46,21.96,22.29
2021-07-25 20:45:00,25.27,24.88,23.33,22.52,22.02,22.35
2021-07-25 21:00:00,25.33,24.96,23.4,22.58,22.02,22.4
2021-07-25 21:15:00,25.33,25.03,23.52,22.65,22.08,22.45
2021-07-25 21:30:00,25.33,25.11,23.58,22.77,22.15,22.5
2021-07-25 21:45:00,25.33,25.16,23.65,22.83,22.21,22.54
2021-07-25 22:00:00,25.33,25.2,23.71,22.9,22.27,22.59
2021-07-25 22:15:00,25.33,25.23,23.77,22.96,22.33,22.66
2021-07-25 22:30:00,25.27,25.26,23.83,23.02,22.4,22.71
2021-07-25 22:45:00,25.21,25.27,23.83,22.96,22.4,22.74
2021-07-25 23:00:00,25.15,25.27,23.9,23.02,22.4,22.74
2021-07-25 23:15:00,25.08,25.26,23.9,22.96,22.46,22.75
2021-07-25 23:30:00,24.96,25.24,23.9,23.02,22.46,22.76
2021-07-25 23:45:00,24.9,25.22,23.9,23.02,22.46,22.77
2021-07-26 00:00:00,24.77,25.19,23.83,23.02,22.46,22.79
2021-07-26 00:15:00,24.65,25.15,23.83,23.02,22.46,22.8
2021-07-26 00:30:00,24.52,25.1,23.83,23.08,22.46,22.8
2021-07-26 00:45:00,24.4,25.04,23.83,23.02,22.46,22.8
2021-07-26 01:00:00,24.21,24.97,23.77,23.08,22.46,22.81
2021-07-26 01:15:00,24.08,24.89,23.77,23.08,22.46,22.81
2021-07-26 01:30:00,23.9,24.81,23.71,23.02,22.46,22.81
2021-07-26 01:45:00,23.77,24.72,23.65,22.96,22.46,22.8
2021-07-26 02:00:00,23.58,24.62,23.58,22.96,22.4,22.79
2021-07-26 02:15:00,23.46,24.52,23.52,22.9,22.4,22.77
2021-07-26 02:30:00,23.27,24.42,23.46,22.9,22.4,22.76
2021-07-26 02:45:00,23.08,24.31,23.4,22.83,22.33,22.74
2021-07-26 03:00:00,22.96,24.2,23.33,22.77,22.33,22.72
2021-07-26 03:15:00,22.77,24.09,23.21,22.77,22.27,22.7
2021-07-26 03:30:00,22.65,23.98,23.15,22.71,22.21,22.67
2021-07-26 03:45:00,22.46,23.86,23.02,22.65,22.21,22.65
2021-07-26 04:00:00,22.27,23.75,22.96,22.58,22.15,22.62
2021-07-26 04:15:00,22.15,23.63,22.9,22.52,22.08,22.6
2021-07-26 04:30:00,21.96,23.51,22.77,22.46,22.08,22.57
2021-07-26 04:45:00,21.83,23.4,22.71,22.4,22.02,22.54
2021-07-26 05:00:00,21.65,23.27,22.58,22.33,21.96,22.5
2021-07-26 05:15:00,21.46,23.14,22.46,22.27,21.9,22.47
2021-07-26 05:30:00,21.33,23.0,22.4,22.21,21.9,22.43
2021-07-26 05:45:00,21.15,22.87,22.21,22.15,21.83,22.39
2021-07-26 06:00:00,20.96,22.76,22.15,22.08,21.71,22.35
2021-07-26 06:15:00,20.83,22.63,22.08,21.96,21.71,22.31
2021-07-26 06:30:00,20.65,22.51,21.96,21.9,21.65,22.27
2021-07-26 06:45:00,20.52,22.37,21.83,21.83,21.58,22.23
2021-07-26 07:00:00,20.33,22.26,21.77,21.71,21.52,22.18
2021-07-26 07:15:00,20.15,22.13,21.65,21.65,21.46,22.14
2021-07-26 07:30:00,20.02,22.01,21.52,21.58,21.4,22.09
2021-07-26 07:45:00,19.9,21.88,21.4,21.52,21.33,22.04
2021-07-26 08:00:00,19.77,21.75,21.33,21.4,21.27,22.0
2021-07-26 08:15:00,19.65,21.63,21.21,21.33,21.21,21.95
2021-07-26 08:30:00,19.46,21.5,21.08,21.27,21.15,21.9
2021-07-26 08:45:00,19.33,21.37,20.96,21.15,21.08,21.85
2021-07-26 09:00:00,19.27,21.25,20.83,21.08,20.96,21.8
2021-07-26 09:15:00,19.21,21.15,20.77,21.02,20.9,21.75
2021-07-26 09:30:00,19.15,21.05,20.65,20.96,20.9,21.7
2021-07-26 09:45:00,19.15,20.97,20.58,20.83,20.77,21.66
2021-07-26 10:00:00,19.15,20.91,20.52,20.83,20.77,21.62
2021-07-26 10:15:00,19.15,20.87,20.46,20.71,20.71,21.58
2021-07-26 10:30:00,19.21,20.83,20.4,20.71,20.65,21.55
2021-07-26 10:45:00,19.27,20.81,20.33,20.65,20.65,21.51
2021-07-26 11:00:00,19.27,20.79,20.33,20.58,20.58,21.48
2021-07-26 11:15:00,19.21,20.77,20.33,20.58,20.52,21.46
2021-07-26 11:30:00,19.08,20.73,20.27,20.52,20.52,21.44
2021-07-26 11:45:00,19.02,20.67,20.21,20.52,20.52,21.41
2021-07-26 12:00:00,19.02,20.59,20.15,20.46,20.46,21.39
2021-07-26 12:15:00,19.02,20.55,20.08,20.4,20.4,21.36
2021-07-26 12:30:00,18.96,20.52,20.02,20.4,20.4,21.33
2021-07-26 12:45:00,18.96,20.5,20.02,20.33,20.33,21.31
2021-07-26 13:00:00,19.02,20.48,19.96,20.27,20.33,21.28
2021-07-26 13:15:00,18.96,20.46,19.96,20.27,20.33,21.26
2021-07-26 13:30:00,18.96,20.43,19.9,20.21,20.27,21.24
2021-07-26 13:45:00,19.02,20.41,19.83,20.21,20.27,21.22
2021-07-26 14:00:00,19.02,20.41,19.83,20.15,20.21,21.19
2021-07-26 14:15:00,19.02,20.4,19.83,20.15,20.21,21.18
2021-07-26 14:30:00,19.08,20.4,19.83,20.15,20.21,21.16
2021-07-26 14:45:00,19.15,20.4,19.77,20.08,20.15,21.15
2021-07-26 15:00:00,19.15,20.41,19.77,20.08,20.15,21.14
2021-07-26 15:15:00,19.21,20.42,19.77,20.08,20.15,21.13
2021-07-26 15:30:00,19.21,20.43,19.77,20.08,20.15,21.12
2021-07-26 15:45:00,19.21,20.44,19.77,20.02,20.08,21.11
2021-07-26 16:00:00,19.33,20.45,19.77,20.02,20.08,21.1
2021-07-26 16:15:00,19.33,20.47,19.77,20.02,20.08,21.09
2021-07-26 16:30:00,19.4,20.49,19.77,20.02,20.08,21.08
2021-07-26 16:45:00,19.46,20.51,19.83,20.02,20.08,21.08
2021-07-26 17:00:00,19.52,20.54,19.77,20.02,20.08,21.08
2021-07-26 17:15:00,19.58,20.58,19.83,20.02,20.08,21.07
2021-07-26 17:30:00,19.65,20.62,19.83,20.02,20.08,21.08
2021-07-26 17:45:00,19.71,20.66,19.9,20.02,20.08,21.08
2021-07-26 18:00:00,19.77,20.69,19.9,20.02,20.08,21.09
2021-07-26 18:15:00,19.77,20.72,19.9,20.08,20.08,21.09
2021-07-26 18:30:00,19.83,20.76,19.96,20.08,20.08,21.1
2021-07-26 18:45:00,19.9,20.79,19.96,20.08,20.15,21.1
2021-07-26 19:00:00,19.9,20.81,19.96,20.08,20.15,21.11
2021-07-26 19:15:00,19.96,20.85,19.96,20.08,20.15,21.12
2021-07-26 19:30:00,20.08,20.88,20.02,20.15,20.15,21.13
2021-07-26 19:45:00,20.08,20.92,20.02,20.15,20.15,21.13
2021-07-26 20:00:00,20.15,20.96,20.08,20.15,20.15,21.14
2021-07-26 20:15:00,20.21,20.98,20.08,20.15,20.15,21.15
2021-07-26 20:30:00,20.21,21.02,20.15,20.15,20.21,21.16
2021-07-26 20:45:00,20.21,21.04,20.15,20.21,20.21,21.17
2021-07-26 21:00:00,20.21,21.06,20.15,20.21,20.21,21.18
2021-07-26 21:15:00,20.21,21.08,20.15,20.21,20.21,21.18
2021-07-26 21:30:00,20.21,21.1,20.15,20.21,20.21,21.19
2021-07-26 21:45:00,20.21,21.11,20.21,20.21,20.21,21.19
2021-07-26 22:00:00,20.21,21.12,20.21,20.21,20.21,21.2
2021-07-26 22:15:00,20.21,21.13,20.21,20.21,20.21,21.2
2021-07-26 22:30:00,20.15,21.13,20.21,20.21,20.21,21.21
2021-07-26 22:45:00,20.15,21.13,20.21,20.21,20.27,21.21
2021-07-26 23:00:00,20.15,21.13,20.21,20.21,20.21,21.2
2021-07-26 23:15:00,20.15,21.12,20.21,20.21,20.27,21.21
2021-07-26 23:30:00,20.08,21.12,20.21,20.21,20.21,21.2
2021-07-26 23:45:00,20.08,21.12,20.21,20.21,20.21,21.2
2021-07-27 00:00:00,20.08,21.11,20.21,20.21,20.21,21.2
2021-07-27 00:15:00,20.02,21.1,20.21,20.21,20.21,21.2
2021-07-27 00:30:00,19.96,21.09,20.21,20.21,20.21,21.19
2021-07-27 00:45:00,19.96,21.07,20.15,20.21,20.21,21.19
2021-07-27 01:00:00,19.9,21.05,20.15,20.21,20.21,21.18
2021-07-27 01:15:00,19.83,21.02,20.15,20.15,20.21,21.18
2021-07-27 01:30:00,19.83,21.0,20.15,20.15,20.21,21.17
2021-07-27 01:45:00,19.71,20.96,20.08,20.15,20.15,21.16
2021-07-27 02:00:00,19.65,20.93,20.08,20.15,20.15,21.15
2021-07-27 02:15:00,19.58,20.88,20.02,20.08,20.15,21.14
2021-07-27 02:30:00,19.52,20.84,20.02,20.08,20.08,21.13
2021-07-27 02:45:00,19.4,20.79,19.96,20.08,20.08,21.11
2021-07-27 03:00:00,19.33,20.75,19.96,20.02,20.08,21.09
2021-07-27 03:15:00,19.27,20.7,19.9,19.96,20.02,21.08
2021-07-27 03:30:00,19.15,20.65,19.9,19.96,20.02,21.06
2021-07-27 03:45:00,19.08,20.6,19.83,19.96,19.96,21.04
2021-07-27 04:00:00,18.96,20.54,19.77,19.9,19.96,21.02
2021-07-27 04:15:00,18.9,20.46,19.71,19.83,19.96,21.0
2021-07-27 04:30:00,18.77,20.39,19.65,19.83,19.9,20.97
2021-07-27 04:45:00,18.71,20.32,19.58,19.77,19.83,20.95
2021-07-27 05:00:00,18.58,20.26,19.58,19.71,19.83,20.92
2021-07-27 05:15:00,18.52,20.18,19.52,19.71,19.77,20.9
2021-07-27 05:30:00,18.46,20.12,19.46,19.65,19.71,20.87
2021-07-27 05:45:00,18.33,20.05,19.4,19.58,19.71,20.84
2021-07-27 06:00:00,18.27,19.97,19.33,19.52,19.65,20.81
2021-07-27 06:15:00,18.21,19.9,19.21,19.52,19.65,20.78
2021-07-27 06:30:00,18.08,19.83,19.21,19.46,19.58,20.74
2021-07-27 06:45:00,18.02,19.76,19.15,19.46,19.58,20.71
2021-07-27 07:00:00,17.96,19.69,19.08,19.4,19.52,20.69
2021-07-27 07:15:00,17.83,19.63,19.02,19.33,19.46,20.66
2021-07-27 07:30:00,17.71,19.55,18.9,19.27,19.46,20.62
2021-07-27 07:45:00,17.65,19.47,18.9,19.21,19.4,20.59
2021-07-27 08:00:00,17.58,19.4,18.83,19.21,19.33,20.56
2021-07-27 08:15:00,17.52,19.33,18.77,19.08,19.27,20.53
2021-07-27 08:30:00,17.46,19.27,18.71,19.08,19.27,20.49
2021-07-27 08:45:00,17.4,19.19,18.65,19.02,19.21,20.46
2021-07-27 09:00:00,17.4,19.15,18.58,18.96,19.21,20.43
2021-07-27 09:15:00,17.33,19.1,18.52,18.96,19.15,20.41
2021-07-27 09:30:00,17.4,19.07,18.46,18.9,19.15,20.37
2021-07-27 09:45:00,17.4,19.04,18.46,18.83,19.08,20.35
2021-07-27 10:00:00,17.46,19.02,18.46,18.83,19.08,20.33
2021-07-27 10:15:00,17.52,19.02,18.4,18.83,19.02,20.32
2021-07-27 10:30:00,17.58,19.02,18.4,18.77,19.02,20.29
2021-07-27 10:45:00,17.65,19.04,18.33,18.77,19.02,20.29
2021-07-27 11:00:00,17.65,19.05,18.33,18.77,19.02,20.29
2021-07-27 11:15:00,17.71,19.07,18.33,18.77,19.02,20.28
2021-07-27 11:30:00,17.65,19.08,18.4,18.77,18.96,20.27
2021-07-27 11:45:00,17.65,19.07,18.33,18.71,18.96,20.25
2021-07-27 12:00:00,17.65,19.06,18.33,18.71,18.96,20.23
2021-07-27 12:15:00,17.58,19.05,18.33,18.71,18.9,20.21
2021-07-27 12:30:00,17.65,19.04,18.27,18.71,18.9,20.2
2021-07-27 12:45:00,17.71,19.04,18.27,18.65,18.9,20.19
2021-07-27 13:00:00,17.71,19.05,18.27,18.65,18.9,20.18
2021-07-27 13:15:00,17.83,19.06,18.27,18.65,18.9,20.18
2021-07-27 13:30:00,18.08,19.1,18.27,18.65,18.9,20.17
2021-07-27 13:45:00,18.33,19.18,18.33,18.65,18.9,20.17
2021-07-27 14:00:00,18.65,19.29,18.4,18.71,18.9,20.18
2021-07-27 14:15:00,18.83,19.42,18.46,18.71,18.96,20.19
2021-07-27 14:30:00,19.08,19.56,18.58,18.77,18.96,20.21
2021-07-27 14:45:00,19.21,19.69,18.65,18.83,19.02,20.24
2021-07-27 15:00:00,19.27,19.79,18.71,18.9,19.02,20.27
2021-07-27 15:15:00,19.4,19.88,18.77,18.96,19.08,20.29
2021-07-27 15:30:00,19.58,19.98,18.83,18.96,19.15,20.33
2021-07-27 15:45:00,19.71,20.08,18.96,19.02,19.15,20.35
2021-07-27 16:00:00,19.96,20.18,19.02,19.08,19.21,20.37
2021-07-27 16:15:00,20.15,20.31,19.08,19.15,19.21,20.41
2021-07-27 16:30:00,20.27,20.43,19.21,19.15,19.27,20.43
2021-07-27 16:45:00,20.4,20.55,19.27,19.27,19.33,20.46
2021-07-27 17:00:00,20.46,20.66,19.4,19.27,19.33,20.49
2021-07-27 17:15:00,20.46,20.75,19.46,19.4,19.4,20.52
2021-07-27 17:30:00,20.4,20.81,19.52,19.4,19.46,20.54
2021-07-27 17:45:00,20.46,20.86,19.58,19.46,19.46,20.58
2021-07-27 18:00:00,20.52,20.91,19.65,19.52,19.52,20.6
2021-07-27 18:15:00,20.58,20.96,19.65,19.52,19.52,20.62
2021-07-27 18:30:00,20.71,21.03,19.71,19.58,19.58,20.63
2021-07-27 18:45:00,20.77,21.09,19.77,19.58,19.58,20.65
2021-07-27 19:00:00,20.9,21.16,19.83,19.65,19.58,20.67
2021-07-27 19:15:00,20.96,21.23,19.9,19.71,19.65,20.69
2021-07-27 19:30:00,21.08,21.31,19.96,19.71,19.65,20.71
2021-07-27 19:45:00,21.15,21.38,20.02,19.77,19.71,20.73
2021-07-27 20:00:00,21.21,21.45,20.08,19.83,19.77,20.76
2021-07-27 20:15:00,21.33,21.51,20.15,19.9,19.77,20.78
2021-07-27 20:30:00,21.4,21.58,20.21,19.9,19.77,20.79
2021-07-27 20:45:00,21.4,21.64,20.27,19.96,19.83,20.82
2021-07-27 21:00:00,21.46,21.7,20.27,19.96,19.83,20.84
2021-07-27 21:15:00,21.52,21.76,20.4,20.02,19.9,20.86
2021-07-27 21:30:00,21.58,21.81,20.46,20.08,19.96,20.87
2021-07-27 21:45:00,21.58,21.86,20.46,20.08,19.96,20.88
2021-07-27 22:00:00,21.58,21.9,20.52,20.15,19.96,20.91
