Time,,T1,TopTemperature,T2,T3,T4,BottomTemperature,
1626110100,7/12/2021 5:15,,3.07E-06,7.03E-07,3.26E-07,6.73E-07,-1.65E-07,
1626111000,7/12/2021 5:30,,3.07E-06,7.02E-07,3.27E-07,6.70E-07,-1.63E-07,
1626111900,7/12/2021 5:45,,3.07E-06,7.02E-07,3.28E-07,6.66E-07,-1.60E-07,
1626112800,7/12/2021 6:00,,3.06E-06,7.01E-07,3.29E-07,6.62E-07,-1.57E-07,
1626113700,7/12/2021 6:15,,3.06E-06,7.01E-07,3.30E-07,6.58E-07,-1.55E-07,
1626114600,7/12/2021 6:30,,3.06E-06,7.01E-07,3.31E-07,6.54E-07,-1.52E-07,
1626115500,7/12/2021 6:45,,3.06E-06,7.00E-07,3.31E-07,6.50E-07,-1.50E-07,
1626116400,7/12/2021 7:00,,3.05E-06,7.00E-07,3.32E-07,6.46E-07,-1.48E-07,
1626117300,7/12/2021 7:15,,3.05E-06,7.00E-07,3.33E-07,6.42E-07,-1.45E-07,
1626118200,7/12/2021 7:30,,3.05E-06,6.99E-07,3.34E-07,6.37E-07,-1.43E-07,
1626119100,7/12/2021 7:45,,3.05E-06,6.99E-07,3.35E-07,6.33E-07,-1.41E-07,
1626120000,7/12/2021 8:00,,3.05E-06,6.99E-07,3.36E-07,6.28E-07,-1.39E-07,
1626120900,7/12/2021 8:15,,3.04E-06,6.99E-07,3.37E-07,6.24E-07,-1.37E-07,
1626121800,7/12/2021 8:30,,3.04E-06,6.98E-07,3.38E-07,6.19E-07,-1.35E-07,
1626122700,7/12/2021 8:45,,3.04E-06,6.98E-07,3.38E-07,6.14E-07,-1.34E-07,
1626123600,7/12/2021 9:00,,3.03E-06,6.98E-07,3.39E-07,6.09E-07,-1.32E-07,
1626124500,7/12/2021 9:15,,3.03E-06,6.98E-07,3.40E-07,6.05E-07,-1.31E-07,
1626125400,7/12/2021 9:30,,3.03E-06,6.97E-07,3.41E-07,5.99E-07,-1.30E-07,
1626126300,7/12/2021 9:45,,3.02E-06,6.97E-07,3.42E-07,5.94E-07,-1.29E-07,
1626127200,7/12/2021 10:00,,3.02E-06,6.97E-07,3.43E-07,5.89E-07,-1.28E-07,
1626128100,7/12/2021 10:15,,3.02E-06,6.96E-07,3.43E-07,5.84E-07,-1.27E-07,
1626129000,7/12/2021 10:30,,3.01E-06,6.96E-07,3.44E-07,5.79E-07,-1.27E-07,
1626129900,7/12/2021 10:45,,3.01E-06,6.95E-07,3.45E-07,5.74E-07,-1.27E-07,
1626130800,7/12/2021 11:00,,3.01E-06,6.94E-07,3.46E-07,5.68E-07,-1.27E-07,
1626131700,7/12/2021 11:15,,3.00E-06,6.94E-07,3.47E-07,5.63E-07,-1.27E-07,
1626132600,7/12/2021 11:30,,3.00E-06,6.93E-07,3.47E-07,5.57E-07,-1.28E-07,
1626133500,7/12/2021 11:45,,2.99E-06,6.92E-07,3.48E-07,5.52E-07,-1.28E-07,
1626134400,7/12/2021 12:00,,2.99E-06,6.91E-07,3.49E-07,5.47E-07,-1.29E-07,
1626135300,7/12/2021 12:15,,2.98E-06,6.90E-07,3.50E-07,5.41E-07,-1.31E-07,
1626136200,7/12/2021 12:30,,2.98E-06,6.89E-07,3.50E-07,5.36E-07,-1.32E-07,
1626137100,7/12/2021 12:45,,2.97E-06,6.87E-07,3.51E-07,5.30E-07,-1.34E-07,
1626138000,7/12/2021 13:00,,2.97E-06,6.86E-07,3.52E-07,5.25E-07,-1.35E-07,
1626138900,7/12/2021 13:15,,2.97E-06,6.84E-07,3.53E-07,5.20E-07,-1.37E-07,
1626139800,7/12/2021 13:30,,2.96E-06,6.83E-07,3.53E-07,5.14E-07,-1.40E-07,
1626140700,7/12/2021 13:45,,2.96E-06,6.81E-07,3.54E-07,5.09E-07,-1.42E-07,
1626141600,7/12/2021 14:00,,2.95E-06,6.79E-07,3.54E-07,5.03E-07,-1.45E-07,
1626142500,7/12/2021 14:15,,2.95E-06,6.77E-07,3.55E-07,4.98E-07,-1.48E-07,
1626143400,7/12/2021 14:30,,2.94E-06,6.75E-07,3.55E-07,4.93E-07,-1.51E-07,
1626144300,7/12/2021 14:45,,2.94E-06,6.73E-07,3.56E-07,4.88E-07,-1.54E-07,
1626145200,7/12/2021 15:00,,2.93E-06,6.71E-07,3.56E-07,4.83E-07,-1.57E-07,
1626146100,7/12/2021 15:15,,2.93E-06,6.69E-07,3.57E-07,4.77E-07,-1.61E-07,
1626147000,7/12/2021 15:30,,2.93E-06,6.67E-07,3.57E-07,4.72E-07,-1.64E-07,
1626147900,7/12/2021 15:45,,2.92E-06,6.64E-07,3.57E-07,4.67E-07,-1.68E-07,
1626148800,7/12/2021 16:00,,2.92E-06,6.62E-07,3.57E-07,4.63E-07,-1.72E-07,
1626149700,7/12/2021 16:15,,2.91E-06,6.60E-07,3.58E-07,4.58E-07,-1.76E-07,
1626150600,7/12/2021 16:30,,2.91E-06,6.57E-07,3.58E-07,4.53E-07,-1.80E-07,
1626151500,7/12/2021 16:45,,2.90E-06,6.55E-07,3.58E-07,4.48E-07,-1.84E-07,
1626152400,7/12/2021 17:00,,2.90E-06,6.52E-07,3.58E-07,4.43E-07,-1.88E-07,
1626153300,7/12/2021 17:15,,2.90E-06,6.49E-07,3.57E-07,4.39E-07,-1.92E-07,
1626154200,7/12/2021 17:30,,2.89E-06,6.47E-07,3.57E-07,4.34E-07,-1.97E-07,
1626155100,7/12/2021 17:45,,2.89E-06,6.44E-07,3.57E-07,4.29E-07,-2.01E-07,
1626156000,7/12/2021 18:00,,2.89E-06,6.42E-07,3.56E-07,4.25E-07,-2.06E-07,
1626156900,7/12/2021 18:15,,2.88E-06,6.39E-07,3.56E-07,4.20E-07,-2.10E-07,
1626157800,7/12/2021 18:30,,2.88E-06,6.36E-07,3.55E-07,4.16E-07,-2.14E-07,
1626158700,7/12/2021 18:45,,2.88E-06,6.34E-07,3.55E-07,4.11E-07,-2.19E-07,
1626159600,7/12/2021 19:00,,2.87E-06,6.31E-07,3.54E-07,4.07E-07,-2.23E-07,
1626160500,7/12/2021 19:15,,2.87E-06,6.29E-07,3.54E-07,4.02E-07,-2.28E-07,
1626161400,7/12/2021 19:30,,2.87E-06,6.26E-07,3.53E-07,3.98E-07,-2.32E-07,
1626162300,7/12/2021 19:45,,2.87E-06,6.24E-07,3.52E-07,3.94E-07,-2.37E-07,
1626163200,7/12/2021 20:00,,2.86E-06,6.22E-07,3.51E-07,3.89E-07,-2.41E-07,
1626164100,7/12/2021 20:15,,2.86E-06,6.19E-07,3.50E-07,3.85E-07,-2.45E-07,
1626165000,7/12/2021 20:30,,2.86E-06,6.17E-07,3.49E-07,3.81E-07,-2.50E-07,
1626165900,7/12/2021 20:45,,2.86E-06,6.15E-07,3.48E-07,3.76E-07,-2.54E-07,
1626166800,7/12/2021 21:00,,2.85E-06,6.13E-07,3.47E-07,3.72E-07,-2.58E-07,
1626167700,7/12/2021 21:15,,2.85E-06,6.11E-07,3.46E-07,3.68E-07,-2.62E-07,
1626168600,7/12/2021 21:30,,2.85E-06,6.08E-07,3.44E-07,3.63E-07,-2.66E-07,
1626169500,7/12/2021 21:45,,2.85E-06,6.06E-07,3.43E-07,3.59E-07,-2.70E-07,
1626170400,7/12/2021 22:00,,2.85E-06,6.04E-07,3.42E-07,3.54E-07,-2.74E-07,
1626171300,7/12/2021 22:15,,2.84E-06,6.02E-07,3.40E-07,3.50E-07,-2.78E-07,
1626172200,7/12/2021 22:30,,2.84E-06,6.00E-07,3.39E-07,3.45E-07,-2.82E-07,
1626173100,7/12/2021 22:45,,2.84E-06,5.98E-07,3.37E-07,3.40E-07,-2.86E-07,
1626174000,7/12/2021 23:00,,2.84E-06,5.96E-07,3.36E-07,3.36E-07,-2.89E-07,
1626174900,7/12/2021 23:15,,2.83E-06,5.94E-07,3.34E-07,3.31E-07,-2.93E-07,
1626175800,7/12/2021 23:30,,2.83E-06,5.93E-07,3.33E-07,3.26E-07,-2.97E-07,
1626176700,7/12/2021 23:45,,2.83E-06,5.91E-07,3.31E-07,3.21E-07,-3.00E-07,
1626177600,7/13/2021 0:00,,2.83E-06,5.89E-07,3.30E-07,3.16E-07,-3.04E-07,
1626178500,7/13/2021 0:15,,2.82E-06,5.87E-07,3.28E-07,3.11E-07,-3.07E-07,
1626179400,7/13/2021 0:30,,2.82E-06,5.85E-07,3.26E-07,3.06E-07,-3.11E-07,
1626180300,7/13/2021 0:45,,2.82E-06,5.83E-07,3.25E-07,3.01E-07,-3.14E-07,
1626181200,7/13/2021 1:00,,2.82E-06,5.81E-07,3.23E-07,2.96E-07,-3.18E-07,
1626182100,7/13/2021 1:15,,2.81E-06,5.80E-07,3.22E-07,2.90E-07,-3.21E-07,
1626183000,7/13/2021 1:30,,2.81E-06,5.78E-07,3.20E-07,2.85E-07,-3.24E-07,
1626183900,7/13/2021 1:45,,2.81E-06,5.76E-07,3.19E-07,2.80E-07,-3.27E-07,
1626184800,7/13/2021 2:00,,2.81E-06,5.75E-07,3.17E-07,2.75E-07,-3.30E-07,
1626185700,7/13/2021 2:15,,2.80E-06,5.73E-07,3.16E-07,2.69E-07,-3.33E-07,
1626186600,7/13/2021 2:30,,2.80E-06,5.72E-07,3.15E-07,2.64E-07,-3.36E-07,
1626187500,7/13/2021 2:45,,2.80E-06,5.70E-07,3.13E-07,2.58E-07,-3.39E-07,
1626188400,7/13/2021 3:00,,2.80E-06,5.68E-07,3.12E-07,2.53E-07,-3.42E-07,
1626189300,7/13/2021 3:15,,2.80E-06,5.67E-07,3.11E-07,2.47E-07,-3.45E-07,
1626190200,7/13/2021 3:30,,2.79E-06,5.65E-07,3.09E-07,2.41E-07,-3.48E-07,
1626191100,7/13/2021 3:45,,2.79E-06,5.63E-07,3.08E-07,2.36E-07,-3.51E-07,
1626192000,7/13/2021 4:00,,2.79E-06,5.62E-07,3.07E-07,2.30E-07,-3.54E-07,
1626192900,7/13/2021 4:15,,2.78E-06,5.60E-07,3.06E-07,2.24E-07,-3.56E-07,
1626193800,7/13/2021 4:30,,2.78E-06,5.58E-07,3.05E-07,2.19E-07,-3.59E-07,
1626194700,7/13/2021 4:45,,2.78E-06,5.57E-07,3.03E-07,2.13E-07,-3.62E-07,
1626195600,7/13/2021 5:00,,2.78E-06,5.55E-07,3.02E-07,2.07E-07,-3.65E-07,
1626196500,7/13/2021 5:15,,2.77E-06,5.53E-07,3.01E-07,2.01E-07,-3.68E-07,
1626197400,7/13/2021 5:30,,2.77E-06,5.51E-07,3.00E-07,1.96E-07,-3.71E-07,
1626198300,7/13/2021 5:45,,2.76E-06,5.49E-07,2.99E-07,1.90E-07,-3.73E-07,
1626199200,7/13/2021 6:00,,2.76E-06,5.47E-07,2.98E-07,1.84E-07,-3.76E-07,
1626200100,7/13/2021 6:15,,2.75E-06,5.44E-07,2.96E-07,1.78E-07,-3.79E-07,
1626201000,7/13/2021 6:30,,2.75E-06,5.42E-07,2.95E-07,1.72E-07,-3.82E-07,
1626201900,7/13/2021 6:45,,2.75E-06,5.40E-07,2.94E-07,1.66E-07,-3.85E-07,
1626202800,7/13/2021 7:00,,2.74E-06,5.37E-07,2.93E-07,1.61E-07,-3.88E-07,
1626203700,7/13/2021 7:15,,2.74E-06,5.35E-07,2.92E-07,1.55E-07,-3.91E-07,
1626204600,7/13/2021 7:30,,2.73E-06,5.32E-07,2.90E-07,1.49E-07,-3.94E-07,
1626205500,7/13/2021 7:45,,2.73E-06,5.29E-07,2.89E-07,1.43E-07,-3.97E-07,
1626206400,7/13/2021 8:00,,2.72E-06,5.26E-07,2.88E-07,1.38E-07,-4.00E-07,
1626207300,7/13/2021 8:15,,2.71E-06,5.23E-07,2.87E-07,1.32E-07,-4.03E-07,
1626208200,7/13/2021 8:30,,2.71E-06,5.20E-07,2.85E-07,1.26E-07,-4.06E-07,
1626209100,7/13/2021 8:45,,2.70E-06,5.17E-07,2.84E-07,1.21E-07,-4.08E-07,
1626210000,7/13/2021 9:00,,2.70E-06,5.13E-07,2.83E-07,1.15E-07,-4.11E-07,
1626210900,7/13/2021 9:15,,2.69E-06,5.10E-07,2.81E-07,1.10E-07,-4.14E-07,
1626211800,7/13/2021 9:30,,2.69E-06,5.06E-07,2.80E-07,1.04E-07,-4.17E-07,
1626212700,7/13/2021 9:45,,2.68E-06,5.02E-07,2.78E-07,9.90E-08,-4.20E-07,
1626213600,7/13/2021 10:00,,2.67E-06,4.99E-07,2.77E-07,9.36E-08,-4.23E-07,
1626214500,7/13/2021 10:15,,2.67E-06,4.95E-07,2.75E-07,8.82E-08,-4.26E-07,
1626215400,7/13/2021 10:30,,2.66E-06,4.90E-07,2.73E-07,8.28E-08,-4.30E-07,
1626216300,7/13/2021 10:45,,2.66E-06,4.86E-07,2.71E-07,7.75E-08,-4.33E-07,
1626217200,7/13/2021 11:00,,2.65E-06,4.82E-07,2.69E-07,7.22E-08,-4.36E-07,
1626218100,7/13/2021 11:15,,2.64E-06,4.77E-07,2.67E-07,6.69E-08,-4.39E-07,
1626219000,7/13/2021 11:30,,2.64E-06,4.73E-07,2.65E-07,6.17E-08,-4.42E-07,
1626219900,7/13/2021 11:45,,2.63E-06,4.68E-07,2.63E-07,5.65E-08,-4.45E-07,
1626220800,7/13/2021 12:00,,2.63E-06,4.63E-07,2.61E-07,5.12E-08,-4.48E-07,
1626221700,7/13/2021 12:15,,2.62E-06,4.58E-07,2.58E-07,4.60E-08,-4.52E-07,
1626222600,7/13/2021 12:30,,2.61E-06,4.53E-07,2.56E-07,4.08E-08,-4.55E-07,
1626223500,7/13/2021 12:45,,2.61E-06,4.48E-07,2.53E-07,3.56E-08,-4.58E-07,
1626224400,7/13/2021 13:00,,2.60E-06,4.43E-07,2.51E-07,3.04E-08,-4.62E-07,
1626225300,7/13/2021 13:15,,2.60E-06,4.37E-07,2.48E-07,2.53E-08,-4.65E-07,
1626226200,7/13/2021 13:30,,2.59E-06,4.32E-07,2.45E-07,2.00E-08,-4.68E-07,
1626227100,7/13/2021 13:45,,2.58E-06,4.27E-07,2.42E-07,1.48E-08,-4.72E-07,
1626228000,7/13/2021 14:00,,2.58E-06,4.21E-07,2.38E-07,9.60E-09,-4.75E-07,
1626228900,7/13/2021 14:15,,2.57E-06,4.16E-07,2.35E-07,4.34E-09,-4.79E-07,
1626229800,7/13/2021 14:30,,2.57E-06,4.10E-07,2.32E-07,-9.80E-10,-4.82E-07,
1626230700,7/13/2021 14:45,,2.56E-06,4.05E-07,2.28E-07,-6.29E-09,-4.86E-07,
1626231600,7/13/2021 15:00,,2.56E-06,3.99E-07,2.24E-07,-1.16E-08,-4.89E-07,
1626232500,7/13/2021 15:15,,2.55E-06,3.93E-07,2.21E-07,-1.70E-08,-4.93E-07,
1626233400,7/13/2021 15:30,,2.55E-06,3.88E-07,2.17E-07,-2.25E-08,-4.97E-07,
1626234300,7/13/2021 15:45,,2.54E-06,3.82E-07,2.13E-07,-2.81E-08,-5.00E-07,
1626235200,7/13/2021 16:00,,2.54E-06,3.76E-07,2.09E-07,-3.36E-08,-5.04E-07,
1626236100,7/13/2021 16:15,,2.53E-06,3.71E-07,2.04E-07,-3.93E-08,-5.08E-07,
1626237000,7/13/2021 16:30,,2.53E-06,3.65E-07,2.00E-07,-4.50E-08,-5.12E-07,
1626237900,7/13/2021 16:45,,2.52E-06,3.59E-07,1.96E-07,-5.09E-08,-5.16E-07,
1626238800,7/13/2021 17:00,,2.52E-06,3.54E-07,1.91E-07,-5.67E-08,-5.20E-07,
1626239700,7/13/2021 17:15,,2.51E-06,3.48E-07,1.86E-07,-6.26E-08,-5.24E-07,
1626240600,7/13/2021 17:30,,2.51E-06,3.43E-07,1.82E-07,-6.87E-08,-5.28E-07,
1626241500,7/13/2021 17:45,,2.50E-06,3.37E-07,1.77E-07,-7.50E-08,-5.32E-07,
1626242400,7/13/2021 18:00,,2.50E-06,3.32E-07,1.72E-07,-8.13E-08,-5.36E-07,
1626243300,7/13/2021 18:15,,2.49E-06,3.26E-07,1.67E-07,-8.77E-08,-5.40E-07,
1626244200,7/13/2021 18:30,,2.49E-06,3.21E-07,1.62E-07,-9.42E-08,-5.45E-07,
1626245100,7/13/2021 18:45,,2.48E-06,3.15E-07,1.57E-07,-1.01E-07,-5.49E-07,
1626246000,7/13/2021 19:00,,2.48E-06,3.10E-07,1.52E-07,-1.07E-07,-5.54E-07,
1626246900,7/13/2021 19:15,,2.48E-06,3.05E-07,1.47E-07,-1.14E-07,-5.58E-07,
1626247800,7/13/2021 19:30,,2.47E-06,2.99E-07,1.41E-07,-1.21E-07,-5.63E-07,
1626248700,7/13/2021 19:45,,2.47E-06,2.94E-07,1.36E-07,-1.28E-07,-5.68E-07,
1626249600,7/13/2021 20:00,,2.46E-06,2.89E-07,1.31E-07,-1.35E-07,-5.73E-07,
1626250500,7/13/2021 20:15,,2.46E-06,2.84E-07,1.26E-07,-1.43E-07,-5.78E-07,
1626251400,7/13/2021 20:30,,2.45E-06,2.79E-07,1.21E-07,-1.50E-07,-5.83E-07,
1626252300,7/13/2021 20:45,,2.45E-06,2.74E-07,1.15E-07,-1.57E-07,-5.88E-07,
1626253200,7/13/2021 21:00,,2.45E-06,2.69E-07,1.10E-07,-1.65E-07,-5.93E-07,
1626254100,7/13/2021 21:15,,2.44E-06,2.64E-07,1.05E-07,-1.73E-07,-5.99E-07,
1626255000,7/13/2021 21:30,,2.44E-06,2.59E-07,9.97E-08,-1.80E-07,-6.04E-07,
1626255900,7/13/2021 21:45,,2.43E-06,2.55E-07,9.45E-08,-1.88E-07,-6.09E-07,
1626256800,7/13/2021 22:00,,2.43E-06,2.50E-07,8.93E-08,-1.96E-07,-6.15E-07,
1626257700,7/13/2021 22:15,,2.42E-06,2.45E-07,8.42E-08,-2.04E-07,-6.21E-07,
1626258600,7/13/2021 22:30,,2.42E-06,2.40E-07,7.91E-08,-2.12E-07,-6.27E-07,
1626259500,7/13/2021 22:45,,2.41E-06,2.36E-07,7.40E-08,-2.20E-07,-6.33E-07,
1626260400,7/13/2021 23:00,,2.41E-06,2.31E-07,6.89E-08,-2.28E-07,-6.39E-07,
1626261300,7/13/2021 23:15,,2.40E-06,2.26E-07,6.39E-08,-2.36E-07,-6.45E-07,
1626262200,7/13/2021 23:30,,2.40E-06,2.22E-07,5.90E-08,-2.45E-07,-6.51E-07,
1626263100,7/13/2021 23:45,,2.39E-06,2.17E-07,5.40E-08,-2.53E-07,-6.57E-07,
1626264000,7/14/2021 0:00,,2.39E-06,2.12E-07,4.92E-08,-2.61E-07,-6.64E-07,
1626264900,7/14/2021 0:15,,2.38E-06,2.07E-07,4.44E-08,-2.70E-07,-6.70E-07,
1626265800,7/14/2021 0:30,,2.38E-06,2.02E-07,3.96E-08,-2.78E-07,-6.77E-07,
1626266700,7/14/2021 0:45,,2.37E-06,1.98E-07,3.49E-08,-2.87E-07,-6.83E-07,
1626267600,7/14/2021 1:00,,2.37E-06,1.93E-07,3.02E-08,-2.95E-07,-6.90E-07,
1626268500,7/14/2021 1:15,,2.36E-06,1.88E-07,2.56E-08,-3.04E-07,-6.97E-07,
1626269400,7/14/2021 1:30,,2.36E-06,1.83E-07,2.11E-08,-3.12E-07,-7.04E-07,
1626270300,7/14/2021 1:45,,2.35E-06,1.78E-07,1.67E-08,-3.20E-07,-7.11E-07,
1626271200,7/14/2021 2:00,,2.34E-06,1.74E-07,1.23E-08,-3.29E-07,-7.17E-07,
1626272100,7/14/2021 2:15,,2.34E-06,1.69E-07,8.00E-09,-3.37E-07,-7.24E-07,
1626273000,7/14/2021 2:30,,2.33E-06,1.64E-07,3.77E-09,-3.45E-07,-7.31E-07,
1626273900,7/14/2021 2:45,,2.33E-06,1.59E-07,-3.81E-10,-3.53E-07,-7.38E-07,
1626274800,7/14/2021 3:00,,2.32E-06,1.54E-07,-4.46E-09,-3.62E-07,-7.45E-07,
1626275700,7/14/2021 3:15,,2.32E-06,1.49E-07,-8.47E-09,-3.70E-07,-7.52E-07,
1626276600,7/14/2021 3:30,,2.31E-06,1.44E-07,-1.24E-08,-3.78E-07,-7.59E-07,
1626277500,7/14/2021 3:45,,2.31E-06,1.39E-07,-1.63E-08,-3.86E-07,-7.66E-07,
1626278400,7/14/2021 4:00,,2.30E-06,1.34E-07,-2.01E-08,-3.93E-07,-7.73E-07,
1626279300,7/14/2021 4:15,,2.30E-06,1.29E-07,-2.38E-08,-4.01E-07,-7.80E-07,
1626280200,7/14/2021 4:30,,2.29E-06,1.25E-07,-2.74E-08,-4.09E-07,-7.87E-07,
1626281100,7/14/2021 4:45,,2.29E-06,1.20E-07,-3.09E-08,-4.16E-07,-7.93E-07,
1626282000,7/14/2021 5:00,,2.28E-06,1.15E-07,-3.45E-08,-4.24E-07,-8.00E-07,
1626282900,7/14/2021 5:15,,2.28E-06,1.10E-07,-3.80E-08,-4.31E-07,-8.07E-07,
1626283800,7/14/2021 5:30,,2.27E-06,1.05E-07,-4.14E-08,-4.38E-07,-8.13E-07,
1626284700,7/14/2021 5:45,,2.27E-06,9.98E-08,-4.48E-08,-4.45E-07,-8.20E-07,
1626285600,7/14/2021 6:00,,2.26E-06,9.49E-08,-4.81E-08,-4.52E-07,-8.26E-07,
1626286500,7/14/2021 6:15,,2.26E-06,8.99E-08,-5.14E-08,-4.59E-07,-8.33E-07,
1626287400,7/14/2021 6:30,,2.25E-06,8.50E-08,-5.47E-08,-4.66E-07,-8.39E-07,
1626288300,7/14/2021 6:45,,2.25E-06,8.00E-08,-5.80E-08,-4.72E-07,-8.45E-07,
1626289200,7/14/2021 7:00,,2.24E-06,7.51E-08,-6.12E-08,-4.79E-07,-8.51E-07,
1626290100,7/14/2021 7:15,,2.24E-06,7.02E-08,-6.44E-08,-4.85E-07,-8.57E-07,
1626291000,7/14/2021 7:30,,2.24E-06,6.52E-08,-6.76E-08,-4.91E-07,-8.63E-07,
1626291900,7/14/2021 7:45,,2.23E-06,6.03E-08,-7.08E-08,-4.98E-07,-8.69E-07,
1626292800,7/14/2021 8:00,,2.23E-06,5.54E-08,-7.39E-08,-5.04E-07,-8.74E-07,
1626293700,7/14/2021 8:15,,2.22E-06,5.05E-08,-7.71E-08,-5.09E-07,-8.80E-07,
1626294600,7/14/2021 8:30,,2.22E-06,4.56E-08,-8.02E-08,-5.15E-07,-8.85E-07,
1626295500,7/14/2021 8:45,,2.21E-06,4.08E-08,-8.33E-08,-5.21E-07,-8.90E-07,
1626296400,7/14/2021 9:00,,2.21E-06,3.59E-08,-8.64E-08,-5.26E-07,-8.96E-07,
1626297300,7/14/2021 9:15,,2.21E-06,3.10E-08,-8.95E-08,-5.32E-07,-9.01E-07,
1626298200,7/14/2021 9:30,,2.20E-06,2.62E-08,-9.26E-08,-5.37E-07,-9.05E-07,
1626299100,7/14/2021 9:45,,2.20E-06,2.14E-08,-9.57E-08,-5.42E-07,-9.10E-07,
1626300000,7/14/2021 10:00,,2.19E-06,1.66E-08,-9.88E-08,-5.47E-07,-9.15E-07,
1626300900,7/14/2021 10:15,,2.19E-06,1.18E-08,-1.02E-07,-5.53E-07,-9.19E-07,
1626301800,7/14/2021 10:30,,2.19E-06,6.97E-09,-1.05E-07,-5.58E-07,-9.23E-07,
1626302700,7/14/2021 10:45,,2.18E-06,2.20E-09,-1.08E-07,-5.63E-07,-9.27E-07,
1626303600,7/14/2021 11:00,,2.18E-06,-2.55E-09,-1.11E-07,-5.68E-07,-9.31E-07,
1626304500,7/14/2021 11:15,,2.17E-06,-7.29E-09,-1.14E-07,-5.72E-07,-9.35E-07,
1626305400,7/14/2021 11:30,,2.17E-06,-1.20E-08,-1.17E-07,-5.77E-07,-9.39E-07,
1626306300,7/14/2021 11:45,,2.17E-06,-1.67E-08,-1.20E-07,-5.82E-07,-9.42E-07,
1626307200,7/14/2021 12:00,,2.16E-06,-2.14E-08,-1.23E-07,-5.87E-07,-9.46E-07,
1626308100,7/14/2021 12:15,,2.16E-06,-2.60E-08,-1.26E-07,-5.92E-07,-9.49E-07,
1626309000,7/14/2021 12:30,,2.15E-06,-3.07E-08,-1.29E-07,-5.96E-07,-9.52E-07,
1626309900,7/14/2021 12:45,,2.15E-06,-3.53E-08,-1.32E-07,-6.01E-07,-9.56E-07,
1626310800,7/14/2021 13:00,,2.15E-06,-3.98E-08,-1.35E-07,-6.06E-07,-9.59E-07,
1626311700,7/14/2021 13:15,,2.14E-06,-4.44E-08,-1.38E-07,-6.10E-07,-9.61E-07,
1626312600,7/14/2021 13:30,,2.14E-06,-4.89E-08,-1.41E-07,-6.15E-07,-9.64E-07,
1626313500,7/14/2021 13:45,,2.14E-06,-5.34E-08,-1.44E-07,-6.19E-07,-9.67E-07,
1626314400,7/14/2021 14:00,,2.13E-06,-5.79E-08,-1.47E-07,-6.24E-07,-9.70E-07,
1626315300,7/14/2021 14:15,,2.13E-06,-6.23E-08,-1.50E-07,-6.28E-07,-9.72E-07,
1626316200,7/14/2021 14:30,,2.13E-06,-6.67E-08,-1.53E-07,-6.33E-07,-9.75E-07,
1626317100,7/14/2021 14:45,,2.12E-06,-7.11E-08,-1.56E-07,-6.37E-07,-9.77E-07,
1626318000,7/14/2021 15:00,,2.12E-06,-7.54E-08,-1.59E-07,-6.42E-07,-9.80E-07,
1626318900,7/14/2021 15:15,,2.12E-06,-7.97E-08,-1.62E-07,-6.46E-07,-9.82E-07,
