season,start,end
spring,2023-04-26 08:59:00,2023-04-26 09:08:00
spring,2023-04-26 09:48:00,2023-04-26 10:32:00
spring,2023-04-26 11:49:00,2023-04-26 12:09:00
spring,2023-04-26 12:18:00,2023-04-26 13:09:00
spring,2023-04-26 14:04:00,2023-04-26 15:28:00
spring,2023-04-26 15:36:00,2023-04-26 15:51:00
spring,2023-04-26 16:06:00,2023-04-26 16:20:00
spring,2023-04-26 17:40:00,2023-04-26 17:56:00
spring,2023-04-26 18:01:00,2023-04-26 18:28:00
spring,2023-04-26 19:05:00,2023-04-26 19:26:00
spring,2023-04-27 02:54:00,2023-04-27 03:05:00
spring,2023-04-27 03:24:00,2023-04-27 03:34:00
spring,2023-04-27 03:58:00,2023-04-27 04:21:00
spring,2023-04-27 07:35:00,2023-04-27 07:54:00
spring,2023-04-27 08:15:00,2023-04-27 08:49:00
spring,2023-04-27 10:24:00,2023-04-27 10:38:00
spring,2023-04-27 10:55:00,2023-04-27 11:16:00
spring,2023-04-27 12:43:00,2023-04-27 12:46:00
spring,2023-04-27 14:10:00,2023-04-27 14:40:00
spring,2023-04-27 14:51:00,2023-04-27 18:59:00
spring,2023-04-27 19:01:00,2023-04-27 19:42:00
spring,2023-04-27 19:48:00,2023-04-27 20:08:00
spring,2023-04-27 20:17:00,2023-04-27 21:18:00
spring,2023-04-27 22:53:00,2023-04-27 23:44:00
spring,2023-04-27 23:45:00,2023-04-28 00:25:00
spring,2023-04-28 00:34:00,2023-04-28 01:09:00
spring,2023-04-28 02:05:00,2023-04-28 02:37:00
spring,2023-04-28 05:22:00,2023-04-28 06:41:00
spring,2023-04-28 07:30:00,2023-04-28 07:59:00
spring,2023-04-28 08:50:00,2023-04-28 09:06:00
spring,2023-04-28 09:23:00,2023-04-28 09:33:00
spring,2023-04-28 11:39:00,2023-04-28 11:52:00
spring,2023-04-28 12:24:00,2023-04-28 12:37:00
spring,2023-04-28 12:56:00,2023-04-28 13:49:00
spring,2023-04-28 14:23:00,2023-04-28 15:13:00
spring,2023-04-28 15:19:00,2023-04-28 15:36:00
spring,2023-04-28 15:48:00,2023-04-28 16:08:00
spring,2023-04-28 16:22:00,2023-04-28 16:39:00
spring,2023-04-28 17:15:00,2023-04-28 18:10:00
spring,2023-04-28 19:14:00,2023-04-28 19:15:00
spring,2023-04-28 19:43:00,2023-04-28 20:11:00
spring,2023-04-28 21:28:00,2023-04-28 21:32:00
spring,2023-04-28 22:02:00,2023-04-28 22:29:00
spring,2023-04-28 22:49:00,2023-04-28 23:09:00
spring,2023-04-28 23:43:00,2023-04-28 23:46:00
spring,2023-04-29 07:24:00,2023-04-29 07:36:00
spring,2023-04-29 13:11:00,2023-04-29 13:38:00
spring,2023-04-29 14:05:00,2023-04-29 15:12:00
spring,2023-04-29 16:08:00,2023-04-30 04:08:00
spring,2023-04-30 04:17:00,2023-04-30 04:49:00
spring,2023-04-30 05:17:00,2023-04-30 06:39:00
spring,2023-04-30 07:20:00,2023-04-30 07:52:00
spring,2023-04-30 08:01:00,2023-04-30 08:24:00
spring,2023-04-30 08:47:00,2023-04-30 09:08:00
spring,2023-04-30 09:21:00,2023-04-30 09:49:00
spring,2023-04-30 10:52:00,2023-04-30 11:10:00
spring,2023-04-30 11:32:00,2023-04-30 11:51:00
spring,2023-04-30 12:52:00,2023-05-01 02:28:00
spring,2023-05-01 02:30:00,2023-05-02 06:59:00
spring,2023-05-02 07:00:00,2023-05-02 23:12:00
spring,2023-05-02 23:21:00,2023-05-03 00:29:00
spring,2023-05-03 00:32:00,2023-05-03 02:37:00
spring,2023-05-03 03:48:00,2023-05-03 05:13:00
spring,2023-05-03 05:16:00,2023-05-03 05:46:00
spring,2023-05-03 06:02:00,2023-05-03 06:25:00
spring,2023-05-03 06:34:00,2023-05-03 09:10:00
spring,2023-05-03 09:36:00,2023-05-03 10:40:00
spring,2023-05-03 10:48:00,2023-05-03 11:54:00
spring,2023-05-03 12:00:00,2023-05-04 05:59:00
spring,2023-05-04 06:16:00,2023-05-04 07:11:00
spring,2023-05-04 08:05:00,2023-05-04 08:54:00
spring,2023-05-04 09:37:00,2023-05-04 10:29:00
spring,2023-05-04 10:30:00,2023-05-04 12:53:00
spring,2023-05-04 13:05:00,2023-05-04 23:58:00
spring,2023-05-05 00:00:00,2023-05-05 00:37:00
spring,2023-05-05 00:51:00,2023-05-05 01:11:00
spring,2023-05-05 01:47:00,2023-05-05 02:09:00
spring,2023-05-05 02:59:00,2023-05-05 03:01:00
spring,2023-05-05 03:16:00,2023-05-05 03:56:00
spring,2023-05-05 04:09:00,2023-05-05 04:17:00
spring,2023-05-05 07:25:00,2023-05-05 08:07:00
spring,2023-05-05 08:19:00,2023-05-05 08:54:00
spring,2023-05-05 10:11:00,2023-05-05 10:19:00
spring,2023-05-05 11:26:00,2023-05-05 11:57:00
spring,2023-05-05 12:06:00,2023-05-05 12:26:00
spring,2023-05-05 13:52:00,2023-05-05 14:09:00
spring,2023-05-05 14:23:00,2023-05-05 16:28:00
spring,2023-05-05 16:31:00,2023-05-05 18:21:00
summer,2023-07-13 17:29:00,2023-07-13 17:38:00
summer,2023-07-22 18:04:00,2023-07-22 18:40:00
summer,2023-07-28 23:52:00,2023-07-29 00:35:00
summer,2023-07-29 13:48:00,2023-07-29 14:13:00
summer,2023-07-29 14:26:00,2023-07-29 18:06:00
summer,2023-07-29 18:18:00,2023-07-29 20:39:00
summer,2023-08-13 18:34:00,2023-08-13 19:24:00
summer,2023-08-28 12:05:00,2023-08-28 15:12:00
summer,2023-09-14 15:58:00,2023-09-14 18:57:00
